"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Ren","yes",1,"1.75","0.17","0.17"
"2","A","Rei","yes",3,"2.46","-0.16","0.01"
"3","H","Mtz","yes",3,"1.83","0.13","0.15"
"4","A","Mar","yes",1,"1.94","0.08","0.23"
"5","H","Nan","yes",3,"2.28","-0.07","0.16"
"6","A","Str","yes",3,"2.51","-0.18","-0.03"
"7","H","Len","yes",3,"1.61","0.24","0.21"
"8","A","Nic","yes",1,"2.46","-0.16","0.05"
"9","H","Lyo","yes",1,"1.32","0.37","0.43"
"10","A","Bre","yes",0,"2.10","0.01","0.44"
"11","H","Lor","yes",3,"2.60","-0.23","0.21"
"12","A","StE","yes",1,"2.42","-0.14","0.07"
"13","H","Mco","yes",3,"1.43","0.33","0.39"
"14","H","Bor","yes",3,"2.15","-0.02","0.38"
"15","A","Dij","yes",3,"2.75","-0.30","0.08"
"16","H","PSG","yes",1,"1.07","0.49","0.58"
"17","A","Mtp","yes",3,"2.26","-0.07","0.51"
"18","H","Ang","yes",0,"1.96","0.07","0.58"
"19","A","Nim","yes",3,"2.67","-0.26","0.32"
"20","H","Rei","yes",3,"2.03","0.04","0.36"
"21","A","Ren","yes",3,"2.24","-0.06","0.31"
"22","H","Dij","yes",3,"2.53","-0.20","0.11"
"23","A","Bor","yes",3,"2.50","-0.18","-0.07"
"24","A","Nan","yes",3,"2.63","-0.24","-0.31"
"25","H","Bre","yes",1,"2.58","-0.22","-0.53"
"26","A","Lor","yes",3,"2.23","-0.05","-0.58"
"27","H","Str","yes",1,"2.05","0.03","-0.55"
"28","H","Mar","yes",3,"1.89","0.11","-0.44"
"29","A","Mco","yes",1,"1.54","0.28","-0.16"
"30","H","Nim","yes",0,"2.11","0.01","-0.16"
"31","A","PSG","yes",3,"1.83","0.14","-0.02"
"32","A","Mtz","yes",3,"2.47","-0.17","-0.19"
"33","H","Mtp","yes",1,"1.80","0.15","-0.04"
"34","A","Lyo","no",NA,"1.75","0.17","0.14"
"35","H","Nic","no",NA,"1.89","0.11","0.25"
"36","A","Len","no",NA,"2.31","-0.09","0.16"
"37","H","StE","no",NA,"2.07","0.02","0.18"
"38","A","Ang","no",NA,"2.50","-0.18","-0.00"
