"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Ang","yes",0,-1,"0.52","0.02","0.02"
"2","A","Lyo","yes",0,-3,"0.26","0.52","0.54"
"3","H","Bre","yes",0,-2,"1.02","-0.93","-0.39"
"4","A","Str","yes",0,-1,"0.83","-0.57","-0.95"
"5","H","Mtp","yes",1,0,"0.44","0.16","-0.79"
"6","A","Bor","yes",0,-3,"0.63","-0.20","-0.99"
"7","H","Ren","yes",1,0,"0.42","0.20","-0.79"
"8","A","PSG","yes",0,-4,"0.24","0.55","-0.24"
"9","H","Lor","yes",1,0,"1.30","-1.46","-1.70"
"10","A","Mtz","yes",1,0,"0.72","-0.37","-2.07"
"11","H","Len","yes",0,-1,"0.34","0.35","-1.72"
"12","A","Nic","yes",3,2,"0.60","-0.13","-1.85"
"13","H","StE","yes",1,0,"0.49","0.07","-1.78"
"14","A","Nan","yes",1,0,"0.88","-0.66","-2.44"
"15","H","Lil","yes",0,-2,"0.12","0.78","-1.66"
"16","H","Mco","yes",0,-1,"0.24","0.55","-1.11"
"17","A","Nim","yes",3,2,"1.08","-1.04","-2.15"
"18","A","Rei","yes",1,0,"0.67","-0.28","-2.43"
"19","H","Mar","yes",1,0,"0.43","0.18","-2.25"
"20","H","Str","yes",1,0,"0.53","-0.00","-2.26"
"21","A","Lor","yes",0,-1,"0.39","0.27","-1.99"
"22","A","Lil","yes",0,-1,"0.26","0.50","-1.49"
"23","H","Lyo","yes",0,-1,"0.20","0.63","-0.86"
"24","A","Mtp","yes",0,-2,"0.54","-0.02","-0.88"
"25","H","Nim","yes",0,-2,"0.63","-0.19","-1.07"
"26","A","Len","yes",0,-1,"0.49","0.07","-1.00"
"27","H","PSG","yes",0,-4,"0.16","0.70","-0.30"
"28","A","Bre","yes",0,-2,"0.44","0.17","-0.13"
"29","H","Bor","yes",0,-2,"0.74","-0.40","-0.54"
"30","H","Rei","yes",0,-1,"0.56","-0.06","-0.60"
"31","A","Mar","yes",0,-2,"0.33","0.38","-0.22"
"32","A","Mco","yes",0,-3,"0.22","0.59","0.37"
"33","H","Nic","yes",3,2,"0.47","0.12","0.49"
"34","A","Ren","yes",0,-4,"0.44","0.17","0.66"
"35","H","Mtz","yes",0,-4,"0.40","0.25","0.91"
"36","A","Ang","no",NA,NA,"0.77","-0.45","0.46"
"37","H","Nan","no",NA,NA,"0.57","-0.08","0.39"
"38","A","StE","no",NA,NA,"0.73","-0.39","-0.00"
