"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Len","yes",0,"2.17","-0.03","-0.03"
"2","H","Mar","yes",0,"1.94","0.08","0.05"
"3","H","Mtz","yes",3,"1.89","0.10","0.15"
"4","A","Nic","yes",3,"2.32","-0.10","0.05"
"5","A","Rei","yes",3,"2.39","-0.14","-0.09"
"6","H","Ang","yes",3,"2.02","0.04","-0.05"
"7","A","Nim","yes",3,"2.63","-0.25","-0.30"
"8","H","Dij","yes",3,"2.58","-0.23","-0.53"
"9","A","Nan","yes",3,"2.58","-0.23","-0.75"
"10","H","Ren","yes",3,"1.81","0.14","-0.62"
"11","A","Mco","yes",0,"1.42","0.32","-0.29"
"12","H","Bor","yes",1,"2.24","-0.07","-0.36"
"13","A","Mtp","yes",3,"2.19","-0.04","-0.40"
"14","H","Lyo","yes",0,"1.38","0.34","-0.06"
"15","H","Lor","yes",3,"2.63","-0.25","-0.31"
"16","A","Lil","yes",1,"1.78","0.15","-0.15"
"17","H","Str","yes",3,"2.10","0.00","-0.15"
"18","A","StE","yes",1,"2.43","-0.16","-0.31"
"19","H","Bre","yes",3,"2.51","-0.19","-0.50"
"20","A","Ang","yes",3,"2.44","-0.16","-0.66"
"21","H","Mtp","yes",3,"1.95","0.07","-0.58"
"22","A","Lor","yes",0,"2.09","0.01","-0.58"
"23","H","Nim","yes",3,"2.21","-0.05","-0.63"
"24","A","Mar","yes",3,"1.84","0.12","-0.50"
"25","H","Nic","yes",3,"1.94","0.08","-0.43"
"26","H","Mco","yes",0,"1.49","0.29","-0.14"
"27","A","Dij","yes",3,"2.72","-0.29","-0.43"
"28","A","Bor","yes",3,"2.44","-0.16","-0.59"
"29","H","Nan","yes",0,"2.23","-0.06","-0.65"
"30","A","Lyo","yes",3,"1.64","0.22","-0.43"
"31","H","Lil","yes",0,"0.98","0.53","0.10"
"32","A","Str","yes",3,"2.50","-0.19","-0.09"
"33","H","StE","yes",3,"2.11","-0.01","-0.09"
"34","A","Mtz","yes",3,"2.43","-0.15","-0.25"
"35","H","Len","no",NA,"1.67","0.21","-0.04"
"36","A","Ren","no",NA,"2.12","-0.01","-0.05"
"37","H","Rei","no",NA,"2.08","0.01","-0.04"
"38","A","Bre","no",NA,"2.02","0.04","0.00"
