"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Mco","yes",1,"0.50","0.59","0.59"
"2","H","Lil","yes",0,"0.42","0.66","1.26"
"3","A","Ang","yes",0,"1.53","-0.23","1.03"
"4","A","Mtz","yes",0,"1.47","-0.19","0.84"
"5","H","PSG","yes",0,"0.50","0.60","1.43"
"6","A","Ren","yes",1,"1.10","0.11","1.54"
"7","H","Lor","yes",0,"2.17","-0.75","0.79"
"8","A","Mtp","yes",3,"1.14","0.08","0.87"
"9","H","Str","yes",3,"1.32","-0.07","0.80"
"10","A","Len","yes",1,"1.20","0.03","0.83"
"11","H","Nim","yes",0,"1.40","-0.13","0.71"
"12","A","Lyo","yes",0,"0.64","0.49","1.19"
"13","H","Nic","yes",1,"1.14","0.08","1.27"
"14","A","Bre","yes",0,"0.94","0.24","1.51"
"15","H","Nan","yes",3,"1.62","-0.31","1.20"
"16","A","Mar","yes",1,"0.78","0.37","1.57"
"17","A","Bor","yes",3,"1.53","-0.23","1.34"
"18","H","Dij","yes",1,"2.04","-0.64","0.70"
"19","H","StE","yes",3,"1.36","-0.09","0.60"
"20","A","Lil","yes",0,"0.73","0.41","1.01"
"21","H","Bre","yes",3,"2.12","-0.71","0.30"
"22","A","Str","yes",3,"1.55","-0.25","0.05"
"23","H","Ang","yes",1,"1.22","0.01","0.06"
"24","A","Lor","yes",0,"1.10","0.11","0.17"
"25","H","Len","yes",1,"0.88","0.29","0.46"
"26","A","StE","yes",1,"1.37","-0.11","0.35"
"27","H","Mtp","yes",1,"1.06","0.15","0.50"
"28","A","Nan","yes",3,"1.82","-0.47","0.03"
"29","H","Lyo","yes",1,"0.66","0.46","0.49"
"30","A","Dij","yes",3,"2.15","-0.73","-0.24"
"31","H","Ren","yes",1,"1.01","0.18","-0.06"
"32","A","Nic","yes",1,"1.45","-0.17","-0.22"
"33","H","Mtz","yes",1,"1.09","0.12","-0.10"
"34","H","Mar","no",NA,"1.24","-0.00","-0.11"
"35","A","Nim","no",NA,"1.93","-0.56","-0.67"
"36","H","Mco","no",NA,"0.74","0.40","-0.26"
"37","A","PSG","no",NA,"0.69","0.44","0.18"
"38","H","Bor","no",NA,"1.46","-0.18","0.00"
