"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date"
1,"AS Monaco FC",548,"Olympique Lyonnais",523,0,3,"A","2019-08-09"
1,"Olympique de Marseille",516,"Stade de Reims",547,0,2,"A","2019-08-10"
1,"Montpellier HSC",518,"Stade Rennais FC 1901",529,0,1,"A","2019-08-10"
1,"OGC Nice",522,"Amiens SC",530,2,1,"H","2019-08-10"
1,"Stade Brestois 29",512,"Toulouse FC",511,1,1,"D","2019-08-10"
1,"Angers SCO",532,"FC Girondins de Bordeaux",526,3,1,"H","2019-08-10"
1,"Dijon Football Côte d'Or",528,"AS Saint-Étienne",527,1,2,"A","2019-08-10"
1,"Lille OSC",521,"FC Nantes",543,2,1,"H","2019-08-11"
1,"RC Strasbourg Alsace",576,"FC Metz",545,1,1,"D","2019-08-11"
1,"Paris Saint-Germain FC",524,"Nîmes Olympique",556,3,0,"H","2019-08-11"
2,"Olympique Lyonnais",523,"Angers SCO",532,6,0,"H","2019-08-16"
2,"FC Nantes",543,"Olympique de Marseille",516,0,0,"D","2019-08-17"
2,"FC Girondins de Bordeaux",526,"Montpellier HSC",518,1,1,"D","2019-08-17"
2,"Toulouse FC",511,"Dijon Football Côte d'Or",528,1,0,"H","2019-08-17"
2,"Nîmes Olympique",556,"OGC Nice",522,1,2,"A","2019-08-17"
2,"FC Metz",545,"AS Monaco FC",548,3,0,"H","2019-08-17"
2,"Amiens SC",530,"Lille OSC",521,1,0,"H","2019-08-17"
2,"AS Saint-Étienne",527,"Stade Brestois 29",512,1,1,"D","2019-08-18"
2,"Stade de Reims",547,"RC Strasbourg Alsace",576,0,0,"D","2019-08-18"
2,"Stade Rennais FC 1901",529,"Paris Saint-Germain FC",524,2,1,"H","2019-08-18"
3,"Stade Brestois 29",512,"Stade de Reims",547,1,0,"H","2019-08-24"
3,"Angers SCO",532,"FC Metz",545,3,0,"H","2019-08-24"
3,"Dijon Football Côte d'Or",528,"FC Girondins de Bordeaux",526,0,2,"A","2019-08-24"
3,"Amiens SC",530,"FC Nantes",543,1,2,"A","2019-08-24"
3,"AS Monaco FC",548,"Nîmes Olympique",556,2,2,"D","2019-08-25"
3,"RC Strasbourg Alsace",576,"Stade Rennais FC 1901",529,0,2,"A","2019-08-25"
3,"Paris Saint-Germain FC",524,"Toulouse FC",511,4,0,"H","2019-08-25"
3,"Montpellier HSC",518,"Olympique Lyonnais",523,1,0,"H","2019-08-27"
3,"Lille OSC",521,"AS Saint-Étienne",527,3,0,"H","2019-08-28"
