"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date"
1,"FC Girondins de Bordeaux",526,"FC Nantes",543,0,0,"D","2020-08-21"
1,"Dijon Football Côte d'Or",528,"Angers SCO",532,0,1,"A","2020-08-22"
1,"Lille OSC",521,"Stade Rennais FC 1901",529,1,1,"D","2020-08-22"
1,"AS Monaco FC",548,"Stade de Reims",547,2,2,"D","2020-08-23"
1,"FC Lorient",525,"RC Strasbourg Alsace",576,3,1,"H","2020-08-23"
1,"Nîmes Olympique",556,"Stade Brestois 29",512,4,0,"H","2020-08-23"
1,"OGC Nice",522,"Racing Club de Lens",546,2,1,"H","2020-08-23"
2,"Olympique Lyonnais",523,"Dijon Football Côte d'Or",528,NA,NA,NA,"2020-08-28"
2,"Stade Rennais FC 1901",529,"Montpellier HSC",518,NA,NA,NA,"2020-08-29"
2,"Racing Club de Lens",546,"Paris Saint-Germain FC",524,NA,NA,NA,"2020-08-29"
2,"Stade de Reims",547,"Lille OSC",521,NA,NA,NA,"2020-08-30"
2,"AS Saint-Étienne",527,"FC Lorient",525,NA,NA,NA,"2020-08-30"
2,"Angers SCO",532,"FC Girondins de Bordeaux",526,NA,NA,NA,"2020-08-30"
2,"FC Nantes",543,"Nîmes Olympique",556,NA,NA,NA,"2020-08-30"
2,"FC Metz",545,"AS Monaco FC",548,NA,NA,NA,"2020-08-30"
2,"RC Strasbourg Alsace",576,"OGC Nice",522,NA,NA,NA,"2020-08-30"
2,"Stade Brestois 29",512,"Olympique de Marseille",516,NA,NA,NA,"2020-08-30"
3,"FC Girondins de Bordeaux",526,"Olympique Lyonnais",523,NA,NA,NA,"2020-09-11"
3,"Montpellier HSC",518,"OGC Nice",522,NA,NA,NA,"2020-09-12"
3,"AS Saint-Étienne",527,"RC Strasbourg Alsace",576,NA,NA,NA,"2020-09-12"
3,"Lille OSC",521,"FC Metz",545,NA,NA,NA,"2020-09-13"
3,"FC Lorient",525,"Racing Club de Lens",546,NA,NA,NA,"2020-09-13"
3,"Angers SCO",532,"Stade de Reims",547,NA,NA,NA,"2020-09-13"
3,"Dijon Football Côte d'Or",528,"Stade Brestois 29",512,NA,NA,NA,"2020-09-13"
3,"Nîmes Olympique",556,"Stade Rennais FC 1901",529,NA,NA,NA,"2020-09-13"
3,"AS Monaco FC",548,"FC Nantes",543,NA,NA,NA,"2020-09-13"
3,"Paris Saint-Germain FC",524,"Olympique de Marseille",516,NA,NA,NA,"2020-09-13"
1,"Montpellier HSC",518,"Olympique Lyonnais",523,NA,NA,NA,"2020-09-15"
1,"Paris Saint-Germain FC",524,"FC Metz",545,NA,NA,NA,"2020-09-16"
1,"Olympique de Marseille",516,"AS Saint-Étienne",527,NA,NA,NA,"2020-09-17"
4,"Montpellier HSC",518,"Angers SCO",532,NA,NA,NA,"2020-09-21"
4,"Olympique Lyonnais",523,"Nîmes Olympique",556,NA,NA,NA,"2020-09-21"
4,"Stade Rennais FC 1901",529,"AS Monaco FC",548,NA,NA,NA,"2020-09-21"
4,"Olympique de Marseille",516,"Lille OSC",521,NA,NA,NA,"2020-09-21"
4,"OGC Nice",522,"Paris Saint-Germain FC",524,NA,NA,NA,"2020-09-21"
4,"Stade Brestois 29",512,"FC Lorient",525,NA,NA,NA,"2020-09-21"
4,"FC Nantes",543,"AS Saint-Étienne",527,NA,NA,NA,"2020-09-21"
4,"Racing Club de Lens",546,"FC Girondins de Bordeaux",526,NA,NA,NA,"2020-09-21"
4,"FC Metz",545,"Stade de Reims",547,NA,NA,NA,"2020-09-21"
4,"RC Strasbourg Alsace",576,"Dijon Football Côte d'Or",528,NA,NA,NA,"2020-09-21"
5,"Lille OSC",521,"FC Nantes",543,NA,NA,NA,"2020-09-28"
5,"FC Girondins de Bordeaux",526,"OGC Nice",522,NA,NA,NA,"2020-09-28"
5,"AS Saint-Étienne",527,"Stade Rennais FC 1901",529,NA,NA,NA,"2020-09-28"
5,"Olympique de Marseille",516,"FC Metz",545,NA,NA,NA,"2020-09-28"
5,"FC Lorient",525,"Olympique Lyonnais",523,NA,NA,NA,"2020-09-28"
5,"Stade de Reims",547,"Paris Saint-Germain FC",524,NA,NA,NA,"2020-09-28"
5,"Angers SCO",532,"Stade Brestois 29",512,NA,NA,NA,"2020-09-28"
5,"AS Monaco FC",548,"RC Strasbourg Alsace",576,NA,NA,NA,"2020-09-28"
5,"Dijon Football Côte d'Or",528,"Montpellier HSC",518,NA,NA,NA,"2020-09-28"
5,"Nîmes Olympique",556,"Racing Club de Lens",546,NA,NA,NA,"2020-09-28"
6,"Montpellier HSC",518,"Nîmes Olympique",556,NA,NA,NA,"2020-10-05"
6,"Paris Saint-Germain FC",524,"Angers SCO",532,NA,NA,NA,"2020-10-05"
6,"Olympique Lyonnais",523,"Olympique de Marseille",516,NA,NA,NA,"2020-10-05"
6,"FC Girondins de Bordeaux",526,"Dijon Football Côte d'Or",528,NA,NA,NA,"2020-10-05"
6,"Stade Rennais FC 1901",529,"Stade de Reims",547,NA,NA,NA,"2020-10-05"
6,"OGC Nice",522,"FC Nantes",543,NA,NA,NA,"2020-10-05"
6,"Stade Brestois 29",512,"AS Monaco FC",548,NA,NA,NA,"2020-10-05"
6,"Racing Club de Lens",546,"AS Saint-Étienne",527,NA,NA,NA,"2020-10-05"
6,"FC Metz",545,"FC Lorient",525,NA,NA,NA,"2020-10-05"
6,"RC Strasbourg Alsace",576,"Lille OSC",521,NA,NA,NA,"2020-10-05"
7,"Lille OSC",521,"Racing Club de Lens",546,NA,NA,NA,"2020-10-19"
7,"AS Saint-Étienne",527,"OGC Nice",522,NA,NA,NA,"2020-10-19"
7,"Olympique de Marseille",516,"FC Girondins de Bordeaux",526,NA,NA,NA,"2020-10-19"
7,"Stade de Reims",547,"FC Lorient",525,NA,NA,NA,"2020-10-19"
7,"Angers SCO",532,"FC Metz",545,NA,NA,NA,"2020-10-19"
7,"FC Nantes",543,"Stade Brestois 29",512,NA,NA,NA,"2020-10-19"
7,"AS Monaco FC",548,"Montpellier HSC",518,NA,NA,NA,"2020-10-19"
7,"Dijon Football Côte d'Or",528,"Stade Rennais FC 1901",529,NA,NA,NA,"2020-10-19"
7,"Nîmes Olympique",556,"Paris Saint-Germain FC",524,NA,NA,NA,"2020-10-19"
7,"RC Strasbourg Alsace",576,"Olympique Lyonnais",523,NA,NA,NA,"2020-10-19"
8,"Montpellier HSC",518,"Stade de Reims",547,NA,NA,NA,"2020-10-26"
8,"Paris Saint-Germain FC",524,"Dijon Football Côte d'Or",528,NA,NA,NA,"2020-10-26"
8,"Olympique Lyonnais",523,"AS Monaco FC",548,NA,NA,NA,"2020-10-26"
8,"FC Girondins de Bordeaux",526,"Nîmes Olympique",556,NA,NA,NA,"2020-10-26"
8,"Stade Rennais FC 1901",529,"Angers SCO",532,NA,NA,NA,"2020-10-26"
8,"OGC Nice",522,"Lille OSC",521,NA,NA,NA,"2020-10-26"
8,"Stade Brestois 29",512,"RC Strasbourg Alsace",576,NA,NA,NA,"2020-10-26"
