"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Le Havre AC",533,"Paris Saint-Germain FC",524,1,4,"A","2024-08-16","18:45:00","FINISHED"
1,"Stade Brestois 29",512,"Olympique de Marseille",516,1,5,"A","2024-08-17","15:00:00","FINISHED"
1,"Stade de Reims",547,"Lille OSC",521,0,2,"A","2024-08-17","17:00:00","FINISHED"
1,"AS Monaco FC",548,"AS Saint-Étienne",527,1,0,"H","2024-08-17","19:00:00","FINISHED"
1,"AJ Auxerre",519,"OGC Nice",522,2,1,"H","2024-08-18","13:00:00","FINISHED"
1,"Montpellier HSC",518,"RC Strasbourg Alsace",576,1,1,"D","2024-08-18","15:00:00","FINISHED"
1,"Toulouse FC",511,"FC Nantes",543,0,0,"D","2024-08-18","15:00:00","FINISHED"
1,"Angers SCO",532,"Racing Club de Lens",546,0,1,"A","2024-08-18","15:00:00","FINISHED"
1,"Stade Rennais FC 1901",529,"Olympique Lyonnais",523,3,0,"H","2024-08-18","18:45:00","FINISHED"
2,"Paris Saint-Germain FC",524,"Montpellier HSC",518,6,0,"H","2024-08-23","18:45:00","FINISHED"
2,"Olympique Lyonnais",523,"AS Monaco FC",548,0,2,"A","2024-08-24","15:00:00","FINISHED"
2,"Lille OSC",521,"Angers SCO",532,2,0,"H","2024-08-24","17:00:00","FINISHED"
2,"AS Saint-Étienne",527,"Le Havre AC",533,0,2,"A","2024-08-24","19:00:00","FINISHED"
2,"Racing Club de Lens",546,"Stade Brestois 29",512,2,0,"H","2024-08-25","13:00:00","FINISHED"
2,"RC Strasbourg Alsace",576,"Stade Rennais FC 1901",529,3,1,"H","2024-08-25","15:00:00","FINISHED"
2,"FC Nantes",543,"AJ Auxerre",519,2,0,"H","2024-08-25","15:00:00","FINISHED"
2,"OGC Nice",522,"Toulouse FC",511,1,1,"D","2024-08-25","15:00:00","FINISHED"
2,"Olympique de Marseille",516,"Stade de Reims",547,2,2,"D","2024-08-25","18:45:00","FINISHED"
3,"Olympique Lyonnais",523,"RC Strasbourg Alsace",576,4,3,"H","2024-08-30","18:45:00","FINISHED"
3,"Stade Brestois 29",512,"AS Saint-Étienne",527,4,0,"H","2024-08-31","15:00:00","FINISHED"
3,"Montpellier HSC",518,"FC Nantes",543,1,3,"A","2024-08-31","17:00:00","FINISHED"
3,"Toulouse FC",511,"Olympique de Marseille",516,1,3,"A","2024-08-31","19:00:00","FINISHED"
3,"AS Monaco FC",548,"Racing Club de Lens",546,1,1,"D","2024-09-01","13:00:00","FINISHED"
3,"Angers SCO",532,"OGC Nice",522,1,4,"A","2024-09-01","15:00:00","FINISHED"
3,"Le Havre AC",533,"AJ Auxerre",519,3,1,"H","2024-09-01","15:00:00","FINISHED"
3,"Stade de Reims",547,"Stade Rennais FC 1901",529,2,1,"H","2024-09-01","15:00:00","FINISHED"
3,"Lille OSC",521,"Paris Saint-Germain FC",524,1,3,"A","2024-09-01","18:45:00","FINISHED"
4,"AS Saint-Étienne",527,"Lille OSC",521,1,0,"H","2024-09-13","18:45:00","FINISHED"
4,"Olympique de Marseille",516,"OGC Nice",522,2,0,"H","2024-09-14","15:00:00","FINISHED"
4,"AJ Auxerre",519,"AS Monaco FC",548,0,3,"A","2024-09-14","17:00:00","FINISHED"
4,"Paris Saint-Germain FC",524,"Stade Brestois 29",512,3,1,"H","2024-09-14","19:00:00","FINISHED"
4,"Stade Rennais FC 1901",529,"Montpellier HSC",518,3,0,"H","2024-09-15","13:00:00","FINISHED"
4,"FC Nantes",543,"Stade de Reims",547,1,2,"A","2024-09-15","15:00:00","FINISHED"
4,"Toulouse FC",511,"Le Havre AC",533,2,0,"H","2024-09-15","15:00:00","FINISHED"
4,"RC Strasbourg Alsace",576,"Angers SCO",532,1,1,"D","2024-09-15","15:00:00","FINISHED"
4,"Racing Club de Lens",546,"Olympique Lyonnais",523,0,0,"D","2024-09-15","18:45:00","FINISHED"
