fdo_id,fdo_name,short_name,abbrev,sky_name,BBC_name,deduction
511,Toulouse FC,Toulouse,Tou,NA,Toulouse,0
512,Stade Brestois 29,Brest,Bre,NA,Brest,0
516,Olympique de Marseille,Marseille,Mar,NA,Olympique Marseille,0
518,Montpellier HSC,Montpellier,Mtp,NA,Montpellier,0
519,AJ Auxerre,Auxerre,Aux,NA,Auxerre,0
521,Lille OSC,Lille,Lil,NA,Lille,0
522,OGC Nice,Nice,Nic,NA,Nice,0
523,Olympique Lyonnais,Olympique Lyon,Lyo,NA,Olympique Lyonnais,0
524,Paris Saint-Germain FC,PSG,PSG,NA,PSG,0
527,AS Saint-Étienne,Saint-Étienne,StE,NA,Saint-Étienne,0
529,Stade Rennais FC 1901,Stade Rennais,Ren,NA,Rennes,0
532,Angers SCO,Angers SCO,Ang,NA,Angers SCO,0
533,Le Havre AC,Le Havre,Hav,NA,Le Havre,0
543,FC Nantes,Nantes,Nan,NA,Nantes,0
546,Racing Club de Lens,RC Lens,Len,NA,Lens,0
547,Stade de Reims,Stade de Reims,Rei,NA,Reims,0
548,AS Monaco FC,Monaco,Mco,NA,Monaco,0
576,RC Strasbourg Alsace,Strasbourg,Str,NA,Strasbourg,0
