"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Exc","yes",0,-2,0,"1.30","-0.91","-0.91"
"2","A","Utr","yes",1,0,0,"0.71","-0.05","-0.96"
"3","A","Sit","yes",3,3,4,"1.23","-0.81","-1.77"
"4","H","AZA","yes",0,-1,0,"0.19","0.72","-1.05"
"5","A","Ajx","yes",0,-4,0,"0.52","0.24","-0.82"
"6","H","Gro","yes",0,-1,0,"1.15","-0.69","-1.51"
"7","A","RKC","yes",0,-4,1,"0.63","0.07","-1.44"
"8","H","PSV","yes",3,3,3,"0.42","0.39","-1.06"
"9","A","GoA","yes",1,0,0,"0.86","-0.27","-1.33"
"10","H","Vit","yes",0,-3,0,"0.66","0.03","-1.29"
"11","H","Twe","yes",0,-1,0,"0.57","0.16","-1.14"
"12","H","NEC","yes",0,-1,0,"0.48","0.29","-0.85"
"13","A","Fey","yes",0,-1,0,"0.27","0.61","-0.24"
"14","A","Hee","yes",0,-1,1,"0.95","-0.40","-0.64"
"15","H","Vol","yes",0,-3,0,"1.01","-0.48","-1.12"
"16","A","Emm","yes",1,0,0,"1.07","-0.57","-1.70"
"17","H","Spa","yes",0,-3,0,"0.39","0.43","-1.27"
"18","A","Gro","yes",3,1,1,"1.36","-1.01","-2.28"
"19","H","Sit","yes",0,-1,1,"0.52","0.24","-2.04"
"20","H","Ajx","yes",0,-5,0,"0.17","0.75","-1.29"
"21","A","NEC","yes",1,0,0,"0.92","-0.35","-1.64"
"22","H","Hee","yes",0,-1,1,"0.43","0.37","-1.27"
"23","A","AZA","yes",0,-1,1,"0.41","0.40","-0.87"
"24","H","GoA","yes",3,3,4,"0.64","0.06","-0.81"
"25","A","PSV","yes",0,-3,2,"0.20","0.70","-0.11"
"26","A","Exc","yes",0,-3,1,"0.87","-0.28","-0.39"
"27","H","Emm","no",NA,NA,NA,"1.20","-0.77","-1.15"
"28","A","Twe","no",NA,NA,NA,"0.29","0.57","-0.59"
"29","H","Fey","no",NA,NA,NA,"0.14","0.80","0.21"
"30","A","Vol","no",NA,NA,NA,"0.78","-0.15","0.06"
"31","H","Utr","no",NA,NA,NA,"0.39","0.42","0.49"
"32","A","Vit","no",NA,NA,NA,"1.17","-0.72","-0.23"
"33","A","Spa","no",NA,NA,NA,"0.51","0.25","0.01"
"34","H","RKC","no",NA,NA,NA,"0.69","-0.01","-0.00"
