"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Gro","yes",1,0,2,"1.23","-0.22","-0.22"
"2","H","NEC","yes",0,-3,1,"1.29","-0.29","-0.51"
"3","H","Twe","yes",3,1,1,"1.60","-0.59","-1.11"
"4","A","PSV","yes",0,-6,1,"0.08","0.92","-0.19"
"5","A","Spa","yes",0,-4,0,"0.30","0.70","0.51"
"6","H","GoA","yes",0,-1,2,"1.79","-0.78","-0.27"
"7","A","Vit","yes",1,0,1,"0.81","0.19","-0.08"
"8","A","Sit","yes",0,-2,0,"0.91","0.09","0.01"
"9","H","Ajx","yes",0,-2,2,"0.59","0.41","0.42"
"10","A","Emm","yes",1,0,1,"0.80","0.21","0.62"
"11","H","Hee","yes",0,-2,1,"1.25","-0.24","0.38"
"12","A","AZA","yes",0,-1,1,"0.30","0.70","1.08"
"13","H","Fey","yes",0,-2,0,"0.32","0.68","1.77"
"14","H","Utr","yes",0,-4,0,"1.08","-0.08","1.69"
"15","A","Cam","yes",3,3,3,"1.66","-0.65","1.03"
"16","H","RKC","yes",3,1,2,"1.82","-0.82","0.22"
"17","A","Exc","yes",0,-2,0,"0.56","0.44","0.66"
"18","A","Ajx","yes",1,0,1,"0.28","0.72","1.38"
"19","H","Gro","yes",3,1,3,"2.38","-1.37","0.01"
"20","H","AZA","yes",1,0,1,"0.58","0.43","0.43"
"21","A","Twe","yes",0,-3,0,"0.14","0.86","1.29"
"22","H","Vit","yes",3,2,2,"1.58","-0.57","0.72"
"23","A","NEC","yes",0,-3,0,"0.78","0.22","0.94"
"24","H","Emm","yes",3,2,3,"2.02","-1.02","-0.08"
"25","A","Fey","yes",0,-1,1,"0.12","0.88","0.80"
"26","H","Sit","yes",3,1,2,"1.55","-0.55","0.25"
"27","A","Utr","yes",1,0,0,"0.47","0.54","0.79"
"28","A","Hee","yes",0,-1,1,"0.71","0.29","1.08"
"29","H","PSV","yes",0,-1,2,"0.96","0.05","1.12"
"30","H","Cam","yes",3,2,2,"2.05","-1.04","0.08"
"31","A","RKC","no",NA,NA,NA,"0.35","0.66","0.74"
"32","H","Spa","no",NA,NA,NA,"0.93","0.08","0.82"
"33","A","GoA","no",NA,NA,NA,"0.45","0.55","1.36"
"34","H","Exc","no",NA,NA,NA,"2.37","-1.36","-0.00"
