"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","GoA","yes",3,2,2,"2.28","-0.16","-0.16"
"2","A","Spa","yes",3,1,3,"1.83","0.07","-0.09"
"3","A","Cam","yes",3,1,1,"2.75","-0.39","-0.48"
"4","H","NEC","yes",1,0,1,"1.87","0.05","-0.43"
"5","A","Emm","yes",3,3,3,"2.50","-0.27","-0.70"
"6","H","Twe","yes",1,0,1,"1.84","0.07","-0.63"
"7","H","Ajx","yes",3,1,2,"1.03","0.48","-0.15"
"8","A","Gro","yes",3,3,4,"2.68","-0.36","-0.51"
"9","A","Utr","yes",3,1,2,"2.01","-0.02","-0.54"
"10","H","Fey","yes",0,-2,1,"0.53","0.73","0.20"
"11","A","Exc","yes",0,-1,1,"2.19","-0.11","0.09"
"12","H","Vol","yes",3,1,2,"2.52","-0.28","-0.19"
"13","A","RKC","yes",0,-2,1,"1.97","0.00","-0.19"
"14","A","PSV","yes",3,1,1,"0.84","0.57","0.38"
"15","H","Vit","yes",1,0,1,"1.97","-0.00","0.38"
"16","A","Hee","yes",3,2,2,"2.38","-0.21","0.17"
"17","H","Sit","yes",3,2,3,"2.09","-0.06","0.12"
"18","A","GoA","yes",3,3,4,"2.13","-0.08","0.03"
"19","H","Utr","yes",1,0,5,"1.61","0.18","0.21"
"20","A","Vol","yes",1,0,1,"2.08","-0.06","0.16"
"21","H","Exc","yes",3,5,5,"2.61","-0.32","-0.17"
"22","A","Fey","yes",0,-1,1,"1.20","0.39","0.23"
"23","H","Cam","yes",3,1,2,"2.45","-0.25","-0.02"
"24","A","Vit","yes",3,1,1,"2.39","-0.21","-0.23"
"25","H","Gro","yes",3,1,1,"2.62","-0.33","-0.56"
"26","A","Twe","yes",0,-1,1,"0.94","0.52","-0.04"
"27","H","Hee","yes",1,0,1,"1.62","0.18","0.14"
"28","H","Spa","yes",0,-1,0,"1.48","0.25","0.39"
"29","A","Sit","yes",3,3,3,"2.46","-0.25","0.14"
"30","H","RKC","yes",3,3,3,"2.37","-0.21","-0.07"
"31","A","Ajx","yes",1,0,0,"1.61","0.18","0.11"
"32","H","Emm","yes",3,4,5,"2.43","-0.23","-0.12"
"33","A","NEC","yes",3,3,3,"2.49","-0.26","-0.38"
"34","H","PSV","yes",0,-1,1,"1.21","0.38","-0.00"
