"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Borussia Mönchengladbach",18,"FC Bayern München",5,1,1,"D","2021-08-13","18:30:00","FINISHED"
1,"VfL Wolfsburg",11,"VfL Bochum 1848",36,1,0,"H","2021-08-14","13:30:00","FINISHED"
1,"1. FC Union Berlin",28,"Bayer 04 Leverkusen",3,1,1,"D","2021-08-14","13:30:00","FINISHED"
1,"VfB Stuttgart",10,"SpVgg Greuther Fürth 1903",21,5,1,"H","2021-08-14","13:30:00","FINISHED"
1,"FC Augsburg",16,"TSG 1899 Hoffenheim",2,0,4,"A","2021-08-14","13:30:00","FINISHED"
1,"Arminia Bielefeld",38,"SC Freiburg",17,0,0,"D","2021-08-14","13:30:00","FINISHED"
1,"Borussia Dortmund",4,"Eintracht Frankfurt",19,5,2,"H","2021-08-14","16:30:00","FINISHED"
1,"1. FSV Mainz 05",15,"RB Leipzig",721,1,0,"H","2021-08-15","13:30:00","FINISHED"
1,"1. FC Köln",1,"Hertha BSC",9,3,1,"H","2021-08-15","15:30:00","FINISHED"
2,"RB Leipzig",721,"VfB Stuttgart",10,4,0,"H","2021-08-20","18:30:00","FINISHED"
2,"Eintracht Frankfurt",19,"FC Augsburg",16,0,0,"D","2021-08-21","13:30:00","FINISHED"
2,"SC Freiburg",17,"Borussia Dortmund",4,2,1,"H","2021-08-21","13:30:00","FINISHED"
2,"VfL Bochum 1848",36,"1. FSV Mainz 05",15,2,0,"H","2021-08-21","13:30:00","FINISHED"
2,"SpVgg Greuther Fürth 1903",21,"Arminia Bielefeld",38,1,1,"D","2021-08-21","13:30:00","FINISHED"
2,"Hertha BSC",9,"VfL Wolfsburg",11,1,2,"A","2021-08-21","13:35:00","FINISHED"
2,"Bayer 04 Leverkusen",3,"Borussia Mönchengladbach",18,4,0,"H","2021-08-21","16:30:00","FINISHED"
2,"TSG 1899 Hoffenheim",2,"1. FC Union Berlin",28,2,2,"D","2021-08-22","13:30:00","FINISHED"
2,"FC Bayern München",5,"1. FC Köln",1,3,2,"H","2021-08-22","15:30:00","FINISHED"
3,"Borussia Dortmund",4,"TSG 1899 Hoffenheim",2,3,2,"H","2021-08-27","18:30:00","FINISHED"
3,"VfB Stuttgart",10,"SC Freiburg",17,2,3,"A","2021-08-28","13:30:00","FINISHED"
3,"1. FSV Mainz 05",15,"SpVgg Greuther Fürth 1903",21,3,0,"H","2021-08-28","13:30:00","FINISHED"
3,"FC Augsburg",16,"Bayer 04 Leverkusen",3,1,4,"A","2021-08-28","13:30:00","FINISHED"
3,"Arminia Bielefeld",38,"Eintracht Frankfurt",19,1,1,"D","2021-08-28","13:30:00","FINISHED"
3,"1. FC Köln",1,"VfL Bochum 1848",36,2,1,"H","2021-08-28","13:30:00","FINISHED"
3,"FC Bayern München",5,"Hertha BSC",9,5,0,"H","2021-08-28","16:30:00","FINISHED"
3,"1. FC Union Berlin",28,"Borussia Mönchengladbach",18,2,1,"H","2021-08-29","13:30:00","FINISHED"
3,"VfL Wolfsburg",11,"RB Leipzig",721,1,0,"H","2021-08-29","15:30:00","FINISHED"
4,"Bayer 04 Leverkusen",3,"Borussia Dortmund",4,3,4,"A","2021-09-11","13:30:00","FINISHED"
4,"1. FC Union Berlin",28,"FC Augsburg",16,0,0,"D","2021-09-11","13:30:00","FINISHED"
4,"SC Freiburg",17,"1. FC Köln",1,1,1,"D","2021-09-11","13:30:00","FINISHED"
