"","HA","vs","played","sched","cumulative"
"1","A","MnU","yes","0.51","0.51"
"2","H","Wol","yes","-0.18","0.32"
"3","A","Sot","yes","-0.02","0.30"
"4","H","Liv","yes","0.68","0.98"
"5","A","Bou","yes","0.11","1.09"
"6","H","Hud","yes","-0.89","0.20"
"7","A","New","yes","0.11","0.31"
"8","H","Eve","yes","-0.25","0.07"
"9","A","Ars","yes","0.57","0.64"
"10","H","WHU","yes","-0.29","0.35"
"11","A","Car","yes","-0.14","0.21"
"12","H","Bur","yes","-0.51","-0.30"
"13","A","BHA","yes","-0.10","-0.40"
"14","H","Wat","yes","-0.33","-0.72"
"15","A","Ful","yes","-0.34","-1.07"
"16","H","Tot","yes","0.12","-0.95"
"17","A","Pal","yes","0.20","-0.75"
"18","A","Che","yes","0.60","-0.15"
"19","H","MnC","yes","0.70","0.55"
"20","H","Car","yes","-0.62","-0.06"
"21","A","Eve","yes","0.30","0.23"
"22","H","Sot","yes","-0.53","-0.30"
"23","A","Wol","yes","0.35","0.05"
"24","A","Liv","yes","0.88","0.93"
"25","H","MnU","yes","0.01","0.94"
"26","A","Tot","yes","0.59","1.53"
"27","H","Pal","yes","-0.35","1.18"
"28","H","BHA","yes","-0.58","0.60"
"29","A","Wat","yes","0.22","0.82"
"30","H","Ful","yes","-0.74","0.07"
"31","A","Bur","yes","-0.00","0.07"
"32","H","Bou","yes","-0.42","-0.35"
"33","A","Hud","yes","-0.61","-0.96"
"34","H","New","yes","-0.42","-1.38"
"35","A","WHU","yes","0.26","-1.13"
"36","H","Ars","yes","0.10","-1.03"
"37","A","MnC","yes","0.89","-0.14"
"38","H","Che","yes","0.14","-0.00"
