"","HA","vs","played","sched","cumulative"
"1","H","Car","yes","-0.72","-0.72"
"2","A","WHU","yes","0.30","-0.42"
"3","H","Eve","yes","-0.25","-0.68"
"4","A","Che","yes","0.64","-0.04"
"5","H","Lei","yes","-0.30","-0.34"
"6","A","Bur","yes","0.02","-0.32"
"7","H","Pal","yes","-0.37","-0.70"
"8","A","Wat","yes","0.25","-0.44"
"9","H","Sot","yes","-0.61","-1.05"
"10","A","Ful","yes","-0.38","-1.43"
"11","H","MnU","yes","0.04","-1.39"
"12","A","New","yes","0.14","-1.25"
"13","H","Ars","yes","0.13","-1.12"
"14","A","MnC","yes","0.90","-0.22"
"15","H","Hud","yes","-1.10","-1.32"
"16","H","Liv","yes","0.72","-0.60"
"17","A","Wol","yes","0.39","-0.20"
"18","H","BHA","yes","-0.67","-0.88"
"19","A","Tot","yes","0.62","-0.26"
"20","A","MnU","yes","0.55","0.29"
"21","H","Wat","yes","-0.35","-0.06"
"22","A","Eve","yes","0.34","0.28"
"23","H","WHU","yes","-0.30","-0.02"
"24","H","Che","yes","0.18","0.16"
"25","A","Car","yes","-0.14","0.02"
"26","A","Liv","yes","0.89","0.91"
"27","H","Wol","yes","-0.18","0.73"
"28","A","Ars","yes","0.61","1.33"
"29","H","MnC","yes","0.74","2.07"
"30","A","Hud","yes","-0.72","1.35"
"31","H","New","yes","-0.47","0.88"
"32","A","Lei","yes","0.30","1.18"
"33","H","Bur","yes","-0.58","0.59"
"34","A","BHA","yes","-0.09","0.51"
"35","H","Ful","yes","-0.89","-0.38"
"36","A","Sot","yes","-0.01","-0.39"
"37","H","Tot","yes","0.16","-0.23"
"38","A","Pal","yes","0.23","0.00"
