"","HA","vs","played","sched","cumulative"
"1","A","Ars","yes","0.18","0.18"
"2","H","Hud","yes","-0.14","0.04"
"3","A","Wol","yes","0.07","0.11"
"4","H","New","yes","-0.09","0.01"
"5","H","Ful","yes","-0.12","-0.11"
"6","A","Car","yes","-0.05","-0.16"
"7","H","BHA","yes","-0.11","-0.27"
"8","A","Liv","yes","0.58","0.31"
"9","H","Bur","yes","-0.10","0.21"
"10","A","Tot","yes","0.19","0.40"
"11","H","Sot","yes","-0.11","0.29"
"12","H","MnU","yes","-0.03","0.26"
"13","A","WHU","yes","0.04","0.29"
"14","H","Bou","yes","-0.09","0.20"
"15","A","Wat","yes","0.02","0.22"
"16","A","Che","yes","0.20","0.42"
"17","H","Eve","yes","-0.07","0.35"
"18","H","Pal","yes","-0.09","0.26"
"19","A","Lei","yes","0.04","0.30"
"20","A","Sot","yes","-0.03","0.26"
"21","H","Liv","yes","0.25","0.52"
"22","H","Wol","yes","-0.07","0.45"
"23","A","Hud","yes","-0.11","0.34"
"24","A","New","yes","-0.00","0.34"
"25","H","Ars","yes","-0.02","0.32"
"26","A","Eve","yes","0.05","0.37"
"27","H","Che","yes","-0.01","0.36"
"28","H","WHU","yes","-0.08","0.28"
"29","A","Bou","yes","-0.00","0.28"
"30","H","Wat","yes","-0.08","0.20"
"31","A","Ful","yes","-0.08","0.12"
"32","H","Car","yes","-0.11","0.00"
"33","A","Pal","yes","0.02","0.02"
"34","H","Tot","yes","-0.01","0.01"
"35","A","MnU","yes","0.14","0.15"
"36","A","Bur","yes","-0.03","0.12"
"37","H","Lei","yes","-0.08","0.04"
"38","A","BHA","yes","-0.04","-0.00"
