"","HA","vs","played","sched","cumulative"
"1","H","Bur","yes","-0.65","-0.65"
"2","A","Eve","yes","0.37","-0.28"
"3","H","Lei","yes","-0.31","-0.59"
"4","A","Pal","yes","0.26","-0.33"
"5","H","BHA","yes","-0.76","-1.08"
"6","A","Liv","yes","0.90","-0.18"
"7","A","Wol","yes","0.43","0.24"
"8","H","Che","yes","0.22","0.46"
"9","A","Bou","yes","0.17","0.63"
"10","H","New","yes","-0.50","0.12"
"11","A","MnC","yes","0.91","1.03"
"12","H","Wat","yes","-0.36","0.66"
"13","A","Ful","yes","-0.41","0.25"
"14","H","MnU","yes","0.07","0.32"
"15","A","Tot","yes","0.65","0.96"
"16","A","Car","yes","-0.14","0.82"
"17","H","Ars","yes","0.17","0.99"
"18","A","Hud","yes","-0.82","0.17"
"19","H","WHU","yes","-0.31","-0.14"
"20","H","MnC","yes","0.76","0.62"
"21","A","Che","yes","0.66","1.28"
"22","A","Lei","yes","0.33","1.60"
"23","H","Eve","yes","-0.25","1.35"
"24","H","Pal","yes","-0.39","0.96"
"25","A","Bur","yes","0.04","0.99"
"26","H","Car","yes","-0.81","0.18"
"27","A","Ars","yes","0.63","0.81"
"28","H","Ful","yes","-1.04","-0.22"
"29","A","MnU","yes","0.58","0.35"
"30","H","Tot","yes","0.19","0.55"
"31","A","BHA","yes","-0.08","0.47"
"32","H","Liv","yes","0.74","1.21"
"33","H","Wol","yes","-0.17","1.04"
"34","A","New","yes","0.17","1.21"
"35","A","Wat","yes","0.28","1.49"
"36","H","Bou","yes","-0.50","0.99"
"37","A","WHU","yes","0.33","1.31"
"38","H","Hud","yes","-1.31","-0.00"
