"","HA","vs","played","sched","cumulative"
"1","H","Tot","yes","0.16","0.16"
"2","A","Car","yes","-0.14","0.02"
"3","H","Che","yes","0.18","0.20"
"4","A","MnC","yes","0.90","1.10"
"5","H","Ars","yes","0.13","1.23"
"6","A","Pal","yes","0.23","1.46"
"7","H","Lei","yes","-0.30","1.16"
"8","A","MnU","yes","0.55","1.71"
"9","H","BHA","yes","-0.67","1.04"
"10","A","Sot","yes","-0.01","1.03"
"11","H","Wat","yes","-0.35","0.68"
"12","H","Bou","yes","-0.47","0.21"
"13","A","Bur","yes","0.02","0.23"
"14","H","WHU","yes","-0.30","-0.07"
"15","A","Eve","yes","0.34","0.27"
"16","H","Wol","yes","-0.18","0.08"
"17","A","Hud","yes","-0.72","-0.63"
"18","H","Ful","yes","-0.89","-1.53"
"19","A","Liv","yes","0.89","-0.63"
"20","A","Wat","yes","0.25","-0.38"
"21","H","MnU","yes","0.04","-0.34"
"22","A","Che","yes","0.64","0.29"
"23","H","Car","yes","-0.72","-0.43"
"24","H","MnC","yes","0.74","0.31"
"25","A","Tot","yes","0.62","0.93"
"26","A","Wol","yes","0.39","1.32"
"27","H","Hud","yes","-1.10","0.23"
"28","H","Bur","yes","-0.58","-0.36"
"29","A","WHU","yes","0.30","-0.06"
"30","H","Eve","yes","-0.25","-0.31"
"31","A","Bou","yes","0.14","-0.17"
"32","A","Ars","yes","0.61","0.43"
"33","H","Pal","yes","-0.37","0.06"
"34","A","Lei","yes","0.30","0.36"
"35","H","Sot","yes","-0.61","-0.25"
"36","A","BHA","yes","-0.09","-0.34"
"37","H","Liv","yes","0.72","0.38"
"38","A","Ful","yes","-0.38","0.00"
