"","HA","vs","played","sched","cumulative"
"1","H","BHA","yes","-0.61","-0.61"
"2","A","Bur","yes","0.00","-0.60"
"3","H","Pal","yes","-0.35","-0.96"
"4","H","Tot","yes","0.13","-0.83"
"5","H","MnU","yes","0.02","-0.81"
"6","A","Ful","yes","-0.35","-1.17"
"7","A","Ars","yes","0.58","-0.58"
"8","H","Bou","yes","-0.44","-1.02"
"9","A","Wol","yes","0.37","-0.65"
"10","H","Hud","yes","-0.95","-1.60"
"11","A","New","yes","0.12","-1.48"
"12","A","Sot","yes","-0.02","-1.50"
"13","H","Liv","yes","0.69","-0.81"
"14","A","Lei","yes","0.27","-0.54"
"15","H","MnC","yes","0.71","0.18"
"16","A","Eve","yes","0.31","0.48"
"17","H","Car","yes","-0.64","-0.16"
"18","A","WHU","yes","0.27","0.11"
"19","H","Che","yes","0.15","0.26"
"20","H","New","yes","-0.44","-0.17"
"21","A","Bou","yes","0.12","-0.06"
"22","A","Pal","yes","0.21","0.15"
"23","H","Bur","yes","-0.53","-0.38"
"24","A","Tot","yes","0.60","0.21"
"25","A","BHA","yes","-0.09","0.12"
"26","H","Eve","yes","-0.25","-0.13"
"27","A","Car","yes","-0.14","-0.27"
"28","A","Liv","yes","0.88","0.61"
"29","H","Lei","yes","-0.29","0.32"
"30","A","MnC","yes","0.89","1.21"
"31","A","MnU","yes","0.52","1.73"
"32","H","Ful","yes","-0.78","0.95"
"33","H","Ars","yes","0.11","1.06"
"34","A","Hud","yes","-0.64","0.42"
"35","H","Sot","yes","-0.55","-0.14"
"36","H","Wol","yes","-0.18","-0.32"
"37","A","Che","yes","0.61","0.29"
"38","H","WHU","yes","-0.29","0.00"
