"","HA","vs","played","sched","cumulative"
"1","A","Wat","yes","0.30","0.30"
"2","H","MnU","yes","0.08","0.38"
"3","A","Liv","yes","0.90","1.28"
"4","H","Ful","yes","-1.12","0.16"
"5","A","Sot","yes","0.02","0.18"
"6","H","Tot","yes","0.21","0.39"
"7","A","MnC","yes","0.91","1.30"
"8","H","WHU","yes","-0.31","0.99"
"9","A","New","yes","0.18","1.17"
"10","H","Wol","yes","-0.17","1.00"
"11","A","Eve","yes","0.38","1.38"
"12","A","Car","yes","-0.14","1.25"
"13","H","Lei","yes","-0.31","0.94"
"14","A","Hud","yes","-0.88","0.06"
"15","H","Pal","yes","-0.40","-0.34"
"16","A","Bur","yes","0.05","-0.30"
"17","H","Che","yes","0.24","-0.06"
"18","A","Bou","yes","0.18","0.12"
"19","H","Ars","yes","0.19","0.30"
"20","H","Eve","yes","-0.25","0.05"
"21","A","WHU","yes","0.34","0.39"
"22","H","Liv","yes","0.75","1.14"
"23","A","MnU","yes","0.59","1.73"
"24","A","Ful","yes","-0.43","1.30"
"25","H","Wat","yes","-0.37","0.93"
"26","H","Bur","yes","-0.68","0.26"
"27","A","Lei","yes","0.34","0.60"
"28","H","Hud","yes","-1.44","-0.84"
"29","A","Pal","yes","0.28","-0.56"
"30","H","Sot","yes","-0.71","-1.27"
"31","A","Che","yes","0.67","-0.60"
"32","H","Bou","yes","-0.52","-1.12"
"33","H","Car","yes","-0.86","-1.99"
"34","A","Wol","yes","0.44","-1.55"
"35","A","Tot","yes","0.66","-0.89"
"36","H","New","yes","-0.52","-1.41"
"37","A","Ars","yes","0.64","-0.77"
"38","H","MnC","yes","0.77","0.00"
