"","HA","vs","played","sched","cumulative"
"1","A","Ful","yes","-0.36","-0.36"
"2","H","Liv","yes","0.70","0.34"
"3","A","Wat","yes","0.23","0.57"
"4","H","Sot","yes","-0.56","0.01"
"5","A","Hud","yes","-0.66","-0.65"
"6","H","New","yes","-0.44","-1.09"
"7","A","Bou","yes","0.12","-0.96"
"8","H","Wol","yes","-0.18","-1.15"
"9","A","Eve","yes","0.31","-0.83"
"10","H","Ars","yes","0.11","-0.72"
"11","A","Che","yes","0.62","-0.11"
"12","H","Tot","yes","0.14","0.03"
"13","A","MnU","yes","0.53","0.56"
"14","H","Bur","yes","-0.54","0.01"
"15","A","BHA","yes","-0.09","-0.08"
"16","A","WHU","yes","0.27","0.20"
"17","H","Lei","yes","-0.29","-0.10"
"18","A","MnC","yes","0.89","0.79"
"19","H","Car","yes","-0.66","0.14"
"20","H","Che","yes","0.16","0.29"
"21","A","Wol","yes","0.37","0.66"
"22","H","Wat","yes","-0.34","0.33"
"23","A","Liv","yes","0.88","1.21"
"24","A","Sot","yes","-0.02","1.20"
"25","H","Ful","yes","-0.80","0.39"
"26","H","WHU","yes","-0.29","0.10"
"27","A","Lei","yes","0.27","0.37"
"28","H","MnU","yes","0.02","0.39"
"29","A","Bur","yes","0.01","0.40"
"30","H","BHA","yes","-0.62","-0.22"
"31","H","Hud","yes","-0.97","-1.20"
"32","A","Tot","yes","0.60","-0.59"
"33","A","New","yes","0.12","-0.47"
"34","H","MnC","yes","0.72","0.25"
"35","A","Ars","yes","0.59","0.84"
"36","H","Eve","yes","-0.25","0.59"
"37","A","Car","yes","-0.14","0.44"
"38","H","Bou","yes","-0.44","0.00"
