"","HA","vs","played","sched","cumulative"
"1","H","WHU","yes","-0.08","-0.08"
"2","A","Pal","yes","0.02","-0.07"
"3","H","BHA","yes","-0.12","-0.18"
"4","A","Lei","yes","0.04","-0.15"
"5","A","Tot","yes","0.20","0.05"
"6","H","Sot","yes","-0.11","-0.06"
"7","A","Che","yes","0.21","0.15"
"8","H","MnC","yes","0.29","0.44"
"9","A","Hud","yes","-0.12","0.32"
"10","H","Car","yes","-0.12","0.20"
"11","A","Ars","yes","0.19","0.39"
"12","H","Ful","yes","-0.13","0.25"
"13","A","Wat","yes","0.03","0.28"
"14","H","Eve","yes","-0.08","0.20"
"15","A","Bur","yes","-0.03","0.17"
"16","A","Bou","yes","-0.00","0.17"
"17","H","MnU","yes","-0.04","0.13"
"18","A","Wol","yes","0.07","0.20"
"19","H","New","yes","-0.10","0.10"
"20","H","Ars","yes","-0.02","0.08"
"21","A","MnC","yes","0.62","0.70"
"22","A","BHA","yes","-0.05","0.66"
"23","H","Pal","yes","-0.09","0.56"
"24","H","Lei","yes","-0.08","0.48"
"25","A","WHU","yes","0.04","0.52"
"26","H","Bou","yes","-0.10","0.42"
"27","A","MnU","yes","0.15","0.56"
"28","H","Wat","yes","-0.09","0.47"
"29","A","Eve","yes","0.05","0.53"
"30","H","Bur","yes","-0.11","0.41"
"31","A","Ful","yes","-0.09","0.33"
"32","H","Tot","yes","-0.01","0.32"
"33","A","Sot","yes","-0.03","0.28"
"34","H","Che","yes","-0.01","0.28"
"35","A","Car","yes","-0.06","0.22"
"36","H","Hud","yes","-0.15","0.07"
"37","A","New","yes","-0.00","0.07"
"38","H","Wol","yes","-0.07","-0.00"
