"","HA","vs","played","sched","cumulative"
"1","A","Wol","yes","0.34","0.34"
"2","H","Sot","yes","-0.51","-0.17"
"3","A","Bou","yes","0.10","-0.07"
"4","H","Hud","yes","-0.84","-0.91"
"5","H","WHU","yes","-0.28","-1.19"
"6","A","Ars","yes","0.56","-0.63"
"7","H","Ful","yes","-0.70","-1.33"
"8","A","Lei","yes","0.25","-1.09"
"9","H","Pal","yes","-0.34","-1.42"
"10","A","MnU","yes","0.50","-0.93"
"11","H","BHA","yes","-0.56","-1.48"
"12","A","Che","yes","0.59","-0.89"
"13","H","Car","yes","-0.59","-1.48"
"14","A","Liv","yes","0.88","-0.61"
"15","H","New","yes","-0.41","-1.01"
"16","H","Wat","yes","-0.32","-1.33"
"17","A","MnC","yes","0.88","-0.45"
"18","H","Tot","yes","0.11","-0.34"
"19","A","Bur","yes","-0.01","-0.35"
"20","A","BHA","yes","-0.10","-0.44"
"21","H","Lei","yes","-0.28","-0.72"
"22","H","Bou","yes","-0.41","-1.13"
"23","A","Sot","yes","-0.03","-1.16"
"24","A","Hud","yes","-0.58","-1.74"
"25","H","Wol","yes","-0.18","-1.93"
"26","H","MnC","yes","0.69","-1.23"
"27","A","Wat","yes","0.21","-1.03"
"28","A","Car","yes","-0.14","-1.17"
"29","H","Liv","yes","0.67","-0.50"
"30","A","New","yes","0.10","-0.40"
"31","H","Che","yes","0.13","-0.27"
"32","A","WHU","yes","0.25","-0.02"
"33","H","Ars","yes","0.09","0.07"
"34","A","Ful","yes","-0.33","-0.27"
"35","H","MnU","yes","0.00","-0.27"
"36","A","Pal","yes","0.18","-0.08"
"37","H","Bur","yes","-0.49","-0.57"
"38","A","Tot","yes","0.57","-0.00"
