"","HA","vs","played","sched","cumulative"
"1","H","Lei","yes","-0.24","-0.24"
"2","A","BHA","yes","-0.10","-0.34"
"3","H","Tot","yes","0.05","-0.29"
"4","A","Bur","yes","-0.03","-0.32"
"5","A","Wat","yes","0.14","-0.18"
"6","H","Wol","yes","-0.17","-0.35"
"7","A","WHU","yes","0.18","-0.18"
"8","H","New","yes","-0.32","-0.50"
"9","A","Che","yes","0.51","0.01"
"10","H","Eve","yes","-0.21","-0.20"
"11","A","Bou","yes","0.05","-0.15"
"12","A","MnC","yes","0.85","0.70"
"13","H","Pal","yes","-0.28","0.43"
"14","A","Sot","yes","-0.05","0.38"
"15","H","Ars","yes","0.03","0.41"
"16","H","Ful","yes","-0.50","-0.09"
"17","A","Liv","yes","0.84","0.75"
"18","A","Car","yes","-0.13","0.62"
"19","H","Hud","yes","-0.58","0.04"
"20","H","Bou","yes","-0.32","-0.28"
"21","A","New","yes","0.05","-0.23"
"22","A","Tot","yes","0.49","0.27"
"23","H","BHA","yes","-0.41","-0.15"
"24","H","Bur","yes","-0.38","-0.52"
"25","A","Lei","yes","0.18","-0.35"
"26","A","Ful","yes","-0.27","-0.61"
"27","H","Liv","yes","0.60","-0.02"
"28","A","Pal","yes","0.12","0.11"
"29","H","Sot","yes","-0.39","-0.28"
"30","A","Ars","yes","0.48","0.20"
"31","H","Wat","yes","-0.26","-0.06"
"32","A","Wol","yes","0.26","0.20"
"33","H","WHU","yes","-0.24","-0.04"
"34","A","Eve","yes","0.21","0.17"
"35","H","MnC","yes","0.62","0.79"
"36","H","Che","yes","0.07","0.86"
"37","A","Hud","yes","-0.42","0.43"
"38","H","Car","yes","-0.43","0.00"
