"","HA","vs","played","sched","cumulative"
"1","H","Nim","yes","-0.10","-0.10"
"2","A","Ren","yes","0.17","0.07"
"3","H","Tou","yes","-0.15","-0.08"
"4","A","Mtz","yes","0.00","-0.08"
"5","H","Str","yes","-0.05","-0.14"
"6","A","Lyo","yes","0.08","-0.05"
"7","H","Rei","yes","-0.06","-0.11"
"8","A","Bor","yes","0.08","-0.03"
"9","H","Ang","yes","-0.09","-0.12"
"10","A","Nic","yes","0.07","-0.05"
"11","H","Mar","yes","0.09","0.04"
"12","A","Dij","yes","-0.01","0.03"
"13","A","Bre","yes","0.04","0.07"
"14","H","Lil","yes","-0.02","0.05"
"15","H","Nan","yes","-0.06","-0.01"
"16","A","Mtp","yes","0.10","0.08"
"17","A","StE","yes","0.01","0.09"
"18","H","Ami","yes","-0.12","-0.03"
"19","H","Mco","yes","-0.04","-0.08"
"20","A","Mco","yes","0.11","0.04"
"21","A","Lil","yes","0.16","0.19"
"22","H","Mtp","yes","-0.05","0.14"
"23","A","Nan","yes","0.07","0.21"
"24","H","Lyo","yes","-0.06","0.15"
"25","A","Ami","yes","-0.05","0.10"
"26","H","Bor","no","-0.06","0.04"
"27","H","Dij","no","-0.10","-0.06"
"28","A","Str","no","0.09","0.03"
"29","H","Nic","no","-0.06","-0.03"
"30","A","Mar","no","0.33","0.30"
"31","H","Mtz","no","-0.10","0.20"
"32","A","Ang","no","0.03","0.22"
"33","H","StE","no","-0.09","0.13"
"34","A","Rei","no","0.08","0.21"
"35","H","Bre","no","-0.08","0.13"
"36","A","Tou","no","-0.11","0.02"
"37","H","Ren","no","-0.01","0.01"
"38","A","Nim","no","-0.01","0.00"
