"","HA","vs","played","sched","cumulative"
"1","A","Bre","yes","0.14","0.14"
"2","H","Dij","yes","-0.75","-0.61"
"3","A","PSG","yes","0.86","0.24"
"4","H","Ami","yes","-1.18","-0.94"
"5","A","StE","yes","0.12","-0.82"
"6","A","Nim","yes","-0.04","-0.86"
"7","H","Ang","yes","-0.52","-1.38"
"8","A","Mtz","yes","0.09","-1.29"
"9","H","Bor","yes","-0.24","-1.53"
"10","H","Lil","yes","0.10","-1.43"
"11","A","Ren","yes","0.56","-0.87"
"12","H","Lyo","yes","-0.27","-1.14"
"13","A","Mtp","yes","0.38","-0.77"
"14","H","Mar","yes","0.38","-0.39"
"15","A","Nan","yes","0.31","-0.08"
"16","H","Mco","yes","-0.11","-0.19"
"17","A","Str","yes","0.37","0.18"
"18","H","Rei","yes","-0.34","-0.15"
"19","A","Nic","yes","0.32","0.17"
"20","H","Bre","yes","-0.54","-0.37"
"21","A","Lyo","yes","0.31","-0.06"
"22","A","Ami","yes","-0.34","-0.40"
"23","H","Str","yes","-0.17","-0.57"
"24","A","Mar","yes","0.68","0.12"
"25","H","Nic","yes","-0.25","-0.14"
"26","A","Lil","no","0.53","0.40"
"27","H","Ren","no","0.15","0.54"
"28","A","Dij","no","-0.01","0.53"
"29","H","Mtz","no","-0.61","-0.08"
"30","A","Ang","no","0.15","0.07"
"31","H","StE","no","-0.56","-0.49"
"32","A","Rei","no","0.27","-0.22"
"33","H","Nan","no","-0.28","-0.50"
"34","A","Bor","no","0.33","-0.17"
"35","H","Nim","no","-0.79","-0.96"
"36","H","PSG","no","0.71","-0.25"
"37","A","Mco","no","0.41","0.16"
"38","H","Mtp","no","-0.16","-0.00"
