"","HA","vs","played","sched","cumulative"
"1","H","Rei","yes","-0.13","-0.13"
"2","A","Nan","yes","0.19","0.06"
"3","A","Nic","yes","0.14","0.19"
"4","H","StE","yes","-0.22","-0.02"
"5","A","Mco","yes","0.20","0.18"
"6","H","Mtp","yes","-0.12","0.05"
"7","A","Dij","yes","-0.02","0.04"
"8","H","Ren","yes","0.00","0.04"
"9","A","Ami","yes","-0.11","-0.07"
"10","H","Str","yes","-0.12","-0.20"
"11","A","PSG","yes","0.75","0.55"
"12","H","Lil","yes","-0.02","0.53"
"13","H","Lyo","yes","-0.12","0.41"
"14","A","Tou","yes","-0.25","0.15"
"15","H","Bre","yes","-0.18","-0.03"
"16","A","Ang","yes","0.08","0.06"
"17","H","Bor","yes","-0.13","-0.07"
"18","A","Mtz","yes","0.00","-0.07"
"19","H","Nim","yes","-0.24","-0.31"
"20","A","Ren","yes","0.32","0.01"
"21","H","Ang","yes","-0.17","-0.16"
"22","A","Bor","yes","0.15","-0.01"
"23","A","StE","yes","0.01","0.01"
"24","H","Tou","yes","-0.37","-0.36"
"25","A","Lil","yes","0.29","-0.07"
"26","H","Nan","yes","-0.10","-0.17"
"27","A","Nim","no","-0.03","-0.21"
"28","H","Ami","no","-0.29","-0.49"
"29","A","Mtp","no","0.16","-0.34"
"30","H","PSG","no","0.48","0.15"
"31","A","Bre","no","0.08","0.23"
"32","H","Dij","no","-0.24","-0.01"
"33","A","Lyo","no","0.16","0.15"
"34","H","Nic","no","-0.14","0.02"
"35","A","Str","no","0.16","0.17"
"36","H","Mco","no","-0.09","0.08"
"37","H","Mtz","no","-0.22","-0.15"
"38","A","Rei","no","0.15","-0.00"
