"","HA","vs","played","sched","cumulative"
"1","A","Dij","yes","0.00","0.00"
"2","H","Bre","yes","-0.34","-0.34"
"3","A","Lil","yes","0.45","0.11"
"4","A","Mar","yes","0.67","0.79"
"5","H","Tou","yes","-0.98","-0.19"
"6","A","Ang","yes","0.13","-0.06"
"7","H","Mtz","yes","-0.47","-0.54"
"8","A","Nim","yes","-0.02","-0.55"
"9","H","Lyo","yes","-0.19","-0.74"
"10","A","Bor","yes","0.29","-0.45"
"11","H","Ami","yes","-0.70","-1.15"
"12","H","Mco","yes","-0.11","-1.27"
"13","A","Nan","yes","0.26","-1.01"
"14","H","Mtp","yes","-0.15","-1.16"
"15","A","Ren","yes","0.48","-0.68"
"16","H","Nic","yes","-0.24","-0.92"
"17","A","Rei","yes","0.28","-0.64"
"18","H","PSG","yes","0.66","0.02"
"19","A","Str","yes","0.32","0.34"
"20","H","Nan","yes","-0.23","0.11"
"21","H","Nim","yes","-0.52","-0.41"
"22","A","Mtz","yes","0.03","-0.38"
"23","H","Mar","yes","0.35","-0.03"
"24","A","Mtp","yes","0.33","0.29"
"25","A","Bre","yes","0.16","0.46"
"26","H","Rei","no","-0.21","0.25"
"27","A","Lyo","no","0.30","0.55"
"28","H","Bor","no","-0.20","0.35"
"29","A","Mco","no","0.36","0.71"
"30","H","Str","no","-0.16","0.55"
"31","A","Tou","no","-0.59","-0.04"
"32","H","Ren","no","0.04","-0.00"
"33","A","PSG","no","0.84","0.84"
"34","H","Ang","no","-0.38","0.46"
"35","A","Ami","no","-0.22","0.24"
"36","H","Lil","no","0.01","0.25"
"37","A","Nic","no","0.26","0.50"
"38","H","Dij","no","-0.50","0.00"
