"","HA","vs","played","sched","cumulative"
"1","A","PSG","yes","0.85","0.85"
"2","H","Nic","yes","-0.24","0.61"
"3","A","Mco","yes","0.36","0.97"
"4","H","Bre","yes","-0.36","0.61"
"5","A","Dij","yes","-0.00","0.61"
"6","H","Tou","yes","-1.15","-0.54"
"7","A","Mtp","yes","0.31","-0.23"
"8","H","StE","yes","-0.49","-0.71"
"9","A","Lil","yes","0.48","-0.23"
"10","H","Ami","yes","-0.77","-1.00"
"11","A","Rei","yes","0.29","-0.72"
"12","A","Str","yes","0.31","-0.41"
"13","A","Ang","yes","0.19","-0.22"
"14","H","Mtz","yes","-0.52","-0.74"
"15","A","Bor","yes","0.30","-0.43"
"16","H","Lyo","yes","-0.19","-0.62"
"17","H","Nan","yes","-0.15","-0.77"
"18","A","Mar","yes","0.67","-0.10"
"19","H","Rei","yes","-0.23","-0.33"
"20","H","Ren","yes","0.09","-0.25"
"21","A","StE","yes","0.07","-0.18"
"22","H","Mco","yes","-0.13","-0.31"
"23","H","Dij","yes","-0.56","-0.87"
"24","A","Nic","yes","0.28","-0.59"
"25","H","Ang","yes","-0.35","-0.94"
"26","A","Ren","yes","0.51","-0.42"
"27","H","Mar","yes","0.33","-0.09"
"28","A","Mtz","no","0.04","-0.05"
"29","A","Nan","no","0.35","0.30"
"30","H","Bor","no","-0.21","0.09"
"31","H","Mtp","no","-0.20","-0.11"
"32","A","Ami","no","-0.22","-0.33"
"33","A","Lyo","no","0.32","-0.01"
"34","H","Lil","no","0.04","0.02"
"35","A","Tou","no","-0.68","-0.66"
"36","H","Str","no","-0.20","-0.86"
"37","A","Bre","no","0.18","-0.69"
"38","H","PSG","no","0.69","0.00"
