"","HA","vs","played","sched","cumulative"
"1","A","Mco","yes","0.29","0.29"
"2","H","Ang","yes","-0.30","-0.01"
"3","A","Mtp","yes","0.32","0.31"
"4","H","Bor","yes","-0.16","0.15"
"5","A","Ami","yes","-0.22","-0.07"
"6","H","PSG","yes","0.67","0.59"
"7","A","Bre","yes","0.10","0.69"
"8","H","Nan","yes","-0.18","0.51"
"9","A","StE","yes","0.09","0.59"
"10","H","Dij","yes","-0.43","0.16"
"11","H","Mtz","yes","-0.37","-0.21"
"12","A","Tou","yes","-0.46","-0.66"
"13","A","Mar","yes","0.61","-0.05"
"14","H","Nic","yes","-0.23","-0.28"
"15","A","Str","yes","0.29","0.01"
"16","H","Lil","yes","0.03","0.04"
"17","A","Nim","yes","-0.08","-0.04"
"18","H","Ren","yes","0.06","0.01"
"19","A","Rei","yes","0.20","0.21"
"20","A","Bor","yes","0.28","0.49"
"21","H","Tou","yes","-0.74","-0.25"
"22","A","Nic","yes","0.22","-0.04"
"23","H","Ami","yes","-0.59","-0.62"
"24","A","PSG","yes","0.85","0.23"
"25","H","Str","no","-0.15","0.07"
"26","A","Mtz","no","0.06","0.13"
"27","H","StE","no","-0.35","-0.22"
"28","A","Lil","no","0.45","0.23"
"29","H","Rei","no","-0.24","-0.02"
"30","A","Ren","no","0.47","0.45"
"31","H","Nim","no","-0.48","-0.03"
"32","A","Nan","no","0.26","0.23"
"33","H","Mar","no","0.25","0.48"
"34","H","Mco","no","-0.15","0.33"
"35","A","Dij","no","-0.01","0.31"
"36","H","Mtp","no","-0.12","0.20"
"37","A","Ang","no","0.14","0.34"
"38","H","Bre","no","-0.34","0.00"
