"","HA","vs","played","sched","cumulative"
"1","H","Bor","yes","-0.20","-0.20"
"2","A","Lyo","yes","0.28","0.09"
"3","H","Mtz","yes","-0.43","-0.35"
"4","H","Dij","yes","-0.46","-0.81"
"5","A","Lil","yes","0.44","-0.37"
"6","H","StE","yes","-0.41","-0.78"
"7","A","Tou","yes","-0.54","-1.32"
"8","H","Ami","yes","-0.61","-1.93"
"9","A","PSG","yes","0.84","-1.10"
"10","H","Bre","yes","-0.31","-1.41"
"11","A","Mtp","yes","0.27","-1.13"
"12","H","Str","yes","-0.19","-1.33"
"13","A","Rei","yes","0.26","-1.07"
"14","H","Nim","yes","-0.49","-1.56"
"15","A","Nic","yes","0.24","-1.31"
"16","H","Mar","yes","0.26","-1.05"
"17","A","Ren","yes","0.47","-0.58"
"18","H","Mco","yes","-0.13","-0.71"
"19","A","Nan","yes","0.31","-0.40"
"20","H","Nic","yes","-0.22","-0.61"
"21","A","Mar","yes","0.62","0.00"
"22","H","Rei","yes","-0.21","-0.21"
"23","A","Mco","yes","0.33","0.12"
"24","H","Lil","yes","0.01","0.13"
"25","A","Nim","yes","-0.03","0.10"
"26","H","Mtp","yes","-0.19","-0.09"
"27","A","Bre","no","0.15","0.06"
"28","H","Nan","no","-0.14","-0.08"
"29","A","Ami","no","-0.19","-0.27"
"30","H","Tou","no","-0.86","-1.13"
"31","A","Str","no","0.27","-0.86"
"32","H","PSG","no","0.65","-0.21"
"33","A","Dij","no","-0.01","-0.22"
"34","A","StE","no","0.05","-0.17"
"35","H","Ren","no","0.06","-0.11"
"36","A","Bor","no","0.27","0.15"
"37","H","Lyo","no","-0.18","-0.03"
"38","A","Mtz","no","0.03","0.00"
