"","HA","vs","played","sched","cumulative"
"1","H","Tou","yes","-0.87","-0.87"
"2","A","StE","yes","0.07","-0.81"
"3","H","Rei","yes","-0.20","-1.01"
"4","A","Nim","yes","-0.02","-1.03"
"5","H","Ren","yes","0.03","-1.00"
"6","A","Bor","yes","0.27","-0.72"
"7","H","Lyo","yes","-0.18","-0.90"
"8","A","Mco","yes","0.34","-0.56"
"9","H","Mtz","yes","-0.44","-1.00"
"10","A","Ang","yes","0.12","-0.88"
"11","H","Dij","yes","-0.47","-1.35"
"12","A","Ami","yes","-0.21","-1.55"
"13","H","PSG","yes","0.64","-0.91"
"14","H","Nan","yes","-0.22","-1.14"
"15","A","Mar","yes","0.66","-0.48"
"16","H","Str","yes","-0.16","-0.64"
"17","A","Lil","yes","0.43","-0.20"
"18","H","Nic","yes","-0.23","-0.43"
"19","A","Mtp","yes","0.31","-0.12"
"20","A","Tou","yes","-0.54","-0.65"
"21","H","Ami","yes","-0.64","-1.29"
"22","A","Dij","yes","-0.00","-1.29"
"23","H","Bor","yes","-0.19","-1.48"
"24","A","Ren","yes","0.46","-1.02"
"25","H","StE","yes","-0.41","-1.43"
"26","A","Nic","yes","0.24","-1.18"
"27","H","Ang","no","-0.35","-1.54"
"28","A","Rei","no","0.26","-1.27"
"29","H","Lil","no","-0.00","-1.28"
"30","A","Mtz","no","0.03","-1.25"
"31","H","Mar","no","0.33","-0.92"
"32","H","Mco","no","-0.11","-1.04"
"33","A","Str","no","0.31","-0.73"
"34","H","Mtp","no","-0.15","-0.88"
"35","A","PSG","no","0.83","-0.05"
"36","A","Nan","no","0.25","0.20"
"37","H","Nim","no","-0.48","-0.28"
"38","A","Lyo","no","0.28","-0.00"
