"","HA","vs","played","sched","cumulative"
"1","H","Mtz","yes","-0.33","-0.33"
"2","A","Rei","yes","0.27","-0.06"
"3","H","Ren","yes","0.09","0.02"
"4","H","Mco","yes","-0.17","-0.15"
"5","A","PSG","yes","0.83","0.69"
"6","H","Nan","yes","-0.20","0.48"
"7","A","Lil","yes","0.48","0.97"
"8","H","Mtp","yes","-0.16","0.80"
"9","A","Dij","yes","-0.00","0.80"
"10","A","Mar","yes","0.59","1.39"
"11","H","Nic","yes","-0.18","1.22"
"12","A","Ang","yes","0.24","1.45"
"13","H","Nim","yes","-0.48","0.97"
"14","A","Ami","yes","-0.20","0.77"
"15","H","Lyo","yes","-0.17","0.60"
"16","A","Bre","yes","0.07","0.67"
"17","H","Tou","yes","-0.79","-0.11"
"18","A","Bor","yes","0.22","0.11"
"19","H","StE","yes","-0.41","-0.30"
"20","A","Mtz","yes","0.10","-0.21"
"21","A","Mco","yes","0.27","0.06"
"22","H","Lil","yes","0.08","0.14"
"23","A","Tou","yes","-0.53","-0.39"
"24","H","Rei","yes","-0.17","-0.56"
"25","A","Lyo","yes","0.27","-0.28"
"26","H","Ami","yes","-0.57","-0.86"
"27","A","Mtp","yes","0.28","-0.58"
"28","H","PSG","no","0.64","0.05"
"29","H","Dij","no","-0.42","-0.36"
"30","A","StE","no","0.01","-0.35"
"31","H","Ang","no","-0.20","-0.56"
"32","A","Nic","no","0.26","-0.29"
"33","H","Bre","no","-0.35","-0.65"
"34","A","Ren","no","0.49","-0.16"
"35","H","Mar","no","0.22","0.06"
"36","A","Nim","no","-0.08","-0.02"
"37","H","Bor","no","-0.22","-0.23"
"38","A","Nan","no","0.23","-0.00"
