"","HA","vs","played","sched","cumulative"
"1","H","StE","yes","-0.43","-0.43"
"2","A","Tou","yes","-0.61","-1.04"
"3","H","Bor","yes","-0.17","-1.21"
"4","A","Ang","yes","0.18","-1.03"
"5","H","Nim","yes","-0.63","-1.66"
"6","A","Nic","yes","0.26","-1.40"
"7","H","Mar","yes","0.32","-1.09"
"8","A","Rei","yes","0.24","-0.85"
"9","H","Str","yes","-0.16","-1.01"
"10","A","Lyo","yes","0.28","-0.73"
"11","A","Bre","yes","0.13","-0.60"
"12","H","PSG","yes","0.71","0.12"
"13","A","Mco","yes","0.37","0.49"
"14","H","Ren","yes","0.10","0.59"
"15","A","Lil","yes","0.50","1.09"
"16","H","Mtp","yes","-0.16","0.93"
"17","A","Nan","yes","0.31","1.23"
"18","A","Ami","yes","-0.27","0.96"
"19","H","Mtz","yes","-0.46","0.50"
"20","H","Lil","yes","0.06","0.56"
"21","A","Mtp","yes","0.34","0.90"
"22","H","Bre","yes","-0.41","0.49"
"23","A","Nim","yes","-0.09","0.41"
"24","H","Nan","yes","-0.20","0.20"
"25","A","Bor","no","0.33","0.53"
"26","H","Mco","no","-0.12","0.41"
"27","A","PSG","no","0.87","1.28"
"28","H","Tou","no","-1.06","0.22"
"29","A","Str","no","0.34","0.56"
"30","H","Ami","no","-0.80","-0.24"
"31","H","Nic","no","-0.26","-0.50"
"32","A","Mar","no","0.66","0.16"
"33","H","Ang","no","-0.36","-0.20"
"34","A","Mtz","no","0.08","-0.12"
"35","H","Lyo","no","-0.23","-0.35"
"36","A","Ren","no","0.52","0.17"
"37","H","Rei","no","-0.29","-0.11"
"38","A","StE","no","0.11","-0.00"
