"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Mid","yes",1,0,"2.29","-0.10","-0.10"
"2","A","Hud","yes",3,4,"1.49","0.29","0.19"
"3","A","Mil","yes",3,1,"1.89","0.10","0.28"
"4","H","Hul","yes",3,2,"2.30","-0.10","0.18"
"5","H","Sto","yes",3,3,"2.15","-0.03","0.15"
"6","A","Bpl","yes",0,-1,"2.10","-0.01","0.14"
"7","A","Bir","yes",3,3,"2.10","-0.01","0.13"
"8","H","Rea","yes",0,-1,"2.18","-0.04","0.09"
"9","A","Bri","yes",1,0,"2.34","-0.12","-0.03"
"10","H","Swa","yes",3,2,"2.28","-0.09","-0.12"
"11","A","Cov","yes",0,-3,"1.33","0.36","0.24"
"12","H","QPR","yes",3,3,"2.17","-0.04","0.20"
"13","H","Car","yes",3,2,"2.06","0.01","0.21"
"14","A","Not","yes",3,4,"2.31","-0.11","0.10"
"15","H","WBA","yes",3,3,"2.08","0.00","0.10"
"16","A","BbR","yes",3,7,"1.71","0.18","0.28"
"17","A","Pet","yes",3,1,"2.02","0.03","0.31"
"18","H","Bar","yes",3,3,"2.61","-0.25","0.06"
"19","H","Der","no",NA,NA,"2.42","-0.16","-0.10"
"20","A","PNE","no",NA,NA,"2.00","0.04","-0.06"
"21","H","Bou","no",NA,NA,"1.58","0.24","0.18"
"22","A","Lut","no",NA,NA,"2.01","0.04","0.22"
"23","H","ShU","no",NA,NA,"2.21","-0.06","0.16"
"24","H","Bir","no",NA,NA,"2.17","-0.04","0.12"
"25","A","Rea","no",NA,NA,"2.11","-0.01","0.11"
"26","A","Swa","no",NA,NA,"1.87","0.10","0.21"
"27","H","Bri","no",NA,NA,"2.07","0.01","0.22"
"28","A","Sto","no",NA,NA,"1.46","0.30","0.52"
"29","H","Bpl","no",NA,NA,"2.13","-0.02","0.49"
"30","A","Mid","no",NA,NA,"2.17","-0.04","0.45"
"31","H","Mil","no",NA,NA,"2.21","-0.06","0.39"
"32","A","Hul","no",NA,NA,"2.39","-0.15","0.24"
"33","H","Hud","no",NA,NA,"2.29","-0.10","0.15"
"34","H","Pet","no",NA,NA,"2.62","-0.25","-0.11"
"35","A","Car","no",NA,NA,"2.41","-0.16","-0.27"
"36","H","BbR","no",NA,NA,"2.28","-0.09","-0.36"
"37","A","Bar","no",NA,NA,"2.38","-0.14","-0.50"
"38","A","WBA","no",NA,NA,"1.42","0.32","-0.18"
"39","H","Not","no",NA,NA,"1.82","0.13","-0.05"
"40","A","QPR","no",NA,NA,"1.72","0.17","0.12"
"41","H","Cov","no",NA,NA,"2.34","-0.12","0.00"
"42","A","Der","no",NA,NA,"1.94","0.07","0.07"
"43","H","PNE","no",NA,NA,"2.38","-0.14","-0.07"
"44","A","Bou","no",NA,NA,"1.56","0.25","0.18"
"45","H","Lut","no",NA,NA,"2.28","-0.09","0.09"
"46","A","ShU","no",NA,NA,"2.27","-0.09","-0.00"
