"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","PNE","yes",3,3,"1.00","0.08","0.08"
"2","H","QPR","yes",0,-3,"0.94","0.14","0.22"
"3","H","Der","yes",0,-1,"1.43","-0.32","-0.10"
"4","A","Ful","yes",0,-2,"0.63","0.42","0.32"
"5","H","Bou","yes",1,0,"0.69","0.37","0.69"
"6","A","Swa","yes",1,0,"1.15","-0.06","0.63"
"7","A","BbR","yes",0,-2,"0.70","0.36","0.99"
"8","H","ShU","yes",0,-2,"1.02","0.06","1.05"
"9","A","Sto","yes",0,-2,"0.81","0.25","1.30"
"10","H","Bpl","yes",1,0,"1.14","-0.05","1.25"
"11","H","Mid","yes",3,2,"1.05","0.03","1.28"
"12","A","Hud","yes",0,-2,"0.83","0.24","1.52"
"13","H","Pet","yes",0,-1,"1.93","-0.78","0.75"
"14","A","Lut","yes",0,-1,"1.16","-0.07","0.68"
"15","H","Cov","yes",0,-1,"1.22","-0.12","0.56"
"16","A","WBA","yes",0,-1,"0.57","0.47","1.03"
"17","A","Bar","yes",3,2,"1.63","-0.50","0.53"
"18","H","Bir","yes",3,2,"1.12","-0.03","0.49"
"19","A","Car","yes",3,1,"1.82","-0.67","-0.18"
"20","H","Mil","yes",3,1,"1.31","-0.21","-0.38"
"21","A","Rea","yes",1,0,"1.25","-0.15","-0.53"
"22","H","Bri","yes",1,0,"1.09","-0.01","-0.54"
"23","A","Not","no",NA,NA,"1.39","-0.28","-0.82"
"24","H","BbR","no",NA,NA,"0.88","0.19","-0.63"
"25","A","ShU","no",NA,NA,"1.32","-0.22","-0.85"
"26","A","Bpl","no",NA,NA,"1.26","-0.16","-1.01"
"27","H","Sto","no",NA,NA,"1.00","0.08","-0.92"
"28","A","Bou","no",NA,NA,"0.86","0.21","-0.72"
"29","H","Swa","no",NA,NA,"1.15","-0.06","-0.78"
"30","H","PNE","no",NA,NA,"1.36","-0.25","-1.03"
"31","A","Der","no",NA,NA,"0.99","0.09","-0.94"
"32","H","Ful","no",NA,NA,"0.59","0.46","-0.49"
"33","A","QPR","no",NA,NA,"0.86","0.21","-0.28"
"34","H","Bar","no",NA,NA,"1.82","-0.68","-0.95"
"35","A","Pet","no",NA,NA,"1.13","-0.04","-0.99"
"36","H","WBA","no",NA,NA,"0.93","0.14","-0.85"
"37","A","Bir","no",NA,NA,"1.12","-0.03","-0.88"
"38","A","Cov","no",NA,NA,"0.67","0.39","-0.49"
"39","H","Lut","no",NA,NA,"1.04","0.04","-0.45"
"40","H","Hud","no",NA,NA,"1.37","-0.26","-0.71"
"41","A","Mid","no",NA,NA,"1.05","0.04","-0.68"
"42","H","Car","no",NA,NA,"0.89","0.18","-0.50"
"43","A","Mil","no",NA,NA,"0.88","0.19","-0.31"
"44","H","Rea","no",NA,NA,"1.02","0.06","-0.25"
"45","A","Bri","no",NA,NA,"1.24","-0.14","-0.38"
"46","H","Not","no",NA,NA,"0.67","0.38","0.00"
