"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Swa","yes",3,1,"2.06","-0.27","-0.27"
"2","A","Mil","yes",1,0,"1.07","0.34","0.08"
"3","A","Not","yes",3,1,"1.59","0.02","0.10"
"4","H","WBA","yes",0,-1,"1.75","-0.08","0.03"
"5","A","Mid","yes",1,0,"1.39","0.15","0.18"
"6","H","Lut","yes",1,0,"1.95","-0.19","-0.02"
"7","H","Hul","yes",3,2,"2.08","-0.27","-0.29"
"8","A","Bar","yes",1,0,"1.87","-0.15","-0.44"
"9","H","Car","yes",3,4,"1.76","-0.08","-0.51"
"10","A","Hud","yes",0,-1,"0.94","0.42","-0.09"
"11","A","Bpl","yes",0,-1,"1.48","0.09","0.00"
"12","H","Cov","yes",1,0,"2.11","-0.30","-0.29"
"13","A","QPR","yes",0,-1,"0.93","0.43","0.14"
"14","H","Rea","yes",3,2,"1.86","-0.14","-0.00"
"15","A","Der","yes",3,1,"1.31","0.20","0.20"
"16","H","Ful","yes",0,-7,"1.31","0.20","0.39"
"17","H","ShU","yes",3,2,"1.93","-0.18","0.21"
"18","A","Bri","yes",1,0,"1.46","0.10","0.32"
"19","H","Pet","yes",3,4,"2.56","-0.57","-0.25"
"20","A","Sto","yes",3,1,"0.93","0.43","0.18"
"21","H","PNE","yes",3,1,"2.21","-0.35","-0.17"
"22","A","Bou","no",NA,NA,"0.92","0.44","0.26"
"23","H","Bir","no",NA,NA,"2.03","-0.24","0.02"
"24","A","Hul","no",NA,NA,"1.66","-0.02","-0.00"
"25","H","Bar","no",NA,NA,"2.47","-0.52","-0.52"
"26","H","Hud","no",NA,NA,"2.22","-0.36","-0.88"
"27","A","Car","no",NA,NA,"1.99","-0.22","-1.10"
"28","H","Mid","no",NA,NA,"1.97","-0.21","-1.30"
"29","A","Lut","no",NA,NA,"1.40","0.14","-1.16"
"30","A","Swa","no",NA,NA,"1.28","0.21","-0.94"
"31","H","Not","no",NA,NA,"1.60","0.02","-0.92"
"32","A","WBA","no",NA,NA,"0.79","0.52","-0.41"
"33","H","Mil","no",NA,NA,"2.11","-0.30","-0.70"
"34","A","ShU","no",NA,NA,"1.54","0.06","-0.64"
"35","H","QPR","no",NA,NA,"1.86","-0.14","-0.78"
"36","A","Ful","no",NA,NA,"0.78","0.52","-0.26"
"37","H","Bri","no",NA,NA,"1.96","-0.20","-0.46"
"38","H","Der","no",NA,NA,"2.28","-0.40","-0.86"
"39","A","Rea","no",NA,NA,"1.45","0.11","-0.75"
"40","A","Cov","no",NA,NA,"0.82","0.50","-0.25"
"41","H","Bpl","no",NA,NA,"1.96","-0.20","-0.45"
"42","A","Pet","no",NA,NA,"1.42","0.13","-0.32"
"43","H","Sto","no",NA,NA,"2.04","-0.25","-0.57"
"44","A","PNE","no",NA,NA,"1.26","0.23","-0.34"
"45","H","Bou","no",NA,NA,"1.41","0.14","-0.20"
"46","A","Bir","no",NA,NA,"1.30","0.20","-0.00"
