"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Ful","yes",1,0,"0.86","0.44","0.44"
"2","H","Bri","yes",3,1,"2.16","-0.39","0.06"
"3","H","QPR","yes",0,-1,"1.67","-0.07","-0.02"
"4","A","Der","yes",1,0,"0.91","0.42","0.40"
"5","H","BbR","yes",1,0,"1.80","-0.16","0.24"
"6","A","Cov","yes",0,-2,"0.99","0.36","0.60"
"7","A","Not","yes",3,2,"1.33","0.14","0.75"
"8","H","Bpl","yes",0,-1,"2.00","-0.28","0.46"
"9","A","Rea","yes",0,-1,"1.64","-0.06","0.41"
"10","H","ShU","yes",3,2,"1.66","-0.07","0.34"
"11","A","Hul","yes",0,-2,"1.64","-0.05","0.29"
"12","H","Pet","yes",3,2,"2.59","-0.67","-0.38"
"13","H","Bar","yes",3,2,"2.49","-0.60","-0.98"
"14","A","Car","yes",3,2,"1.63","-0.05","-1.03"
"15","H","Bir","yes",0,-2,"2.09","-0.35","-1.38"
"16","A","Lut","yes",0,-2,"0.99","0.37","-1.01"
"17","A","WBA","yes",1,0,"0.86","0.44","-0.57"
"18","H","Mil","yes",1,0,"2.12","-0.37","-0.93"
"19","H","PNE","yes",0,-1,"1.82","-0.17","-1.10"
"20","A","Hud","yes",3,1,"0.96","0.39","-0.72"
"21","H","Swa","yes",3,1,"2.16","-0.39","-1.10"
"22","A","Sto","yes",1,0,"1.20","0.23","-0.88"
"23","H","Bou","yes",3,1,"1.35","0.13","-0.74"
"24","H","Not","yes",3,2,"1.55","0.01","-0.74"
"25","A","Bpl","yes",3,1,"1.20","0.23","-0.51"
"26","H","Rea","yes",3,1,"2.00","-0.29","-0.79"
"27","A","BbR","yes",0,-1,"0.79","0.49","-0.30"
"28","H","Cov","yes",3,1,"1.90","-0.22","-0.52"
"29","A","QPR","yes",1,0,"1.02","0.34","-0.18"
"30","H","Der","yes",3,3,"2.27","-0.46","-0.64"
"31","A","Bri","yes",0,-1,"1.22","0.22","-0.42"
"32","H","WBA","yes",3,1,"2.10","-0.35","-0.77"
"33","A","Bar","no",NA,NA,"1.72","-0.10","-0.87"
"34","H","Lut","no",NA,NA,"1.85","-0.19","-1.06"
"35","A","ShU","no",NA,NA,"1.17","0.25","-0.81"
"36","A","Mil","no",NA,NA,"0.90","0.42","-0.39"
"37","A","Bir","no",NA,NA,"1.32","0.15","-0.25"
"38","H","Car","no",NA,NA,"1.89","-0.22","-0.46"
"39","A","Pet","no",NA,NA,"1.51","0.03","-0.44"
"40","H","Ful","no",NA,NA,"1.15","0.26","-0.17"
"41","H","Hul","no",NA,NA,"2.09","-0.34","-0.52"
"42","A","Bou","no",NA,NA,"0.91","0.42","-0.10"
"43","H","Hud","no",NA,NA,"1.77","-0.14","-0.24"
"44","A","Swa","no",NA,NA,"1.11","0.29","0.04"
"45","H","Sto","no",NA,NA,"1.83","-0.17","-0.13"
"46","A","PNE","no",NA,NA,"1.35","0.13","0.00"
