"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Mil","yes",1,0,"1.83","-0.20","-0.20"
"2","A","Hul","yes",3,3,"1.79","-0.17","-0.37"
"3","A","Mid","yes",3,1,"1.34","0.12","-0.25"
"4","H","Bar","yes",1,0,"2.38","-0.56","-0.81"
"5","H","Cov","yes",3,2,"2.00","-0.31","-1.12"
"6","A","Rea","yes",1,0,"1.26","0.17","-0.95"
"7","A","Bou","yes",0,-1,"0.85","0.44","-0.50"
"8","H","Bri","yes",0,-1,"1.63","-0.07","-0.57"
"9","A","WBA","yes",0,-1,"0.73","0.52","-0.05"
"10","H","Bir","yes",3,2,"1.81","-0.18","-0.23"
"11","H","PNE","yes",3,1,"2.19","-0.43","-0.67"
"12","A","Ful","yes",0,-3,"0.64","0.58","-0.09"
"13","H","BbR","yes",3,1,"1.88","-0.23","-0.32"
"14","A","Pet","yes",0,-1,"1.27","0.17","-0.15"
"15","H","Not","yes",1,0,"1.38","0.10","-0.05"
"16","A","Car","yes",3,1,"1.81","-0.19","-0.24"
"17","A","Bpl","yes",1,0,"1.37","0.10","-0.14"
"18","H","Lut","yes",3,2,"1.90","-0.25","-0.38"
"19","H","Hud","no",NA,NA,"1.96","-0.28","-0.67"
"20","A","Der","no",NA,NA,"1.38","0.10","-0.57"
"21","H","Sto","no",NA,NA,"1.78","-0.16","-0.73"
"22","A","ShU","no",NA,NA,"1.62","-0.06","-0.79"
"23","H","Swa","no",NA,NA,"1.93","-0.26","-1.06"
"24","H","Bou","no",NA,NA,"0.90","0.41","-0.65"
"25","A","Bri","no",NA,NA,"1.70","-0.11","-0.76"
"26","A","Bir","no",NA,NA,"1.38","0.10","-0.67"
"27","H","WBA","no",NA,NA,"1.63","-0.07","-0.73"
"28","A","Cov","no",NA,NA,"0.57","0.63","-0.10"
"29","H","Rea","no",NA,NA,"1.80","-0.18","-0.28"
"30","A","Mil","no",NA,NA,"1.13","0.26","-0.02"
"31","H","Mid","no",NA,NA,"1.94","-0.27","-0.29"
"32","A","Bar","no",NA,NA,"1.78","-0.17","-0.46"
"33","H","Hul","no",NA,NA,"1.96","-0.28","-0.74"
"34","H","Bpl","no",NA,NA,"1.72","-0.13","-0.87"
"35","A","BbR","no",NA,NA,"0.97","0.36","-0.51"
"36","H","Car","no",NA,NA,"1.64","-0.08","-0.58"
"37","A","Lut","no",NA,NA,"1.29","0.16","-0.43"
"38","A","Not","no",NA,NA,"1.67","-0.09","-0.52"
"39","H","Pet","no",NA,NA,"2.36","-0.55","-1.07"
"40","H","Ful","no",NA,NA,"1.04","0.32","-0.75"
"41","A","PNE","no",NA,NA,"1.26","0.18","-0.57"
"42","A","Hud","no",NA,NA,"0.78","0.49","-0.08"
"43","H","Der","no",NA,NA,"2.12","-0.39","-0.47"
"44","A","Sto","no",NA,NA,"0.77","0.49","0.03"
"45","H","ShU","no",NA,NA,"1.96","-0.29","-0.26"
"46","A","Swa","no",NA,NA,"1.13","0.26","-0.00"
