"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Rea","yes",3,1,"1.71","-0.26","-0.26"
"2","A","Bir","yes",1,0,"1.48","-0.09","-0.35"
"3","A","Swa","yes",3,2,"1.17","0.14","-0.21"
"4","H","Not","yes",3,1,"1.10","0.19","-0.02"
"5","A","Ful","yes",0,-3,"0.85","0.37","0.35"
"6","H","Hud","yes",3,1,"1.14","0.16","0.51"
"7","H","Bar","yes",1,0,"2.29","-0.68","-0.18"
"8","A","Der","yes",0,-1,"0.96","0.29","0.11"
"9","H","Hul","yes",3,2,"1.54","-0.13","-0.02"
"10","A","PNE","yes",1,0,"1.21","0.11","0.09"
"11","H","WBA","yes",3,1,"1.68","-0.24","-0.15"
"12","A","ShU","yes",0,-1,"0.97","0.28","0.13"
"13","H","Bou","yes",0,-1,"0.96","0.29","0.42"
"14","A","Mil","yes",0,-1,"0.86","0.37","0.79"
"15","H","Car","yes",1,0,"1.54","-0.13","0.65"
"16","A","Bpl","yes",3,1,"1.19","0.12","0.78"
"17","A","Lut","yes",3,1,"0.98","0.28","1.05"
"18","H","Pet","yes",3,2,"2.12","-0.56","0.49"
"19","A","Bri","yes",0,-1,"1.34","0.01","0.51"
"20","H","BbR","yes",0,-1,"1.54","-0.14","0.37"
"21","A","QPR","yes",3,2,"1.20","0.12","0.49"
"22","H","Mid","yes",1,0,"1.52","-0.12","0.37"
"23","H","Der","yes",0,-1,"2.01","-0.48","-0.11"
"24","H","PNE","yes",0,-1,"1.51","-0.11","-0.22"
"25","A","Hul","yes",3,2,"1.63","-0.20","-0.42"
"26","H","Ful","yes",0,-1,"0.83","0.39","-0.03"
"27","A","Cov","yes",0,-1,"1.24","0.09","0.06"
"28","A","Hud","yes",1,0,"0.91","0.33","0.38"
"29","H","Swa","yes",3,3,"1.55","-0.14","0.24"
"30","A","Not","yes",1,0,"0.95","0.30","0.54"
"31","H","Bir","yes",1,0,"1.78","-0.31","0.22"
"32","H","Lut","yes",0,-1,"1.33","0.02","0.24"
"33","A","Bou","yes",0,-1,"0.88","0.35","0.59"
"34","H","Bpl","yes",0,-1,"1.57","-0.16","0.44"
"35","A","Bar","yes",1,0,"1.70","-0.26","0.18"
"36","A","Pet","yes",1,0,"1.67","-0.23","-0.05"
"37","A","Car","yes",0,-1,"1.62","-0.19","-0.24"
"38","H","Mil","yes",3,2,"1.61","-0.19","-0.43"
"39","H","ShU","yes",3,1,"1.37","-0.01","-0.43"
"40","A","Rea","yes",0,-1,"1.57","-0.16","-0.59"
"41","A","WBA","yes",3,2,"0.91","0.33","-0.26"
"42","H","Bri","yes",0,-1,"1.63","-0.20","-0.47"
"43","A","BbR","yes",3,1,"1.01","0.26","-0.21"
"44","H","QPR","yes",3,1,"1.47","-0.08","-0.29"
"45","A","Mid","yes",0,-2,"0.90","0.34","0.05"
"46","H","Cov","no",NA,NA,"1.42","-0.05","0.00"
