"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Bri","yes",1,0,"1.40","-0.10","-0.10"
"2","H","Car","yes",0,-2,"1.06","0.17","0.06"
"3","H","Cov","yes",0,-1,"1.45","-0.14","-0.08"
"4","A","Bou","yes",1,0,"0.88","0.31","0.23"
"5","A","Mil","yes",0,-1,"1.01","0.20","0.44"
"6","H","Ful","yes",3,1,"0.69","0.46","0.89"
"7","H","Hud","yes",0,-3,"1.60","-0.26","0.63"
"8","A","Mid","yes",3,1,"1.34","-0.05","0.58"
"9","H","Bar","yes",3,1,"1.98","-0.56","0.02"
"10","A","Hul","yes",1,0,"1.61","-0.27","-0.25"
"11","H","BbR","yes",3,1,"1.24","0.03","-0.23"
"12","A","Not","yes",0,-1,"1.54","-0.22","-0.44"
"13","A","Rea","yes",3,1,"1.40","-0.10","-0.55"
"14","H","PNE","yes",3,2,"1.59","-0.26","-0.80"
"15","A","ShU","yes",3,1,"1.47","-0.16","-0.96"
"16","H","Sto","yes",0,-1,"1.21","0.04","-0.92"
"17","H","QPR","yes",1,0,"1.16","0.08","-0.84"
"18","A","Swa","yes",1,0,"1.22","0.04","-0.79"
"19","H","WBA","yes",1,0,"1.06","0.16","-0.63"
"20","A","Bir","yes",0,-1,"1.24","0.02","-0.61"
"21","H","Lut","yes",0,-3,"1.27","-0.00","-0.61"
"22","A","Der","no",NA,NA,"1.25","0.02","-0.59"
"23","H","Pet","no",NA,NA,"2.13","-0.67","-1.27"
"24","A","Hud","no",NA,NA,"0.97","0.24","-1.03"
"25","H","Mid","no",NA,NA,"1.29","-0.01","-1.04"
"26","H","Hul","no",NA,NA,"1.42","-0.12","-1.16"
"27","A","Bar","no",NA,NA,"1.82","-0.44","-1.59"
"28","H","Mil","no",NA,NA,"1.47","-0.16","-1.75"
"29","A","Ful","no",NA,NA,"0.73","0.43","-1.33"
"30","H","Bri","no",NA,NA,"1.29","-0.01","-1.34"
"31","A","Cov","no",NA,NA,"0.78","0.39","-0.95"
"32","H","Bou","no",NA,NA,"0.76","0.40","-0.55"
"33","A","Car","no",NA,NA,"1.94","-0.53","-1.08"
"34","A","QPR","no",NA,NA,"1.01","0.20","-0.88"
"35","H","Rea","no",NA,NA,"1.17","0.08","-0.80"
"36","A","Sto","no",NA,NA,"0.89","0.30","-0.50"
"37","H","Swa","no",NA,NA,"1.39","-0.10","-0.60"
"38","H","ShU","no",NA,NA,"1.24","0.02","-0.57"
"39","A","PNE","no",NA,NA,"1.19","0.06","-0.51"
"40","H","Not","no",NA,NA,"0.93","0.26","-0.25"
"41","A","BbR","no",NA,NA,"0.81","0.37","0.12"
"42","A","WBA","no",NA,NA,"0.75","0.41","0.52"
"43","H","Bir","no",NA,NA,"1.37","-0.08","0.45"
"44","A","Lut","no",NA,NA,"1.33","-0.05","0.40"
"45","H","Der","no",NA,NA,"1.68","-0.32","0.08"
"46","A","Pet","no",NA,NA,"1.37","-0.08","-0.00"
