"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Cov","yes",0,-1,"1.13","0.20","0.20"
"2","H","Bou","yes",0,-1,"0.67","0.52","0.72"
"3","H","BbR","yes",0,-1,"1.10","0.22","0.94"
"4","A","Sto","yes",0,-1,"1.25","0.11","1.04"
"5","A","Der","yes",1,0,"1.66","-0.18","0.86"
"6","H","Car","yes",0,-1,"0.95","0.32","1.18"
"7","H","Mid","yes",0,-2,"1.16","0.17","1.36"
"8","A","Hud","yes",3,2,"1.27","0.10","1.46"
"9","H","Mil","yes",1,0,"1.33","0.05","1.51"
"10","A","Bar","yes",3,2,"2.17","-0.54","0.96"
"11","A","Bir","yes",3,3,"1.65","-0.18","0.78"
"12","H","Bpl","yes",3,1,"1.15","0.18","0.96"
"13","A","Bri","yes",3,1,"1.80","-0.29","0.68"
"14","H","Ful","yes",0,-4,"0.60","0.57","1.25"
"15","A","QPR","yes",1,0,"1.25","0.11","1.36"
"16","H","ShU","yes",1,0,"1.12","0.20","1.56"
"17","H","PNE","yes",3,3,"1.45","-0.04","1.52"
"18","A","Rea","yes",1,0,"1.80","-0.28","1.24"
"19","H","Lut","yes",1,0,"1.14","0.19","1.43"
"20","A","WBA","yes",1,0,"1.09","0.22","1.65"
"21","H","Pet","yes",3,2,"2.02","-0.44","1.21"
"22","A","Swa","no",NA,NA,"1.63","-0.16","1.05"
"23","H","Hul","no",NA,NA,"1.29","0.08","1.13"
"24","A","Mid","no",NA,NA,"1.73","-0.24","0.89"
"25","H","Hud","no",NA,NA,"1.47","-0.05","0.85"
"26","H","Bar","no",NA,NA,"1.86","-0.33","0.52"
"27","A","Mil","no",NA,NA,"1.41","-0.01","0.51"
"28","H","Der","no",NA,NA,"1.55","-0.11","0.41"
"29","A","Car","no",NA,NA,"2.26","-0.61","-0.21"
"30","H","Cov","no",NA,NA,"1.33","0.05","-0.15"
"31","A","BbR","no",NA,NA,"1.16","0.17","0.02"
"32","H","Sto","no",NA,NA,"1.24","0.12","0.13"
"33","A","Bou","no",NA,NA,"1.25","0.11","0.24"
"34","A","PNE","no",NA,NA,"1.61","-0.15","0.10"
"35","H","Bri","no",NA,NA,"1.15","0.18","0.27"
"36","A","ShU","no",NA,NA,"1.88","-0.34","-0.06"
"37","H","Rea","no",NA,NA,"1.05","0.25","0.19"
"38","H","QPR","no",NA,NA,"1.04","0.26","0.45"
"39","A","Ful","no",NA,NA,"1.08","0.23","0.68"
"40","A","Bpl","no",NA,NA,"1.82","-0.30","0.38"
"41","H","Bir","no",NA,NA,"1.23","0.12","0.50"
"42","A","Lut","no",NA,NA,"1.74","-0.24","0.26"
"43","H","WBA","no",NA,NA,"0.95","0.33","0.58"
"44","A","Pet","no",NA,NA,"1.76","-0.26","0.32"
"45","H","Swa","no",NA,NA,"1.27","0.09","0.42"
"46","A","Hul","no",NA,NA,"1.99","-0.42","-0.00"
