"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Hul","yes",0,-3,"1.62","-0.21","-0.21"
"2","A","Rea","yes",0,-1,"1.64","-0.23","-0.44"
"3","A","Hud","yes",0,-1,"0.99","0.26","-0.18"
"4","H","Pet","yes",3,1,"2.30","-0.72","-0.90"
"5","H","Swa","yes",3,2,"1.64","-0.23","-1.12"
"6","A","Bri","yes",1,0,"1.29","0.04","-1.08"
"7","A","ShU","yes",1,0,"1.26","0.06","-1.02"
"8","H","WBA","yes",1,0,"1.55","-0.16","-1.18"
"9","A","Bir","yes",1,0,"1.48","-0.11","-1.29"
"10","H","Sto","yes",1,0,"1.28","0.04","-1.25"
"11","A","QPR","yes",0,-1,"1.05","0.22","-1.03"
"12","H","Der","yes",1,0,"1.80","-0.34","-1.37"
"13","H","Cov","yes",3,1,"1.49","-0.11","-1.48"
"14","A","Bpl","yes",0,-2,"1.21","0.10","-1.38"
"15","H","Lut","yes",3,2,"1.26","0.06","-1.32"
"16","A","Bou","yes",3,1,"0.96","0.28","-1.04"
"17","A","Not","yes",0,-3,"1.39","-0.04","-1.08"
"18","H","Car","yes",0,-1,"1.33","0.01","-1.07"
"19","A","Mid","yes",3,1,"0.97","0.28","-0.80"
"20","H","Ful","yes",1,0,"0.74","0.45","-0.35"
"21","A","BbR","yes",0,-1,"0.85","0.37","0.02"
"22","H","Bar","yes",3,1,"2.29","-0.71","-0.69"
"23","A","Sto","yes",3,1,"1.24","0.08","-0.62"
"24","H","Bir","yes",1,0,"1.61","-0.20","-0.82"
"25","H","ShU","yes",1,0,"1.13","0.16","-0.67"
"26","A","Swa","yes",0,-1,"1.24","0.08","-0.59"
"27","A","WBA","yes",3,2,"0.85","0.36","-0.23"
"28","H","Bri","yes",1,0,"1.64","-0.23","-0.46"
"29","A","Mil","yes",1,0,"1.11","0.17","-0.29"
"30","A","Hul","yes",3,1,"1.56","-0.16","-0.45"
"31","H","Hud","yes",1,0,"1.36","-0.01","-0.47"
"32","A","Pet","no",NA,NA,"1.50","-0.12","-0.58"
"33","H","Rea","no",NA,NA,"1.60","-0.20","-0.78"
"34","H","Not","no",NA,NA,"1.02","0.24","-0.54"
"35","A","Cov","no",NA,NA,"1.06","0.21","-0.33"
"36","H","Bou","no",NA,NA,"0.93","0.30","-0.03"
"37","A","Car","no",NA,NA,"1.81","-0.35","-0.38"
"38","A","Lut","no",NA,NA,"1.11","0.17","-0.21"
"39","A","Der","no",NA,NA,"0.97","0.27","0.06"
"40","H","Bpl","no",NA,NA,"1.47","-0.10","-0.04"
"41","H","QPR","no",NA,NA,"0.95","0.29","0.25"
"42","H","Mil","no",NA,NA,"1.65","-0.23","0.02"
"43","A","Ful","no",NA,NA,"0.81","0.39","0.41"
"44","H","BbR","no",NA,NA,"1.30","0.03","0.43"
"45","A","Bar","no",NA,NA,"1.92","-0.43","0.00"
"46","H","Mid","no",NA,NA,"1.34","-0.00","0.00"
