"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Car","yes",1,0,"0.75","0.11","0.11"
"2","H","Cov","yes",3,1,"1.20","-0.42","-0.32"
"3","H","Lut","yes",0,-1,"0.98","-0.17","-0.48"
"4","A","QPR","yes",1,0,"0.41","0.51","0.03"
"5","H","Bir","yes",1,0,"1.35","-0.61","-0.58"
"6","A","Bou","yes",0,-3,"0.36","0.57","-0.00"
"7","A","Sto","yes",1,0,"0.59","0.30","0.30"
"8","H","BbR","yes",1,0,"1.15","-0.36","-0.06"
"9","A","Bpl","yes",0,-1,"0.43","0.49","0.42"
"10","H","Not","yes",0,-2,"0.85","-0.01","0.41"
"11","H","Mil","yes",0,-1,"1.19","-0.41","-0.00"
"12","A","Rea","yes",0,-1,"0.77","0.08","0.08"
"13","A","Mid","yes",0,-2,"0.29","0.66","0.73"
"14","H","ShU","yes",0,-1,"1.02","-0.22","0.52"
"15","A","Bri","yes",0,-1,"0.56","0.34","0.86"
"16","H","Der","yes",3,1,"1.76","-1.10","-0.24"
"17","H","Hul","yes",0,-2,"1.29","-0.53","-0.77"
"18","A","Ful","yes",0,-3,"0.30","0.65","-0.13"
"19","H","Swa","yes",0,-2,"1.38","-0.65","-0.77"
"20","A","Pet","yes",1,0,"0.76","0.10","-0.68"
"21","H","Hud","yes",1,0,"0.96","-0.15","-0.82"
"22","A","PNE","yes",0,-1,"0.53","0.37","-0.45"
"23","H","WBA","yes",1,0,"1.30","-0.55","-1.00"
"24","A","BbR","yes",0,-1,"0.32","0.62","-0.38"
"25","A","Bir","yes",0,-1,"0.68","0.20","-0.18"
"26","A","Not","yes",0,-3,"0.50","0.41","0.23"
"27","H","Bou","yes",0,-1,"0.75","0.10","0.33"
"28","H","Car","yes",0,-1,"1.11","-0.32","0.01"
"29","A","Lut","yes",0,-1,"0.41","0.52","0.53"
"30","H","QPR","yes",3,1,"0.91","-0.09","0.44"
"31","A","Cov","yes",0,-1,"0.40","0.52","0.96"
"32","A","Hul","yes",3,2,"0.85","-0.01","0.95"
"33","H","Mid","yes",3,1,"1.25","-0.48","0.47"
"34","A","Der","yes",0,-2,"0.38","0.55","1.02"
"35","H","Sto","yes",1,0,"1.18","-0.40","0.61"
"36","H","Ful","yes",1,0,"0.60","0.29","0.91"
"37","H","Bri","yes",3,2,"1.45","-0.72","0.18"
"38","A","ShU","no",NA,NA,"0.40","0.52","0.71"
"39","H","Rea","no",NA,NA,"1.38","-0.64","0.06"
"40","A","Mil","no",NA,NA,"0.34","0.59","0.65"
"41","A","Swa","no",NA,NA,"0.43","0.49","1.14"
"42","H","Pet","no",NA,NA,"2.14","-1.54","-0.40"
"43","A","Hud","no",NA,NA,"0.34","0.60","0.20"
"44","H","Bpl","no",NA,NA,"1.22","-0.45","-0.26"
"45","H","PNE","no",NA,NA,"1.12","-0.33","-0.59"
"46","A","WBA","no",NA,NA,"0.35","0.59","-0.00"
