"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Lut","yes",0,-3,"0.38","0.57","0.57"
"2","H","Der","yes",3,1,"1.67","-0.86","-0.29"
"3","H","Car","yes",1,0,"1.30","-0.45","-0.74"
"4","A","PNE","yes",0,-1,"0.46","0.49","-0.25"
"5","H","WBA","yes",0,-1,"1.35","-0.50","-0.75"
"6","A","ShU","yes",0,-4,"0.51","0.43","-0.32"
"7","A","Rea","yes",0,-2,"0.71","0.21","-0.11"
"8","H","Bir","yes",3,3,"1.48","-0.65","-0.76"
"9","A","Cov","yes",0,-3,"0.33","0.64","-0.13"
"10","H","Bou","yes",1,0,"0.92","-0.02","-0.15"
"11","H","Bri","yes",0,-1,"1.51","-0.68","-0.83"
"12","A","Mid","yes",0,-2,"0.35","0.61","-0.22"
"13","A","Hul","yes",3,1,"0.65","0.28","0.06"
"14","H","QPR","yes",3,1,"0.89","0.01","0.07"
"15","A","Swa","yes",0,-3,"0.46","0.49","0.56"
"16","H","Hud","yes",1,0,"1.29","-0.43","0.12"
"17","H","Ful","yes",0,-1,"0.68","0.24","0.37"
"18","A","Sto","yes",0,-2,"0.48","0.46","0.83"
"19","A","BbR","yes",0,-4,"0.24","0.73","1.56"
"20","H","Bar","yes",1,0,"2.23","-1.48","0.09"
"21","A","Not","yes",0,-2,"0.54","0.40","0.48"
"22","H","Mil","yes",3,1,"1.56","-0.73","-0.25"
"23","A","Bpl","yes",0,-2,"0.47","0.48","0.23"
"24","H","Cov","yes",0,-3,"1.35","-0.50","-0.27"
"25","A","WBA","yes",0,-3,"0.23","0.74","0.47"
"26","A","Bir","yes",1,0,"0.54","0.39","0.87"
"27","H","ShU","no",NA,NA,"1.20","-0.34","0.53"
"28","A","Car","no",NA,NA,"1.05","-0.17","0.36"
"29","H","PNE","no",NA,NA,"1.55","-0.72","-0.36"
"30","H","Rea","no",NA,NA,"1.39","-0.55","-0.91"
"31","A","Der","no",NA,NA,"0.32","0.64","-0.27"
"32","A","Ful","no",NA,NA,"0.25","0.72","0.45"
"33","H","Hul","no",NA,NA,"1.51","-0.68","-0.23"
"34","A","Hud","no",NA,NA,"0.33","0.64","0.41"
"35","A","Bou","no",NA,NA,"0.35","0.61","1.02"
"36","H","Sto","no",NA,NA,"1.21","-0.34","0.68"
"37","H","Swa","no",NA,NA,"1.40","-0.55","0.12"
"38","A","QPR","no",NA,NA,"0.36","0.59","0.72"
"39","H","Mid","no",NA,NA,"1.27","-0.41","0.30"
"40","H","Lut","no",NA,NA,"1.29","-0.43","-0.13"
"41","A","Bri","no",NA,NA,"0.52","0.42","0.30"
"42","H","BbR","no",NA,NA,"1.17","-0.31","-0.01"
"43","A","Bar","no",NA,NA,"0.82","0.08","0.07"
"44","H","Not","no",NA,NA,"0.92","-0.03","0.05"
"45","A","Mil","no",NA,NA,"0.40","0.56","0.60"
"46","H","Bpl","no",NA,NA,"1.44","-0.60","0.00"
