"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Sto","yes",0,-1,"1.00","0.23","0.23"
"2","H","PNE","yes",3,1,"1.58","-0.22","0.00"
"3","H","Bri","yes",0,-1,"1.31","-0.02","-0.02"
"4","A","Cov","yes",0,-1,"0.83","0.35","0.34"
"5","A","Hud","yes",0,-4,"0.95","0.27","0.60"
"6","H","QPR","yes",1,0,"1.14","0.12","0.72"
"7","H","Pet","yes",3,2,"2.17","-0.68","0.04"
"8","A","Ful","yes",3,1,"0.90","0.30","0.34"
"9","H","Mid","yes",3,1,"1.27","0.02","0.36"
"10","A","Der","yes",0,-1,"1.08","0.16","0.52"
"11","A","Car","yes",3,1,"1.99","-0.54","-0.03"
"12","H","Bar","yes",3,1,"2.04","-0.58","-0.61"
"13","H","Bpl","yes",0,-1,"1.41","-0.09","-0.70"
"14","A","BbR","yes",0,-2,"0.79","0.39","-0.31"
"15","H","Bou","yes",0,-2,"0.86","0.33","0.02"
"16","A","Mil","yes",0,-1,"1.06","0.18","0.19"
"17","A","Bir","yes",3,1,"1.33","-0.03","0.16"
"18","H","Not","yes",1,0,"0.94","0.27","0.43"
"19","H","ShU","yes",0,-1,"1.09","0.16","0.59"
"20","A","Swa","yes",3,1,"1.36","-0.05","0.54"
"21","H","Hul","yes",1,0,"1.52","-0.18","0.36"
"22","A","WBA","yes",0,-1,"0.71","0.45","0.81"
"23","H","Ful","no",NA,NA,"0.74","0.43","1.24"
"24","H","Der","no",NA,NA,"1.69","-0.31","0.93"
"25","A","Mid","no",NA,NA,"1.12","0.13","1.06"
"26","H","Hud","no",NA,NA,"1.47","-0.14","0.92"
"27","A","QPR","no",NA,NA,"1.03","0.20","1.12"
"28","H","Sto","no",NA,NA,"1.22","0.05","1.17"
"29","A","Bri","no",NA,NA,"1.55","-0.20","0.97"
"30","H","Cov","no",NA,NA,"1.44","-0.12","0.85"
"31","A","PNE","no",NA,NA,"1.20","0.07","0.92"
"32","H","Bir","no",NA,NA,"1.39","-0.08","0.85"
"33","A","Bpl","no",NA,NA,"1.40","-0.08","0.76"
"34","H","Mil","no",NA,NA,"1.53","-0.19","0.58"
"35","A","Not","no",NA,NA,"1.48","-0.14","0.43"
"36","A","Bou","no",NA,NA,"1.02","0.21","0.64"
"37","H","BbR","no",NA,NA,"1.07","0.17","0.81"
"38","A","Bar","no",NA,NA,"1.83","-0.42","0.39"
"39","H","Car","no",NA,NA,"1.10","0.15","0.54"
"40","A","ShU","no",NA,NA,"1.52","-0.18","0.36"
"41","H","Swa","no",NA,NA,"1.39","-0.07","0.28"
"42","A","Hul","no",NA,NA,"1.67","-0.29","-0.01"
"43","H","WBA","no",NA,NA,"1.22","0.06","0.04"
"44","A","Lut","no",NA,NA,"1.35","-0.05","-0.00"
"45","H","Lut","no",NA,NA,"1.25","0.03","0.03"
"46","A","Pet","no",NA,NA,"1.33","-0.03","-0.00"
