"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date"
1,"PEC Zwolle",684,"Willem II Tilburg",672,1,3,"A","2019-08-02"
1,"SBV Vitesse",679,"AFC Ajax",678,2,2,"D","2019-08-03"
1,"FC Emmen",1914,"FC Groningen",677,0,1,"A","2019-08-03"
1,"FC Twente '65",666,"PSV",674,1,1,"D","2019-08-03"
1,"VVV Venlo",668,"RKC Waalwijk",683,3,1,"H","2019-08-03"
1,"Heracles Almelo",671,"SC Heerenveen",673,0,4,"A","2019-08-04"
1,"Feyenoord Rotterdam",675,"Sparta Rotterdam",6806,2,2,"D","2019-08-04"
1,"ADO Den Haag",680,"FC Utrecht",676,2,4,"A","2019-08-04"
1,"AZ",682,"Fortuna Sittard",1920,4,0,"H","2019-08-04"
2,"Sparta Rotterdam",6806,"VVV Venlo",668,4,1,"H","2019-08-09"
2,"FC Groningen",677,"FC Twente '65",666,1,3,"A","2019-08-10"
2,"AFC Ajax",678,"FC Emmen",1914,5,0,"H","2019-08-10"
2,"Willem II Tilburg",672,"SBV Vitesse",679,0,2,"A","2019-08-10"
2,"Fortuna Sittard",1920,"Heracles Almelo",671,1,1,"D","2019-08-11"
2,"SC Heerenveen",673,"Feyenoord Rotterdam",675,1,1,"D","2019-08-11"
2,"RKC Waalwijk",683,"AZ",682,0,2,"A","2019-08-11"
2,"FC Utrecht",676,"PEC Zwolle",684,3,1,"H","2019-08-11"
2,"PSV",674,"ADO Den Haag",680,3,1,"H","2019-08-11"
3,"SBV Vitesse",679,"PEC Zwolle",684,3,0,"H","2019-08-16"
3,"ADO Den Haag",680,"Sparta Rotterdam",6806,1,2,"A","2019-08-17"
3,"VVV Venlo",668,"AFC Ajax",678,1,4,"A","2019-08-17"
3,"FC Emmen",1914,"SC Heerenveen",673,2,0,"H","2019-08-17"
3,"Fortuna Sittard",1920,"Willem II Tilburg",672,2,3,"A","2019-08-18"
3,"FC Twente '65",666,"RKC Waalwijk",683,3,3,"D","2019-08-18"
3,"Feyenoord Rotterdam",675,"FC Utrecht",676,1,1,"D","2019-08-18"
3,"AZ",682,"FC Groningen",677,0,0,"D","2019-08-18"
3,"Heracles Almelo",671,"PSV",674,0,2,"A","2019-08-18"
4,"Willem II Tilburg",672,"FC Emmen",1914,2,1,"H","2019-08-24"
4,"Heracles Almelo",671,"SBV Vitesse",679,1,1,"D","2019-08-24"
4,"SC Heerenveen",673,"FC Twente '65",666,0,0,"D","2019-08-24"
4,"RKC Waalwijk",683,"ADO Den Haag",680,0,3,"A","2019-08-25"
4,"FC Utrecht",676,"VVV Venlo",668,1,2,"A","2019-08-25"
4,"PEC Zwolle",684,"Sparta Rotterdam",6806,2,2,"D","2019-08-25"
5,"FC Emmen",1914,"PEC Zwolle",684,1,3,"A","2019-08-30"
5,"SC Heerenveen",673,"Fortuna Sittard",1920,1,1,"D","2019-08-31"
5,"FC Groningen",677,"Heracles Almelo",671,1,2,"A","2019-08-31"
5,"ADO Den Haag",680,"VVV Venlo",668,1,0,"H","2019-08-31"
5,"FC Twente '65",666,"FC Utrecht",676,3,1,"H","2019-09-01"
5,"Sparta Rotterdam",6806,"AFC Ajax",678,1,4,"A","2019-09-01"
5,"Willem II Tilburg",672,"Feyenoord Rotterdam",675,0,1,"A","2019-09-01"
5,"SBV Vitesse",679,"AZ",682,2,1,"H","2019-09-01"
5,"RKC Waalwijk",683,"PSV",674,1,3,"A","2019-09-01"
6,"AZ",682,"Sparta Rotterdam",6806,5,1,"H","2019-09-14"
6,"AFC Ajax",678,"SC Heerenveen",673,4,1,"H","2019-09-14"
6,"VVV Venlo",668,"FC Groningen",677,2,1,"H","2019-09-14"
6,"PSV",674,"SBV Vitesse",679,5,0,"H","2019-09-14"
6,"FC Utrecht",676,"FC Emmen",1914,3,1,"H","2019-09-14"
6,"PEC Zwolle",684,"RKC Waalwijk",683,6,2,"H","2019-09-15"
6,"Feyenoord Rotterdam",675,"ADO Den Haag",680,3,2,"H","2019-09-15"
6,"Heracles Almelo",671,"Willem II Tilburg",672,4,1,"H","2019-09-15"
6,"Fortuna Sittard",1920,"FC Twente '65",666,2,3,"A","2019-09-15"
