"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date"
1,"FC Utrecht",676,"AZ",682,NA,NA,NA,"2020-09-12"
1,"SC Heerenveen",673,"Willem II Tilburg",672,NA,NA,NA,"2020-09-12"
1,"PEC Zwolle",684,"Feyenoord Rotterdam",675,NA,NA,NA,"2020-09-12"
1,"FC Twente '65",666,"Fortuna Sittard",1920,NA,NA,NA,"2020-09-12"
1,"FC Emmen",1914,"VVV Venlo",668,NA,NA,NA,"2020-09-13"
1,"Heracles Almelo",671,"ADO Den Haag",680,NA,NA,NA,"2020-09-13"
1,"Sparta Rotterdam",6806,"AFC Ajax",678,NA,NA,NA,"2020-09-13"
1,"RKC Waalwijk",683,"SBV Vitesse",679,NA,NA,NA,"2020-09-13"
1,"FC Groningen",677,"PSV",674,NA,NA,NA,"2020-09-13"
2,"VVV Venlo",668,"FC Utrecht",676,NA,NA,NA,"2020-09-18"
2,"AZ",682,"PEC Zwolle",684,NA,NA,NA,"2020-09-19"
2,"SBV Vitesse",679,"Sparta Rotterdam",6806,NA,NA,NA,"2020-09-19"
2,"PSV",674,"FC Emmen",1914,NA,NA,NA,"2020-09-19"
2,"Fortuna Sittard",1920,"SC Heerenveen",673,NA,NA,NA,"2020-09-19"
2,"ADO Den Haag",680,"FC Groningen",677,NA,NA,NA,"2020-09-20"
2,"Feyenoord Rotterdam",675,"FC Twente '65",666,NA,NA,NA,"2020-09-20"
2,"Willem II Tilburg",672,"Heracles Almelo",671,NA,NA,NA,"2020-09-20"
2,"AFC Ajax",678,"RKC Waalwijk",683,NA,NA,NA,"2020-09-20"
3,"FC Twente '65",666,"FC Groningen",677,NA,NA,NA,"2020-09-25"
3,"PEC Zwolle",684,"Sparta Rotterdam",6806,NA,NA,NA,"2020-09-26"
3,"Fortuna Sittard",1920,"AZ",682,NA,NA,NA,"2020-09-26"
3,"SC Heerenveen",673,"VVV Venlo",668,NA,NA,NA,"2020-09-26"
3,"AFC Ajax",678,"SBV Vitesse",679,NA,NA,NA,"2020-09-26"
3,"Feyenoord Rotterdam",675,"ADO Den Haag",680,NA,NA,NA,"2020-09-27"
3,"FC Utrecht",676,"RKC Waalwijk",683,NA,NA,NA,"2020-09-27"
3,"Heracles Almelo",671,"PSV",674,NA,NA,NA,"2020-09-27"
3,"FC Emmen",1914,"Willem II Tilburg",672,NA,NA,NA,"2020-09-27"
4,"FC Utrecht",676,"SC Heerenveen",673,NA,NA,NA,"2020-10-02"
4,"SBV Vitesse",679,"Heracles Almelo",671,NA,NA,NA,"2020-10-03"
4,"RKC Waalwijk",683,"PEC Zwolle",684,NA,NA,NA,"2020-10-03"
4,"VVV Venlo",668,"ADO Den Haag",680,NA,NA,NA,"2020-10-03"
4,"FC Twente '65",666,"FC Emmen",1914,NA,NA,NA,"2020-10-03"
4,"FC Groningen",677,"AFC Ajax",678,NA,NA,NA,"2020-10-04"
4,"Willem II Tilburg",672,"Feyenoord Rotterdam",675,NA,NA,NA,"2020-10-04"
4,"Sparta Rotterdam",6806,"AZ",682,NA,NA,NA,"2020-10-04"
4,"PSV",674,"Fortuna Sittard",1920,NA,NA,NA,"2020-10-04"
5,"AFC Ajax",678,"SC Heerenveen",673,NA,NA,NA,"2020-10-17"
5,"Heracles Almelo",671,"RKC Waalwijk",683,NA,NA,NA,"2020-10-17"
5,"Willem II Tilburg",672,"FC Twente '65",666,NA,NA,NA,"2020-10-17"
5,"AZ",682,"VVV Venlo",668,NA,NA,NA,"2020-10-17"
5,"Feyenoord Rotterdam",675,"Sparta Rotterdam",6806,NA,NA,NA,"2020-10-18"
5,"ADO Den Haag",680,"SBV Vitesse",679,NA,NA,NA,"2020-10-18"
5,"FC Emmen",1914,"Fortuna Sittard",1920,NA,NA,NA,"2020-10-18"
5,"FC Groningen",677,"FC Utrecht",676,NA,NA,NA,"2020-10-18"
5,"PEC Zwolle",684,"PSV",674,NA,NA,NA,"2020-10-18"
6,"VVV Venlo",668,"AFC Ajax",678,NA,NA,NA,"2020-10-24"
6,"FC Utrecht",676,"FC Twente '65",666,NA,NA,NA,"2020-10-24"
6,"ADO Den Haag",680,"AZ",682,NA,NA,NA,"2020-10-24"
6,"SC Heerenveen",673,"FC Emmen",1914,NA,NA,NA,"2020-10-24"
6,"RKC Waalwijk",683,"Feyenoord Rotterdam",675,NA,NA,NA,"2020-10-25"
6,"SBV Vitesse",679,"PSV",674,NA,NA,NA,"2020-10-25"
6,"Fortuna Sittard",1920,"FC Groningen",677,NA,NA,NA,"2020-10-25"
6,"PEC Zwolle",684,"Willem II Tilburg",672,NA,NA,NA,"2020-10-25"
6,"Sparta Rotterdam",6806,"Heracles Almelo",671,NA,NA,NA,"2020-10-25"
7,"AFC Ajax",678,"Fortuna Sittard",1920,NA,NA,NA,"2020-10-31"
7,"FC Twente '65",666,"PEC Zwolle",684,NA,NA,NA,"2020-10-31"
7,"FC Groningen",677,"VVV Venlo",668,NA,NA,NA,"2020-10-31"
7,"AZ",682,"RKC Waalwijk",683,NA,NA,NA,"2020-10-31"
7,"Heracles Almelo",671,"FC Utrecht",676,NA,NA,NA,"2020-11-01"
7,"PSV",674,"ADO Den Haag",680,NA,NA,NA,"2020-11-01"
7,"Sparta Rotterdam",6806,"SC Heerenveen",673,NA,NA,NA,"2020-11-01"
7,"Willem II Tilburg",672,"SBV Vitesse",679,NA,NA,NA,"2020-11-01"
7,"FC Emmen",1914,"Feyenoord Rotterdam",675,NA,NA,NA,"2020-11-01"
8,"Fortuna Sittard",1920,"PEC Zwolle",684,NA,NA,NA,"2020-11-06"
8,"ADO Den Haag",680,"FC Twente '65",666,NA,NA,NA,"2020-11-07"
8,"VVV Venlo",668,"Heracles Almelo",671,NA,NA,NA,"2020-11-07"
8,"SC Heerenveen",673,"AZ",682,NA,NA,NA,"2020-11-07"
8,"SBV Vitesse",679,"FC Emmen",1914,NA,NA,NA,"2020-11-07"
8,"FC Utrecht",676,"AFC Ajax",678,NA,NA,NA,"2020-11-08"
8,"PSV",674,"Willem II Tilburg",672,NA,NA,NA,"2020-11-08"
8,"RKC Waalwijk",683,"Sparta Rotterdam",6806,NA,NA,NA,"2020-11-08"
8,"Feyenoord Rotterdam",675,"FC Groningen",677,NA,NA,NA,"2020-11-08"
9,"AFC Ajax",678,"Heracles Almelo",671,NA,NA,NA,"2020-11-21"
9,"Willem II Tilburg",672,"VVV Venlo",668,NA,NA,NA,"2020-11-21"
9,"AZ",682,"FC Emmen",1914,NA,NA,NA,"2020-11-21"
9,"PEC Zwolle",684,"FC Utrecht",676,NA,NA,NA,"2020-11-21"
9,"Sparta Rotterdam",6806,"ADO Den Haag",680,NA,NA,NA,"2020-11-22"
9,"FC Groningen",677,"SBV Vitesse",679,NA,NA,NA,"2020-11-22"
9,"Fortuna Sittard",1920,"Feyenoord Rotterdam",675,NA,NA,NA,"2020-11-22"
9,"FC Twente '65",666,"PSV",674,NA,NA,NA,"2020-11-22"
9,"RKC Waalwijk",683,"SC Heerenveen",673,NA,NA,NA,"2020-11-22"
10,"FC Twente '65",666,"RKC Waalwijk",683,NA,NA,NA,"2020-11-27"
10,"FC Emmen",1914,"AFC Ajax",678,NA,NA,NA,"2020-11-28"
10,"ADO Den Haag",680,"SC Heerenveen",673,NA,NA,NA,"2020-11-28"
10,"Heracles Almelo",671,"AZ",682,NA,NA,NA,"2020-11-28"
10,"VVV Venlo",668,"PEC Zwolle",684,NA,NA,NA,"2020-11-28"
10,"SBV Vitesse",679,"Fortuna Sittard",1920,NA,NA,NA,"2020-11-29"
10,"Feyenoord Rotterdam",675,"FC Utrecht",676,NA,NA,NA,"2020-11-29"
10,"FC Groningen",677,"Willem II Tilburg",672,NA,NA,NA,"2020-11-29"
10,"PSV",674,"Sparta Rotterdam",6806,NA,NA,NA,"2020-11-29"
11,"PEC Zwolle",684,"SBV Vitesse",679,NA,NA,NA,"2020-12-04"
11,"RKC Waalwijk",683,"VVV Venlo",668,NA,NA,NA,"2020-12-05"
11,"AZ",682,"FC Groningen",677,NA,NA,NA,"2020-12-05"
11,"Sparta Rotterdam",6806,"FC Emmen",1914,NA,NA,NA,"2020-12-05"
11,"AFC Ajax",678,"FC Twente '65",666,NA,NA,NA,"2020-12-05"
11,"FC Utrecht",676,"ADO Den Haag",680,NA,NA,NA,"2020-12-06"
11,"Feyenoord Rotterdam",675,"Heracles Almelo",671,NA,NA,NA,"2020-12-06"
11,"Fortuna Sittard",1920,"Willem II Tilburg",672,NA,NA,NA,"2020-12-06"
11,"SC Heerenveen",673,"PSV",674,NA,NA,NA,"2020-12-06"
12,"Heracles Almelo",671,"Fortuna Sittard",1920,NA,NA,NA,"2020-12-11"
12,"FC Twente '65",666,"AZ",682,NA,NA,NA,"2020-12-12"
12,"FC Emmen",1914,"ADO Den Haag",680,NA,NA,NA,"2020-12-12"
12,"AFC Ajax",678,"PEC Zwolle",684,NA,NA,NA,"2020-12-12"
12,"FC Groningen",677,"RKC Waalwijk",683,NA,NA,NA,"2020-12-12"
12,"PSV",674,"FC Utrecht",676,NA,NA,NA,"2020-12-13"
12,"SBV Vitesse",679,"SC Heerenveen",673,NA,NA,NA,"2020-12-13"
12,"VVV Venlo",668,"Feyenoord Rotterdam",675,NA,NA,NA,"2020-12-13"
12,"Willem II Tilburg",672,"Sparta Rotterdam",6806,NA,NA,NA,"2020-12-13"
13,"PEC Zwolle",684,"FC Emmen",1914,NA,NA,NA,"2020-12-18"
13,"Sparta Rotterdam",6806,"FC Groningen",677,NA,NA,NA,"2020-12-19"
13,"VVV Venlo",668,"FC Twente '65",666,NA,NA,NA,"2020-12-19"
13,"RKC Waalwijk",683,"PSV",674,NA,NA,NA,"2020-12-19"
13,"FC Utrecht",676,"Fortuna Sittard",1920,NA,NA,NA,"2020-12-19"
13,"SBV Vitesse",679,"Feyenoord Rotterdam",675,NA,NA,NA,"2020-12-20"
13,"SC Heerenveen",673,"Heracles Almelo",671,NA,NA,NA,"2020-12-20"
13,"ADO Den Haag",680,"AFC Ajax",678,NA,NA,NA,"2020-12-20"
13,"AZ",682,"Willem II Tilburg",672,NA,NA,NA,"2020-12-20"
14,"Fortuna Sittard",1920,"RKC Waalwijk",683,NA,NA,NA,"2020-12-22"
14,"FC Emmen",1914,"FC Utrecht",676,NA,NA,NA,"2020-12-22"
14,"PSV",674,"VVV Venlo",668,NA,NA,NA,"2020-12-22"
14,"FC Twente '65",666,"Sparta Rotterdam",6806,NA,NA,NA,"2020-12-22"
14,"AZ",682,"SBV Vitesse",679,NA,NA,NA,"2020-12-23"
14,"Willem II Tilburg",672,"AFC Ajax",678,NA,NA,NA,"2020-12-23"
14,"FC Groningen",677,"Heracles Almelo",671,NA,NA,NA,"2020-12-23"
14,"ADO Den Haag",680,"PEC Zwolle",684,NA,NA,NA,"2020-12-23"
14,"Feyenoord Rotterdam",675,"SC Heerenveen",673,NA,NA,NA,"2020-12-23"
15,"FC Emmen",1914,"FC Twente '65",666,NA,NA,NA,"2021-01-09"
15,"Heracles Almelo",671,"SBV Vitesse",679,NA,NA,NA,"2021-01-09"
15,"PEC Zwolle",684,"AZ",682,NA,NA,NA,"2021-01-09"
15,"FC Utrecht",676,"FC Groningen",677,NA,NA,NA,"2021-01-09"
15,"RKC Waalwijk",683,"ADO Den Haag",680,NA,NA,NA,"2021-01-10"
15,"Sparta Rotterdam",6806,"Feyenoord Rotterdam",675,NA,NA,NA,"2021-01-10"
15,"SC Heerenveen",673,"Fortuna Sittard",1920,NA,NA,NA,"2021-01-10"
15,"VVV Venlo",668,"Willem II Tilburg",672,NA,NA,NA,"2021-01-10"
15,"AFC Ajax",678,"PSV",674,NA,NA,NA,"2021-01-10"
16,"SBV Vitesse",679,"FC Utrecht",676,NA,NA,NA,"2021-01-12"
16,"Heracles Almelo",671,"FC Emmen",1914,NA,NA,NA,"2021-01-12"
16,"PSV",674,"AZ",682,NA,NA,NA,"2021-01-13"
16,"ADO Den Haag",680,"VVV Venlo",668,NA,NA,NA,"2021-01-13"
16,"Fortuna Sittard",1920,"Sparta Rotterdam",6806,NA,NA,NA,"2021-01-13"
16,"Feyenoord Rotterdam",675,"PEC Zwolle",684,NA,NA,NA,"2021-01-13"
16,"SC Heerenveen",673,"RKC Waalwijk",683,NA,NA,NA,"2021-01-14"
16,"FC Twente '65",666,"AFC Ajax",678,NA,NA,NA,"2021-01-14"
16,"Willem II Tilburg",672,"FC Groningen",677,NA,NA,NA,"2021-01-14"
17,"FC Emmen",1914,"SBV Vitesse",679,NA,NA,NA,"2021-01-16"
17,"FC Utrecht",676,"Heracles Almelo",671,NA,NA,NA,"2021-01-16"
17,"AZ",682,"ADO Den Haag",680,NA,NA,NA,"2021-01-16"
17,"PEC Zwolle",684,"Fortuna Sittard",1920,NA,NA,NA,"2021-01-16"
17,"RKC Waalwijk",683,"Willem II Tilburg",672,NA,NA,NA,"2021-01-17"
17,"FC Groningen",677,"FC Twente '65",666,NA,NA,NA,"2021-01-17"
17,"Sparta Rotterdam",6806,"PSV",674,NA,NA,NA,"2021-01-17"
17,"AFC Ajax",678,"Feyenoord Rotterdam",675,NA,NA,NA,"2021-01-17"
17,"VVV Venlo",668,"SC Heerenveen",673,NA,NA,NA,"2021-01-17"
18,"ADO Den Haag",680,"FC Emmen",1914,NA,NA,NA,"2021-01-22"
18,"Willem II Tilburg",672,"PEC Zwolle",684,NA,NA,NA,"2021-01-23"
18,"SBV Vitesse",679,"FC Groningen",677,NA,NA,NA,"2021-01-23"
18,"PSV",674,"RKC Waalwijk",683,NA,NA,NA,"2021-01-23"
18,"Heracles Almelo",671,"SC Heerenveen",673,NA,NA,NA,"2021-01-23"
18,"Fortuna Sittard",1920,"AFC Ajax",678,NA,NA,NA,"2021-01-24"
18,"FC Twente '65",666,"VVV Venlo",668,NA,NA,NA,"2021-01-24"
18,"FC Utrecht",676,"Sparta Rotterdam",6806,NA,NA,NA,"2021-01-24"
18,"Feyenoord Rotterdam",675,"AZ",682,NA,NA,NA,"2021-01-24"
19,"PEC Zwolle",684,"Heracles Almelo",671,NA,NA,NA,"2021-01-26"
19,"FC Emmen",1914,"PSV",674,NA,NA,NA,"2021-01-26"
19,"FC Groningen",677,"ADO Den Haag",680,NA,NA,NA,"2021-01-26"
19,"AZ",682,"FC Utrecht",676,NA,NA,NA,"2021-01-27"
19,"RKC Waalwijk",683,"Fortuna Sittard",1920,NA,NA,NA,"2021-01-27"
19,"VVV Venlo",668,"SBV Vitesse",679,NA,NA,NA,"2021-01-27"
19,"SC Heerenveen",673,"Feyenoord Rotterdam",675,NA,NA,NA,"2021-01-27"
19,"Sparta Rotterdam",6806,"FC Twente '65",666,NA,NA,NA,"2021-01-28"
19,"AFC Ajax",678,"Willem II Tilburg",672,NA,NA,NA,"2021-01-28"
20,"Heracles Almelo",671,"FC Groningen",677,NA,NA,NA,"2021-01-30"
20,"FC Utrecht",676,"PEC Zwolle",684,NA,NA,NA,"2021-01-30"
20,"Fortuna Sittard",1920,"VVV Venlo",668,NA,NA,NA,"2021-01-30"
20,"SBV Vitesse",679,"RKC Waalwijk",683,NA,NA,NA,"2021-01-30"
20,"FC Twente '65",666,"SC Heerenveen",673,NA,NA,NA,"2021-01-31"
20,"Feyenoord Rotterdam",675,"PSV",674,NA,NA,NA,"2021-01-31"
20,"Willem II Tilburg",672,"FC Emmen",1914,NA,NA,NA,"2021-01-31"
20,"AZ",682,"AFC Ajax",678,NA,NA,NA,"2021-01-31"
20,"ADO Den Haag",680,"Sparta Rotterdam",6806,NA,NA,NA,"2021-01-31"
21,"Fortuna Sittard",1920,"Heracles Almelo",671,NA,NA,NA,"2021-02-05"
21,"PSV",674,"FC Twente '65",666,NA,NA,NA,"2021-02-06"
21,"PEC Zwolle",684,"RKC Waalwijk",683,NA,NA,NA,"2021-02-06"
21,"FC Emmen",1914,"AZ",682,NA,NA,NA,"2021-02-06"
21,"SC Heerenveen",673,"SBV Vitesse",679,NA,NA,NA,"2021-02-06"
21,"FC Groningen",677,"Feyenoord Rotterdam",675,NA,NA,NA,"2021-02-07"
21,"AFC Ajax",678,"FC Utrecht",676,NA,NA,NA,"2021-02-07"
21,"Willem II Tilburg",672,"ADO Den Haag",680,NA,NA,NA,"2021-02-07"
21,"VVV Venlo",668,"Sparta Rotterdam",6806,NA,NA,NA,"2021-02-07"
22,"Feyenoord Rotterdam",675,"Willem II Tilburg",672,NA,NA,NA,"2021-02-15"
22,"AZ",682,"SC Heerenveen",673,NA,NA,NA,"2021-02-15"
22,"SBV Vitesse",679,"FC Twente '65",666,NA,NA,NA,"2021-02-15"
22,"RKC Waalwijk",683,"FC Emmen",1914,NA,NA,NA,"2021-02-15"
22,"FC Utrecht",676,"VVV Venlo",668,NA,NA,NA,"2021-02-15"
22,"Heracles Almelo",671,"AFC Ajax",678,NA,NA,NA,"2021-02-15"
22,"FC Groningen",677,"PEC Zwolle",684,NA,NA,NA,"2021-02-15"
22,"ADO Den Haag",680,"PSV",674,NA,NA,NA,"2021-02-15"
22,"Sparta Rotterdam",6806,"Fortuna Sittard",1920,NA,NA,NA,"2021-02-15"
23,"PSV",674,"SBV Vitesse",679,NA,NA,NA,"2021-02-22"
23,"AFC Ajax",678,"Sparta Rotterdam",6806,NA,NA,NA,"2021-02-22"
23,"SC Heerenveen",673,"FC Groningen",677,NA,NA,NA,"2021-02-22"
23,"FC Twente '65",666,"Feyenoord Rotterdam",675,NA,NA,NA,"2021-02-22"
23,"RKC Waalwijk",683,"Heracles Almelo",671,NA,NA,NA,"2021-02-22"
23,"VVV Venlo",668,"AZ",682,NA,NA,NA,"2021-02-22"
23,"Willem II Tilburg",672,"FC Utrecht",676,NA,NA,NA,"2021-02-22"
23,"Fortuna Sittard",1920,"ADO Den Haag",680,NA,NA,NA,"2021-02-22"
23,"FC Emmen",1914,"PEC Zwolle",684,NA,NA,NA,"2021-02-22"
24,"PSV",674,"AFC Ajax",678,NA,NA,NA,"2021-03-01"
24,"AZ",682,"Feyenoord Rotterdam",675,NA,NA,NA,"2021-03-01"
24,"SBV Vitesse",679,"VVV Venlo",668,NA,NA,NA,"2021-03-01"
24,"FC Utrecht",676,"FC Emmen",1914,NA,NA,NA,"2021-03-01"
24,"Heracles Almelo",671,"FC Twente '65",666,NA,NA,NA,"2021-03-01"
24,"FC Groningen",677,"Fortuna Sittard",1920,NA,NA,NA,"2021-03-01"
24,"ADO Den Haag",680,"RKC Waalwijk",683,NA,NA,NA,"2021-03-01"
24,"PEC Zwolle",684,"SC Heerenveen",673,NA,NA,NA,"2021-03-01"
24,"Sparta Rotterdam",6806,"Willem II Tilburg",672,NA,NA,NA,"2021-03-01"
25,"AFC Ajax",678,"FC Groningen",677,NA,NA,NA,"2021-03-08"
25,"Feyenoord Rotterdam",675,"VVV Venlo",668,NA,NA,NA,"2021-03-08"
25,"SC Heerenveen",673,"ADO Den Haag",680,NA,NA,NA,"2021-03-08"
25,"FC Twente '65",666,"Willem II Tilburg",672,NA,NA,NA,"2021-03-08"
25,"SBV Vitesse",679,"AZ",682,NA,NA,NA,"2021-03-08"
25,"RKC Waalwijk",683,"FC Utrecht",676,NA,NA,NA,"2021-03-08"
25,"Heracles Almelo",671,"PEC Zwolle",684,NA,NA,NA,"2021-03-08"
25,"Fortuna Sittard",1920,"PSV",674,NA,NA,NA,"2021-03-08"
25,"FC Emmen",1914,"Sparta Rotterdam",6806,NA,NA,NA,"2021-03-08"
26,"PSV",674,"Feyenoord Rotterdam",675,NA,NA,NA,"2021-03-15"
26,"AZ",682,"FC Twente '65",666,NA,NA,NA,"2021-03-15"
26,"FC Utrecht",676,"SBV Vitesse",679,NA,NA,NA,"2021-03-15"
26,"FC Groningen",677,"FC Emmen",1914,NA,NA,NA,"2021-03-15"
26,"ADO Den Haag",680,"Heracles Almelo",671,NA,NA,NA,"2021-03-15"
26,"VVV Venlo",668,"Fortuna Sittard",1920,NA,NA,NA,"2021-03-15"
26,"PEC Zwolle",684,"AFC Ajax",678,NA,NA,NA,"2021-03-15"
26,"Willem II Tilburg",672,"SC Heerenveen",673,NA,NA,NA,"2021-03-15"
26,"Sparta Rotterdam",6806,"RKC Waalwijk",683,NA,NA,NA,"2021-03-15"
27,"AFC Ajax",678,"ADO Den Haag",680,NA,NA,NA,"2021-03-22"
27,"Feyenoord Rotterdam",675,"FC Emmen",1914,NA,NA,NA,"2021-03-22"
27,"AZ",682,"PSV",674,NA,NA,NA,"2021-03-22"
27,"SC Heerenveen",673,"FC Twente '65",666,NA,NA,NA,"2021-03-22"
27,"SBV Vitesse",679,"Willem II Tilburg",672,NA,NA,NA,"2021-03-22"
27,"RKC Waalwijk",683,"FC Groningen",677,NA,NA,NA,"2021-03-22"
27,"Heracles Almelo",671,"Sparta Rotterdam",6806,NA,NA,NA,"2021-03-22"
27,"PEC Zwolle",684,"VVV Venlo",668,NA,NA,NA,"2021-03-22"
27,"Fortuna Sittard",1920,"FC Utrecht",676,NA,NA,NA,"2021-03-22"
28,"PSV",674,"Heracles Almelo",671,NA,NA,NA,"2021-04-05"
28,"Feyenoord Rotterdam",675,"Fortuna Sittard",1920,NA,NA,NA,"2021-04-05"
28,"SC Heerenveen",673,"AFC Ajax",678,NA,NA,NA,"2021-04-05"
28,"FC Twente '65",666,"SBV Vitesse",679,NA,NA,NA,"2021-04-05"
28,"ADO Den Haag",680,"FC Utrecht",676,NA,NA,NA,"2021-04-05"
28,"VVV Venlo",668,"FC Groningen",677,NA,NA,NA,"2021-04-05"
28,"Willem II Tilburg",672,"AZ",682,NA,NA,NA,"2021-04-05"
28,"Sparta Rotterdam",6806,"PEC Zwolle",684,NA,NA,NA,"2021-04-05"
28,"FC Emmen",1914,"RKC Waalwijk",683,NA,NA,NA,"2021-04-05"
29,"AZ",682,"Sparta Rotterdam",6806,NA,NA,NA,"2021-04-12"
29,"SBV Vitesse",679,"ADO Den Haag",680,NA,NA,NA,"2021-04-12"
29,"RKC Waalwijk",683,"AFC Ajax",678,NA,NA,NA,"2021-04-12"
29,"FC Utrecht",676,"Feyenoord Rotterdam",675,NA,NA,NA,"2021-04-12"
29,"Heracles Almelo",671,"Willem II Tilburg",672,NA,NA,NA,"2021-04-12"
29,"FC Groningen",677,"SC Heerenveen",673,NA,NA,NA,"2021-04-12"
29,"VVV Venlo",668,"PSV",674,NA,NA,NA,"2021-04-12"
29,"PEC Zwolle",684,"FC Twente '65",666,NA,NA,NA,"2021-04-12"
29,"Fortuna Sittard",1920,"FC Emmen",1914,NA,NA,NA,"2021-04-12"
30,"PSV",674,"FC Groningen",677,NA,NA,NA,"2021-04-26"
30,"AFC Ajax",678,"AZ",682,NA,NA,NA,"2021-04-26"
30,"Feyenoord Rotterdam",675,"SBV Vitesse",679,NA,NA,NA,"2021-04-26"
30,"SC Heerenveen",673,"PEC Zwolle",684,NA,NA,NA,"2021-04-26"
30,"FC Twente '65",666,"FC Utrecht",676,NA,NA,NA,"2021-04-26"
30,"ADO Den Haag",680,"Fortuna Sittard",1920,NA,NA,NA,"2021-04-26"
30,"Willem II Tilburg",672,"RKC Waalwijk",683,NA,NA,NA,"2021-04-26"
30,"Sparta Rotterdam",6806,"VVV Venlo",668,NA,NA,NA,"2021-04-26"
30,"FC Emmen",1914,"Heracles Almelo",671,NA,NA,NA,"2021-04-26"
31,"PSV",674,"SC Heerenveen",673,NA,NA,NA,"2021-05-03"
31,"AFC Ajax",678,"FC Emmen",1914,NA,NA,NA,"2021-05-03"
31,"SBV Vitesse",679,"PEC Zwolle",684,NA,NA,NA,"2021-05-03"
31,"RKC Waalwijk",683,"AZ",682,NA,NA,NA,"2021-05-03"
31,"FC Utrecht",676,"Willem II Tilburg",672,NA,NA,NA,"2021-05-03"
31,"Heracles Almelo",671,"VVV Venlo",668,NA,NA,NA,"2021-05-03"
31,"FC Groningen",677,"Sparta Rotterdam",6806,NA,NA,NA,"2021-05-03"
31,"ADO Den Haag",680,"Feyenoord Rotterdam",675,NA,NA,NA,"2021-05-03"
31,"Fortuna Sittard",1920,"FC Twente '65",666,NA,NA,NA,"2021-05-03"
32,"Feyenoord Rotterdam",675,"AFC Ajax",678,NA,NA,NA,"2021-05-10"
32,"AZ",682,"Fortuna Sittard",1920,NA,NA,NA,"2021-05-10"
32,"SC Heerenveen",673,"FC Utrecht",676,NA,NA,NA,"2021-05-10"
32,"FC Twente '65",666,"Heracles Almelo",671,NA,NA,NA,"2021-05-10"
32,"VVV Venlo",668,"RKC Waalwijk",683,NA,NA,NA,"2021-05-10"
32,"PEC Zwolle",684,"ADO Den Haag",680,NA,NA,NA,"2021-05-10"
32,"Willem II Tilburg",672,"PSV",674,NA,NA,NA,"2021-05-10"
32,"Sparta Rotterdam",6806,"SBV Vitesse",679,NA,NA,NA,"2021-05-10"
32,"FC Emmen",1914,"FC Groningen",677,NA,NA,NA,"2021-05-10"
