"","HA","vs","played","sched","cumulative"
"1","A","Ver","yes","0.32","0.32"
"2","H","SPA","yes","-0.80","-0.48"
"3","A","Bre","yes","-0.39","-0.87"
"4","H","Rom","yes","0.07","-0.80"
"5","A","Gen","yes","-0.13","-0.93"
"6","A","Udi","yes","0.02","-0.91"
"7","H","Laz","yes","0.56","-0.35"
"8","A","Juv","yes","0.81","0.47"
"9","H","Sam","yes","-0.55","-0.08"
"10","A","Cag","yes","0.18","0.09"
"11","H","Int","yes","0.48","0.57"
"12","A","Sas","yes","0.09","0.66"
"13","H","Par","yes","-0.12","0.54"
"14","A","Nap","yes","0.31","0.85"
"15","H","Mil","yes","-0.19","0.67"
"16","H","Ata","yes","0.17","0.84"
"17","A","Lec","yes","-0.08","0.76"
"18","H","Fir","yes","-0.38","0.38"
"19","A","Tor","yes","0.01","0.39"
"20","H","Ver","yes","-0.16","0.23"
"21","A","SPA","yes","-0.42","-0.19"
"22","H","Bre","yes","-0.78","-0.96"
"23","A","Rom","yes","0.51","-0.46"
"24","H","Gen","yes","-0.59","-1.05"
"25","H","Udi","yes","-0.46","-1.50"
"26","A","Laz","yes","0.80","-0.70"
"27","H","Juv","no","0.59","-0.11"
"28","A","Sam","no","-0.09","-0.20"
"29","H","Cag","no","-0.31","-0.52"
"30","A","Int","no","0.76","0.24"
"31","H","Sas","no","-0.39","-0.15"
"32","A","Par","no","0.35","0.20"
"33","H","Nap","no","-0.17","0.03"
"34","A","Mil","no","0.30","0.33"
"35","A","Ata","no","0.57","0.90"
"36","H","Lec","no","-0.54","0.36"
"37","A","Fir","no","0.11","0.46"
"38","H","Tor","no","-0.46","0.00"
