"","HA","vs","played","sched","cumulative"
"1","A","Fir","yes","0.04","0.04"
"2","A","Juv","yes","0.81","0.85"
"3","H","Sam","yes","-0.42","0.44"
"4","A","Lec","yes","-0.11","0.33"
"5","H","Cag","yes","-0.27","0.06"
"6","H","Bre","yes","-0.60","-0.55"
"7","A","Tor","yes","0.03","-0.52"
"8","H","Ver","yes","-0.21","-0.73"
"9","A","SPA","yes","-0.29","-1.02"
"10","H","Ata","yes","0.14","-0.88"
"11","A","Rom","yes","0.45","-0.42"
"12","H","Gen","yes","-0.45","-0.87"
"13","A","Mil","yes","0.22","-0.65"
"14","H","Bol","yes","-0.29","-0.94"
"15","A","Udi","yes","-0.05","-0.99"
"16","H","Par","yes","-0.16","-1.15"
"17","A","Sas","yes","0.10","-1.05"
"18","H","Int","yes","0.35","-0.70"
"19","A","Laz","yes","0.77","0.07"
"20","H","Fir","yes","-0.35","-0.28"
"21","H","Juv","yes","0.58","0.29"
"22","A","Sam","yes","-0.04","0.25"
"23","H","Lec","yes","-0.46","-0.21"
"24","A","Cag","yes","0.15","-0.06"
"25","A","Bre","yes","-0.33","-0.39"
"26","H","Tor","yes","-0.36","-0.76"
"27","A","Ver","yes","0.21","-0.55"
"28","H","SPA","no","-0.58","-1.13"
"29","A","Ata","no","0.54","-0.59"
"30","H","Rom","no","0.04","-0.55"
"31","A","Gen","no","-0.09","-0.64"
"32","H","Mil","no","-0.20","-0.84"
"33","A","Bol","no","0.12","-0.72"
"34","H","Udi","no","-0.42","-1.14"
"35","A","Par","no","0.26","-0.87"
"36","H","Sas","no","-0.31","-1.18"
"37","A","Int","no","0.68","-0.50"
"38","H","Laz","no","0.50","-0.00"
