"","HA","vs","played","sched","cumulative"
"1","A","SPA","yes","-0.26","-0.26"
"2","H","Tor","yes","-0.29","-0.54"
"3","A","Gen","yes","-0.10","-0.64"
"4","H","Fir","yes","-0.25","-0.90"
"5","A","Rom","yes","0.33","-0.57"
"6","A","Sas","yes","0.04","-0.53"
"7","H","Lec","yes","-0.31","-0.85"
"8","A","Laz","yes","0.70","-0.15"
"9","H","Udi","yes","-0.30","-0.44"
"10","A","Nap","yes","0.15","-0.29"
"11","H","Cag","yes","-0.20","-0.49"
"12","A","Sam","yes","-0.08","-0.58"
"13","H","Juv","yes","0.44","-0.14"
"14","A","Bre","yes","-0.23","-0.37"
"15","H","Ver","yes","-0.14","-0.51"
"16","A","Bol","yes","0.12","-0.39"
"17","H","Mil","yes","-0.15","-0.53"
"18","H","Par","yes","-0.12","-0.65"
"19","A","Int","yes","0.66","0.01"
"20","H","SPA","yes","-0.44","-0.43"
"21","A","Tor","yes","0.00","-0.42"
"22","H","Gen","yes","-0.35","-0.77"
"23","A","Fir","yes","0.05","-0.72"
"24","H","Rom","yes","-0.04","-0.76"
"25","H","Sas","no","-0.26","-1.02"
"26","A","Lec","no","-0.05","-1.07"
"27","H","Laz","no","0.39","-0.68"
"28","A","Udi","no","-0.01","-0.69"
"29","H","Nap","no","-0.18","-0.87"
"30","A","Cag","no","0.13","-0.75"
"31","H","Sam","no","-0.34","-1.09"
"32","A","Juv","no","0.73","-0.36"
"33","H","Bre","no","-0.42","-0.78"
"34","A","Ver","no","0.21","-0.57"
"35","H","Bol","no","-0.20","-0.77"
"36","A","Mil","no","0.20","-0.57"
"37","A","Par","no","0.24","-0.33"
"38","H","Int","no","0.33","0.00"
