"","HA","vs","played","sched","cumulative"
"1","H","Lec","yes","-0.24","-0.24"
"2","A","Cag","yes","0.03","-0.20"
"3","H","Udi","yes","-0.22","-0.42"
"4","A","Mil","yes","0.22","-0.20"
"5","H","Laz","yes","0.15","-0.04"
"6","A","Sam","yes","0.01","-0.03"
"7","H","Juv","yes","0.33","0.30"
"8","A","Sas","yes","0.14","0.44"
"9","H","Par","yes","-0.17","0.27"
"10","A","Bre","yes","-0.17","0.10"
"11","A","Bol","yes","0.07","0.17"
"12","H","Ver","yes","-0.14","0.03"
"13","A","Tor","yes","-0.01","0.02"
"14","H","SPA","yes","-0.30","-0.28"
"15","H","Rom","yes","-0.04","-0.32"
"16","A","Fir","yes","0.00","-0.32"
"17","H","Gen","yes","-0.24","-0.56"
"18","A","Nap","yes","0.21","-0.35"
"19","H","Ata","yes","0.16","-0.19"
"20","A","Lec","yes","-0.07","-0.26"
"21","H","Cag","yes","-0.18","-0.44"
"22","A","Udi","yes","-0.03","-0.47"
"23","H","Mil","yes","-0.06","-0.53"
"24","A","Laz","yes","0.49","-0.04"
"25","A","Juv","yes","0.65","0.60"
"26","H","Sam","yes","-0.19","0.41"
"27","H","Sas","yes","-0.12","0.29"
"28","A","Par","yes","0.05","0.34"
"29","H","Bre","yes","-0.29","0.05"
"30","H","Bol","yes","-0.16","-0.11"
"31","A","Ver","yes","0.10","-0.01"
"32","H","Tor","yes","-0.21","-0.21"
"33","A","SPA","no","-0.19","-0.40"
"34","A","Rom","no","0.26","-0.14"
"35","H","Fir","no","-0.20","-0.34"
"36","A","Gen","no","-0.08","-0.42"
"37","H","Nap","no","-0.07","-0.49"
"38","A","Ata","no","0.49","-0.00"
