"","HA","vs","played","sched","cumulative"
"1","A","Par","yes","0.06","0.06"
"2","H","Nap","yes","-0.05","0.01"
"3","A","Fir","yes","0.06","0.08"
"4","H","Ver","yes","-0.15","-0.07"
"5","A","Bre","yes","-0.16","-0.23"
"6","H","SPA","yes","-0.28","-0.51"
"7","A","Int","yes","0.50","-0.01"
"8","H","Bol","yes","-0.16","-0.17"
"9","A","Lec","yes","-0.08","-0.24"
"10","H","Gen","yes","-0.20","-0.45"
"11","A","Tor","yes","-0.03","-0.47"
"12","H","Mil","yes","-0.02","-0.49"
"13","A","Ata","yes","0.44","-0.05"
"14","H","Sas","yes","-0.13","-0.18"
"15","A","Laz","yes","0.44","0.26"
"16","H","Udi","yes","-0.17","0.09"
"17","A","Sam","yes","-0.01","0.08"
"18","H","Cag","yes","-0.17","-0.09"
"19","A","Rom","yes","0.33","0.24"
"20","H","Par","yes","-0.15","0.09"
"21","A","Nap","yes","0.22","0.31"
"22","H","Fir","yes","-0.15","0.16"
"23","A","Ver","yes","0.06","0.23"
"24","H","Bre","yes","-0.26","-0.03"
"25","A","SPA","yes","-0.20","-0.23"
"26","H","Int","yes","0.17","-0.06"
"27","A","Bol","yes","0.04","-0.02"
"28","H","Lec","yes","-0.22","-0.24"
"29","A","Gen","yes","-0.04","-0.28"
"30","H","Tor","yes","-0.20","-0.47"
"31","A","Mil","yes","0.27","-0.20"
"32","H","Ata","yes","0.12","-0.08"
"33","A","Sas","yes","0.09","0.00"
"34","H","Laz","yes","0.12","0.12"
"35","A","Udi","yes","0.02","0.14"
"36","H","Sam","yes","-0.19","-0.04"
"37","A","Cag","yes","0.02","-0.02"
"38","H","Rom","yes","0.02","-0.00"
