"","HA","vs","played","sched","cumulative"
"1","H","Sas","yes","-0.40","-0.40"
"2","A","Ata","yes","0.60","0.20"
"3","H","Lec","yes","-0.62","-0.42"
"4","A","Sam","yes","-0.01","-0.43"
"5","H","Mil","yes","-0.28","-0.71"
"6","A","Par","yes","0.31","-0.40"
"7","H","Nap","yes","-0.17","-0.57"
"8","A","Udi","yes","0.00","-0.57"
"9","H","Cag","yes","-0.35","-0.91"
"10","A","Laz","yes","0.82","-0.10"
"11","H","Juv","yes","0.65","0.55"
"12","A","Bre","yes","-0.48","0.07"
"13","H","Int","yes","0.49","0.56"
"14","A","Gen","yes","-0.04","0.52"
"15","H","Fir","yes","-0.43","0.09"
"16","A","Ver","yes","0.30","0.39"
"17","H","SPA","yes","-0.85","-0.46"
"18","A","Rom","yes","0.54","0.08"
"19","H","Bol","yes","-0.34","-0.26"
"20","A","Sas","yes","0.15","-0.12"
"21","H","Ata","yes","0.21","0.09"
"22","A","Lec","yes","-0.07","0.02"
"23","H","Sam","yes","-0.57","-0.55"
"24","A","Mil","yes","0.26","-0.29"
"25","A","Nap","yes","0.34","0.05"
"26","H","Udi","no","-0.55","-0.50"
"27","H","Par","no","-0.21","-0.71"
"28","H","Laz","no","0.59","-0.12"
"29","A","Cag","no","0.20","0.08"
"30","A","Juv","no","0.84","0.93"
"31","H","Bre","no","-0.96","-0.03"
"32","A","Int","no","0.76","0.73"
"33","H","Gen","no","-0.59","0.13"
"34","A","Fir","no","0.12","0.26"
"35","H","Ver","no","-0.23","0.03"
"36","A","SPA","no","-0.34","-0.31"
"37","H","Rom","no","0.10","-0.20"
"38","A","Bol","no","0.20","0.00"
