"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Mil","yes",0,-1,"0.36","0.64","0.64"
"2","A","Sas","yes",1,0,"0.95","0.05","0.69"
"3","H","Int","yes",1,0,"0.60","0.40","1.09"
"4","A","Emp","yes",3,3,"1.27","-0.27","0.82"
"5","H","Nap","yes",0,-4,"0.45","0.55","1.37"
"6","A","Juv","yes",0,-1,"0.57","0.43","1.80"
"7","H","Udi","yes",1,0,"1.26","-0.26","1.55"
"8","A","Cag","yes",0,-2,"1.36","-0.36","1.19"
"9","H","Spe","yes",3,1,"1.44","-0.44","0.75"
"10","H","Ata","yes",0,-2,"0.56","0.44","1.19"
"11","A","Tor","yes",0,-3,"0.75","0.25","1.45"
"12","H","Bol","yes",0,-1,"1.46","-0.46","0.98"
"13","A","Sal","yes",3,2,"1.36","-0.36","0.62"
"14","H","Ver","yes",3,2,"1.22","-0.22","0.40"
"15","A","Fir","yes",0,-2,"0.38","0.62","1.03"
"16","H","Laz","yes",0,-2,"1.01","-0.01","1.02"
"17","A","Gen","yes",3,2,"1.24","-0.24","0.78"
"18","H","Ven","yes",1,0,"1.70","-0.69","0.08"
"19","A","Rom","yes",1,0,"0.52","0.48","0.56"
"20","H","Cag","yes",0,-1,"1.59","-0.59","-0.03"
"21","A","Nap","yes",0,-1,"0.55","0.45","0.42"
"22","H","Tor","yes",0,-1,"1.31","-0.31","0.11"
"23","A","Spe","yes",0,-1,"1.21","-0.21","-0.10"
"24","H","Sas","yes",3,4,"1.07","-0.07","-0.17"
"25","A","Mil","yes",0,-1,"0.44","0.56","0.39"
"26","H","Emp","yes",3,2,"1.15","-0.15","0.24"
"27","A","Ata","yes",0,-4,"1.15","-0.15","0.09"
"28","A","Udi","yes",0,-1,"0.90","0.10","0.19"
"29","H","Juv","yes",0,-2,"0.72","0.28","0.46"
"30","A","Ven","yes",3,2,"1.41","-0.41","0.06"
"31","H","Rom","yes",0,-1,"1.05","-0.05","0.00"
"32","A","Bol","yes",0,-2,"0.78","0.22","0.22"
"33","H","Sal","yes",0,-1,"1.53","-0.53","-0.31"
"34","A","Ver","yes",1,0,"0.72","0.28","-0.02"
"35","H","Gen","yes",3,1,"1.82","-0.82","-0.84"
"36","A","Laz","yes",0,-2,"0.53","0.47","-0.37"
"37","H","Fir","yes",3,3,"1.34","-0.34","-0.71"
"38","A","Int","yes",0,-3,"0.29","0.71","-0.00"
