"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Ata","yes",0,-1,"0.79","0.34","0.34"
"2","A","Fir","yes",0,-1,"0.41","0.65","0.99"
"3","H","Sal","yes",3,4,"2.09","-0.75","0.24"
"4","A","Sas","yes",3,1,"0.96","0.20","0.44"
"5","H","Laz","yes",1,0,"1.50","-0.25","0.18"
"6","A","Ven","yes",1,0,"1.33","-0.11","0.07"
"7","H","Juv","yes",0,-1,"0.99","0.17","0.24"
"8","A","Nap","yes",0,-1,"0.54","0.55","0.79"
"9","H","Gen","yes",3,1,"2.05","-0.72","0.06"
"10","A","Mil","yes",0,-1,"0.48","0.60","0.66"
"11","H","Sam","yes",3,3,"2.03","-0.70","-0.04"
"12","A","Spe","yes",0,-1,"1.14","0.04","0.01"
"13","H","Udi","yes",3,1,"1.91","-0.60","-0.60"
"14","A","Rom","yes",0,-1,"0.49","0.59","-0.00"
"15","H","Emp","yes",1,0,"1.51","-0.27","-0.27"
"16","A","Cag","yes",1,0,"1.34","-0.12","-0.39"
"17","H","Bol","yes",3,1,"1.94","-0.63","-1.02"
"18","H","Ver","yes",3,1,"1.77","-0.48","-1.50"
"19","A","Int","yes",0,-1,"0.31","0.74","-0.76"
"20","H","Fir","yes",3,4,"1.70","-0.42","-1.19"
"21","A","Sam","yes",3,1,"1.04","0.13","-1.06"
"22","H","Sas","yes",1,0,"1.36","-0.14","-1.20"
"23","A","Udi","yes",0,-2,"0.81","0.32","-0.88"
"24","H","Ven","yes",0,-1,"1.92","-0.61","-1.49"
"25","A","Juv","yes",1,0,"0.49","0.59","-0.90"
"26","H","Cag","yes",0,-1,"1.80","-0.51","-1.41"
"27","A","Bol","yes",1,0,"0.77","0.36","-1.05"
"28","H","Int","yes",1,0,"1.04","0.13","-0.92"
"29","A","Gen","yes",0,-1,"1.35","-0.13","-1.05"
"30","A","Sal","no",NA,NA,"1.42","-0.19","-1.24"
"31","H","Mil","no",NA,NA,"0.68","0.43","-0.81"
"32","A","Laz","no",NA,NA,"0.46","0.61","-0.19"
"33","H","Spe","no",NA,NA,"1.89","-0.59","-0.78"
"34","A","Emp","no",NA,NA,"1.28","-0.07","-0.85"
"35","H","Nap","no",NA,NA,"0.69","0.42","-0.43"
"36","A","Ver","no",NA,NA,"0.58","0.52","0.09"
"37","H","Rom","no",NA,NA,"1.57","-0.31","-0.23"
"38","A","Ata","no",NA,NA,"0.92","0.23","0.00"
