"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Gen","yes",3,4,"2.35","-0.22","-0.22"
"2","A","Ver","yes",3,2,"1.56","0.18","-0.04"
"3","A","Sam","yes",1,0,"2.22","-0.16","-0.19"
"4","H","Bol","yes",3,5,"2.29","-0.19","-0.39"
"5","A","Fir","yes",3,2,"1.68","0.12","-0.26"
"6","H","Ata","yes",1,0,"1.11","0.42","0.16"
"7","A","Sas","yes",3,1,"2.17","-0.13","0.03"
"8","A","Laz","yes",0,-2,"1.36","0.29","0.32"
"9","H","Juv","yes",1,0,"1.65","0.14","0.46"
"10","A","Emp","yes",3,2,"2.48","-0.29","0.17"
"11","H","Udi","yes",3,2,"2.12","-0.10","0.07"
"12","A","Mil","yes",1,0,"1.12","0.42","0.48"
"13","H","Nap","no",NA,NA,"0.97","0.50","0.98"
"14","A","Ven","no",NA,NA,"2.14","-0.11","0.87"
"15","H","Spe","no",NA,NA,"2.44","-0.27","0.60"
"16","A","Rom","no",NA,NA,"1.05","0.46","1.05"
"17","H","Cag","no",NA,NA,"2.37","-0.23","0.82"
"18","A","Sal","no",NA,NA,"2.28","-0.19","0.63"
"19","H","Tor","no",NA,NA,"2.30","-0.20","0.44"
"20","A","Bol","no",NA,NA,"1.52","0.21","0.65"
"21","H","Laz","no",NA,NA,"2.22","-0.16","0.49"
"22","A","Ata","no",NA,NA,"2.06","-0.07","0.41"
"23","H","Ven","no",NA,NA,"2.43","-0.26","0.15"
"24","H","Mil","no",NA,NA,"0.85","0.56","0.71"
"25","A","Nap","no",NA,NA,"1.17","0.39","1.10"
"26","H","Sas","no",NA,NA,"2.04","-0.06","1.03"
"27","A","Gen","no",NA,NA,"2.38","-0.24","0.79"
"28","H","Sal","no",NA,NA,"2.42","-0.26","0.54"
"29","A","Tor","no",NA,NA,"1.84","0.04","0.58"
"30","H","Fir","no",NA,NA,"1.99","-0.03","0.54"
"31","A","Juv","no",NA,NA,"1.66","0.13","0.68"
"32","H","Ver","no",NA,NA,"2.32","-0.21","0.47"
"33","A","Spe","no",NA,NA,"2.11","-0.10","0.37"
"34","H","Rom","no",NA,NA,"2.20","-0.15","0.22"
"35","A","Udi","no",NA,NA,"2.03","-0.06","0.16"
"36","H","Emp","no",NA,NA,"1.27","0.34","0.50"
"37","A","Cag","no",NA,NA,"2.42","-0.26","0.24"
"38","H","Sam","no",NA,NA,"2.38","-0.24","0.00"
