"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Spe","yes",1,0,"1.05","-0.11","-0.11"
"2","A","Mil","yes",0,-3,"0.65","0.31","0.21"
"3","H","Gen","yes",0,-1,"1.31","-0.38","-0.17"
"4","A","Laz","yes",1,0,"0.67","0.30","0.13"
"5","H","Emp","yes",0,-2,"0.78","0.18","0.31"
"6","A","Nap","yes",0,-2,"0.72","0.24","0.55"
"7","H","Ven","yes",1,0,"1.12","-0.17","0.38"
"8","H","Sam","yes",3,2,"1.27","-0.34","0.04"
"9","A","Fir","yes",0,-3,"0.57","0.41","0.45"
"10","H","Rom","yes",0,-1,"0.81","0.15","0.60"
"11","A","Bol","yes",0,-2,"1.00","-0.05","0.55"
"12","H","Ata","yes",0,-1,"0.33","0.65","1.20"
"13","A","Sas","yes",1,0,"1.31","-0.37","0.82"
"14","H","Sal","yes",1,0,"1.36","-0.43","0.40"
"15","A","Ver","yes",1,0,"0.73","0.23","0.63"
"16","H","Tor","yes",1,0,"1.18","-0.24","0.39"
"17","A","Int","yes",0,-4,"0.43","0.55","0.94"
"18","H","Udi","yes",0,-4,"1.14","-0.20","0.74"
"19","A","Juv","yes",0,-2,"0.67","0.30","1.03"
"20","A","Sam","yes",3,1,"1.31","-0.37","0.66"
"21","H","Bol","yes",3,1,"1.17","-0.23","0.43"
"22","A","Rom","yes",0,-1,"0.66","0.31","0.74"
"23","H","Fir","yes",1,0,"0.94","0.02","0.76"
"24","A","Ata","yes",3,1,"1.13","-0.18","0.57"
"25","A","Emp","yes",1,0,"1.56","-0.64","-0.07"
"26","H","Nap","yes",1,0,"0.32","0.67","0.60"
"27","A","Tor","yes",3,1,"0.91","0.05","0.65"
"28","H","Laz","yes",0,-3,"0.76","0.20","0.85"
"29","A","Spe","yes",0,-2,"1.42","-0.49","0.36"
"30","H","Mil","no",NA,NA,"0.28","0.71","1.07"
"31","A","Udi","no",NA,NA,"1.03","-0.08","0.99"
"32","H","Juv","no",NA,NA,"0.43","0.54","1.53"
"33","H","Sas","no",NA,NA,"0.66","0.30","1.83"
"34","A","Gen","no",NA,NA,"1.76","-0.85","0.98"
"35","H","Ver","no",NA,NA,"1.00","-0.05","0.93"
"36","A","Sal","no",NA,NA,"1.70","-0.79","0.14"
"37","H","Int","no",NA,NA,"0.44","0.54","0.68"
"38","A","Ven","no",NA,NA,"1.60","-0.68","0.00"
