"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Juv","yes",1,0,"0.80","0.28","0.28"
"2","H","Ven","yes",3,3,"1.67","-0.49","-0.20"
"3","A","Spe","yes",3,1,"1.36","-0.21","-0.41"
"4","H","Nap","yes",0,-4,"0.67","0.40","-0.01"
"5","A","Rom","yes",0,-1,"0.49","0.56","0.55"
"6","H","Fir","yes",0,-1,"1.26","-0.13","0.42"
"7","A","Sam","yes",1,0,"1.26","-0.13","0.29"
"8","H","Bol","yes",1,0,"1.34","-0.20","0.10"
"9","A","Ata","yes",1,0,"0.98","0.13","0.22"
"10","H","Ver","yes",1,0,"1.70","-0.52","-0.30"
"11","A","Int","yes",0,-2,"0.34","0.70","0.40"
"12","H","Sas","yes",3,1,"1.15","-0.03","0.37"
"13","A","Tor","yes",0,-1,"0.75","0.33","0.70"
"14","H","Gen","yes",1,0,"1.76","-0.57","0.13"
"15","A","Laz","yes",1,0,"0.61","0.46","0.59"
"16","A","Emp","yes",0,-2,"1.21","-0.08","0.52"
"17","H","Mil","no",NA,NA,"0.52","0.53","1.05"
"18","A","Cag","no",NA,NA,"1.64","-0.46","0.59"
"19","H","Sal","no",NA,NA,"1.96","-0.75","-0.16"
"20","A","Fir","no",NA,NA,"0.50","0.55","0.39"
"21","H","Ata","no",NA,NA,"0.28","0.75","1.14"
"22","A","Juv","no",NA,NA,"0.74","0.34","1.49"
"23","A","Gen","no",NA,NA,"1.72","-0.53","0.95"
"24","H","Tor","no",NA,NA,"1.72","-0.53","0.42"
"25","A","Ver","no",NA,NA,"0.59","0.47","0.89"
"26","H","Laz","no",NA,NA,"1.35","-0.21","0.68"
"27","A","Mil","no",NA,NA,"0.50","0.55","1.24"
"28","H","Sam","no",NA,NA,"1.57","-0.40","0.84"
"29","H","Rom","no",NA,NA,"1.53","-0.36","0.47"
"30","A","Nap","no",NA,NA,"0.41","0.63","1.10"
"31","H","Cag","no",NA,NA,"1.70","-0.52","0.59"
"32","A","Ven","no",NA,NA,"1.46","-0.30","0.29"
"33","H","Emp","no",NA,NA,"0.88","0.22","0.51"
"34","A","Bol","no",NA,NA,"0.89","0.21","0.72"
"35","H","Int","no",NA,NA,"0.53","0.53","1.25"
"36","A","Sas","no",NA,NA,"1.25","-0.11","1.14"
"37","H","Spe","no",NA,NA,"1.87","-0.67","0.47"
"38","A","Sal","no",NA,NA,"1.65","-0.47","0.00"
