"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Sal","yes",3,1,"2.18","-0.60","-0.60"
"2","A","Ata","yes",1,0,"1.24","0.09","-0.50"
"3","H","Ver","yes",3,1,"1.95","-0.43","-0.93"
"4","A","Int","yes",0,-5,"0.47","0.66","-0.27"
"5","H","Gen","yes",1,0,"2.00","-0.47","-0.74"
"6","A","Emp","yes",0,-2,"1.48","-0.08","-0.82"
"7","H","Laz","yes",3,3,"1.62","-0.19","-1.01"
"8","A","Udi","yes",1,0,"1.39","-0.01","-1.02"
"9","H","Mil","yes",0,-2,"0.70","0.49","-0.53"
"10","A","Nap","yes",0,-3,"0.56","0.59","0.06"
"11","H","Cag","yes",3,2,"1.95","-0.43","-0.37"
"12","A","Sam","yes",3,1,"1.53","-0.12","-0.49"
"13","H","Ven","yes",0,-1,"1.92","-0.41","-0.90"
"14","A","Spe","yes",3,1,"1.64","-0.20","-1.10"
"15","H","Rom","yes",3,1,"1.79","-0.31","-1.41"
"16","H","Fir","yes",0,-1,"1.53","-0.12","-1.53"
"17","A","Tor","no",NA,NA,"0.98","0.28","-1.25"
"18","H","Juv","no",NA,NA,"1.04","0.24","-1.01"
"19","A","Sas","no",NA,NA,"1.52","-0.12","-1.12"
"20","H","Int","no",NA,NA,"0.71","0.48","-0.64"
"21","A","Cag","no",NA,NA,"1.92","-0.40","-1.04"
"22","H","Nap","no",NA,NA,"0.88","0.36","-0.69"
"23","A","Ver","no",NA,NA,"0.79","0.42","-0.26"
"24","H","Emp","no",NA,NA,"1.12","0.18","-0.08"
"25","A","Laz","no",NA,NA,"0.81","0.41","0.33"
"26","H","Spe","no",NA,NA,"2.10","-0.54","-0.21"
"27","A","Sal","no",NA,NA,"1.91","-0.40","-0.61"
"28","H","Tor","no",NA,NA,"2.02","-0.48","-1.09"
"29","A","Fir","no",NA,NA,"0.68","0.50","-0.58"
"30","H","Ata","no",NA,NA,"0.39","0.72","0.13"
"31","A","Mil","no",NA,NA,"0.68","0.51","0.64"
"32","H","Sam","no",NA,NA,"1.83","-0.34","0.30"
"33","A","Juv","no",NA,NA,"0.96","0.30","0.60"
"34","H","Udi","no",NA,NA,"1.86","-0.36","0.24"
"35","A","Rom","no",NA,NA,"0.67","0.51","0.75"
"36","A","Ven","no",NA,NA,"1.73","-0.27","0.48"
"37","H","Sas","no",NA,NA,"1.42","-0.04","0.44"
"38","A","Gen","no",NA,NA,"1.97","-0.44","-0.00"
