"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Ver","yes",3,1,"1.22","0.07","0.07"
"2","H","Sam","yes",1,0,"1.73","-0.31","-0.24"
"3","A","Rom","yes",0,-1,"0.95","0.28","0.05"
"4","H","Tor","yes",0,-1,"1.44","-0.09","-0.05"
"5","A","Ata","yes",0,-1,"1.73","-0.31","-0.36"
"6","H","Sal","yes",3,1,"1.66","-0.26","-0.61"
"7","H","Int","yes",0,-1,"0.68","0.48","-0.13"
"8","A","Gen","yes",1,0,"1.81","-0.37","-0.51"
"9","H","Ven","yes",3,2,"1.82","-0.38","-0.89"
"10","A","Juv","yes",3,1,"1.01","0.23","-0.65"
"11","H","Emp","yes",0,-1,"1.27","0.04","-0.62"
"12","A","Udi","yes",0,-1,"1.46","-0.10","-0.72"
"13","H","Cag","yes",1,0,"1.71","-0.30","-1.02"
"14","A","Mil","yes",3,2,"0.81","0.39","-0.63"
"15","H","Nap","yes",1,0,"0.51","0.61","-0.02"
"16","A","Spe","yes",1,0,"1.78","-0.35","-0.37"
"17","H","Laz","yes",3,1,"1.13","0.14","-0.23"
"18","A","Fir","yes",1,0,"0.71","0.46","0.23"
"19","H","Bol","yes",0,-3,"1.59","-0.20","0.03"
"20","H","Gen","yes",1,0,"1.94","-0.47","-0.44"
"21","A","Emp","yes",3,4,"1.84","-0.40","-0.84"
"22","H","Ver","yes",0,-2,"1.35","-0.02","-0.86"
"23","A","Tor","yes",1,0,"1.26","0.04","-0.82"
"24","A","Sam","yes",0,-4,"1.63","-0.24","-1.05"
"25","H","Rom","yes",1,0,"1.17","0.11","-0.94"
"26","A","Int","yes",3,2,"0.57","0.57","-0.37"
"27","H","Fir","yes",3,1,"1.46","-0.11","-0.48"
"28","A","Ven","yes",3,3,"1.97","-0.49","-0.97"
"29","A","Sal","yes",1,0,"1.92","-0.46","-1.43"
"30","H","Spe","yes",3,3,"1.57","-0.19","-1.62"
"31","A","Laz","yes",0,-1,"0.95","0.28","-1.34"
"32","H","Ata","yes",3,1,"0.64","0.52","-0.82"
"33","A","Cag","yes",0,-1,"1.92","-0.46","-1.28"
"34","H","Juv","yes",0,-1,"0.82","0.38","-0.90"
"35","A","Nap","yes",0,-5,"0.99","0.25","-0.65"
"36","H","Udi","yes",1,0,"1.38","-0.05","-0.70"
"37","A","Bol","yes",3,2,"1.30","0.01","-0.69"
"38","H","Mil","yes",0,-3,"0.41","0.69","-0.00"
