"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Ven","yes",3,2,"2.29","-0.15","-0.15"
"2","A","Gen","yes",3,1,"2.48","-0.25","-0.39"
"3","H","Juv","yes",3,1,"1.36","0.32","-0.07"
"4","A","Udi","yes",3,4,"2.27","-0.14","-0.21"
"5","A","Sam","yes",3,4,"2.38","-0.19","-0.40"
"6","H","Cag","yes",3,2,"2.21","-0.11","-0.51"
"7","A","Fir","yes",3,1,"1.54","0.23","-0.29"
"8","H","Tor","yes",3,1,"1.99","-0.00","-0.29"
"9","A","Rom","yes",1,0,"1.83","0.08","-0.20"
"10","H","Bol","yes",3,3,"2.12","-0.06","-0.27"
"11","A","Sal","yes",3,1,"2.54","-0.28","-0.54"
"12","H","Ver","yes",1,0,"1.91","0.04","-0.50"
"13","A","Int","yes",0,-1,"1.33","0.34","-0.16"
"14","H","Laz","yes",3,4,"1.70","0.15","-0.02"
"15","A","Sas","yes",1,0,"2.31","-0.16","-0.17"
"16","H","Ata","yes",0,-1,"1.11","0.44","0.27"
"17","H","Emp","yes",0,-1,"1.84","0.08","0.35"
"18","A","Mil","yes",3,1,"1.67","0.16","0.51"
"19","H","Spe","yes",0,-1,"2.10","-0.05","0.46"
"20","A","Juv","yes",1,0,"1.90","0.05","0.50"
"21","H","Sam","yes",3,1,"2.22","-0.12","0.39"
"22","A","Bol","yes",3,2,"2.16","-0.08","0.31"
"23","H","Sal","yes",3,3,"2.17","-0.09","0.22"
"24","A","Ven","yes",3,2,"2.56","-0.29","-0.07"
"25","H","Int","yes",1,0,"1.18","0.41","0.34"
"26","A","Cag","yes",1,0,"2.54","-0.27","0.07"
"27","A","Laz","yes",3,1,"1.83","0.08","0.15"
"28","H","Mil","yes",0,-1,"0.77","0.61","0.76"
"29","A","Ver","yes",3,1,"2.09","-0.05","0.72"
"30","H","Udi","yes",3,1,"1.94","0.02","0.74"
"31","A","Ata","yes",3,2,"2.44","-0.22","0.52"
"32","H","Fir","yes",0,-1,"2.01","-0.01","0.51"
"33","H","Rom","yes",1,0,"1.75","0.12","0.63"
"34","A","Emp","yes",0,-1,"2.50","-0.25","0.38"
"35","H","Sas","yes",3,5,"1.77","0.11","0.49"
"36","A","Tor","yes",3,1,"2.12","-0.06","0.43"
"37","H","Gen","yes",3,3,"2.37","-0.19","0.24"
"38","A","Spe","yes",3,3,"2.47","-0.24","-0.00"
