"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Sas","yes",0,-1,"1.61","-0.13","-0.13"
"2","H","Int","yes",0,-2,"1.22","0.14","0.01"
"3","A","Bol","yes",0,-1,"0.94","0.34","0.35"
"4","H","Rom","yes",3,1,"1.81","-0.27","0.08"
"5","A","Sal","yes",1,0,"1.73","-0.22","-0.14"
"6","A","Gen","yes",1,0,"1.79","-0.26","-0.40"
"7","H","Spe","yes",3,4,"2.01","-0.41","-0.81"
"8","A","Mil","yes",0,-1,"0.71","0.50","-0.30"
"9","H","Laz","yes",3,3,"1.79","-0.26","-0.56"
"10","A","Udi","yes",1,0,"1.03","0.27","-0.29"
"11","H","Juv","yes",3,1,"1.28","0.10","-0.19"
"12","A","Nap","yes",1,0,"0.67","0.53","0.35"
"13","H","Emp","yes",3,1,"1.64","-0.15","0.20"
"14","A","Sam","yes",0,-2,"1.25","0.12","0.31"
"15","H","Cag","yes",1,0,"1.94","-0.36","-0.05"
"16","A","Ven","yes",3,1,"1.55","-0.09","-0.14"
"17","H","Ata","yes",0,-1,"0.99","0.30","0.16"
"18","A","Tor","yes",0,-1,"0.90","0.37","0.53"
"19","H","Fir","yes",1,0,"1.94","-0.36","0.17"
"20","A","Spe","yes",3,1,"1.53","-0.08","0.09"
"21","H","Sal","yes",0,-1,"2.29","-0.61","-0.52"
"22","A","Sas","yes",3,2,"1.30","0.09","-0.43"
"23","H","Bol","yes",3,1,"2.12","-0.49","-0.92"
"24","A","Juv","yes",0,-2,"0.71","0.50","-0.42"
"25","H","Udi","yes",3,4,"2.13","-0.50","-0.92"
"26","A","Rom","yes",1,0,"0.65","0.54","-0.38"
"27","H","Ven","yes",3,2,"2.10","-0.47","-0.85"
"28","A","Fir","no",NA,NA,"0.54","0.62","-0.23"
"29","H","Nap","no",NA,NA,"0.96","0.32","0.09"
"30","A","Emp","no",NA,NA,"1.56","-0.10","-0.00"
"31","H","Gen","no",NA,NA,"2.26","-0.59","-0.59"
"32","A","Int","no",NA,NA,"0.43","0.69","0.10"
"33","A","Ata","no",NA,NA,"1.12","0.21","0.31"
"34","H","Sam","no",NA,NA,"2.24","-0.57","-0.26"
"35","A","Cag","no",NA,NA,"1.55","-0.09","-0.35"
"36","H","Mil","no",NA,NA,"0.95","0.33","-0.02"
"37","H","Tor","no",NA,NA,"2.16","-0.52","-0.54"
"38","A","Laz","no",NA,NA,"0.66","0.54","-0.00"
