"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Int","yes",0,-4,"0.24","0.67","0.67"
"2","H","Nap","yes",0,-1,"0.23","0.68","1.35"
"3","A","Cag","yes",3,1,"1.29","-0.77","0.58"
"4","H","Fir","yes",0,-1,"0.66","0.09","0.68"
"5","A","Bol","yes",1,0,"0.78","-0.06","0.62"
"6","H","Ver","yes",1,0,"0.84","-0.15","0.47"
"7","A","Sal","yes",0,-1,"1.49","-1.04","-0.57"
"8","H","Sas","yes",1,0,"0.60","0.17","-0.40"
"9","A","Tor","yes",0,-1,"0.58","0.21","-0.19"
"10","A","Spe","yes",1,0,"1.18","-0.61","-0.80"
"11","H","Ven","yes",1,0,"0.86","-0.17","-0.97"
"12","A","Emp","yes",1,0,"1.23","-0.68","-1.65"
"13","H","Rom","yes",0,-2,"0.70","0.05","-1.61"
"14","A","Udi","yes",1,0,"0.76","-0.04","-1.64"
"15","H","Mil","yes",0,-3,"0.19","0.73","-0.91"
"16","A","Juv","yes",0,-2,"0.46","0.38","-0.53"
"17","H","Sam","yes",0,-2,"0.94","-0.28","-0.81"
"18","A","Laz","yes",0,-2,"0.42","0.43","-0.38"
"19","H","Ata","yes",1,0,"0.16","0.78","0.40"
"20","A","Sas","yes",1,0,"1.13","-0.54","-0.14"
"21","H","Spe","yes",0,-1,"0.76","-0.03","-0.17"
"22","A","Fir","yes",0,-6,"0.46","0.37","0.20"
"23","H","Udi","yes",1,0,"0.95","-0.30","-0.10"
"24","A","Rom","yes",1,0,"0.50","0.32","0.22"
"25","H","Sal","yes",1,0,"1.16","-0.58","-0.37"
"26","A","Ven","no",NA,NA,"1.23","-0.68","-1.04"
"27","H","Int","no",NA,NA,"0.29","0.60","-0.44"
"28","H","Emp","no",NA,NA,"0.45","0.38","-0.06"
"29","A","Ata","no",NA,NA,"0.94","-0.28","-0.34"
"30","H","Tor","no",NA,NA,"1.00","-0.37","-0.71"
"31","A","Ver","no",NA,NA,"0.56","0.24","-0.47"
"32","H","Laz","no",NA,NA,"0.62","0.15","-0.32"
"33","A","Mil","no",NA,NA,"0.48","0.34","0.02"
"34","H","Cag","no",NA,NA,"0.86","-0.18","-0.16"
"35","A","Sam","no",NA,NA,"1.11","-0.52","-0.67"
"36","H","Juv","no",NA,NA,"0.36","0.51","-0.16"
"37","A","Nap","no",NA,NA,"0.47","0.36","0.20"
"38","H","Bol","no",NA,NA,"0.87","-0.20","-0.00"
