"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Car","yes",3,2,2,"1.82","0.02","0.02"
"2","H","ShW","yes",3,4,4,"1.89","-0.01","0.01"
"3","H","Bur","yes",3,1,1,"1.29","0.31","0.32"
"4","A","Por","yes",3,2,3,"1.53","0.18","0.50"
"5","A","Ply","yes",0,-1,2,"1.87","-0.00","0.50"
"6","H","Mid","yes",3,1,1,"1.96","-0.05","0.45"
"7","A","Wat","yes",0,-1,1,"1.40","0.25","0.70"
"8","H","Der","yes",3,2,2,"2.55","-0.37","0.33"
"9","H","Lee","yes",1,0,2,"1.39","0.25","0.59"
"10","A","Hul","yes",3,1,1,"2.23","-0.20","0.39"
"11","A","Lut","yes",3,1,2,"1.88","-0.01","0.39"
"12","H","Oxf","yes",3,2,2,"2.47","-0.32","0.06"
"13","A","QPR","yes",1,0,0,"1.84","0.01","0.08"
"14","A","PNE","yes",1,0,0,"1.55","0.17","0.24"
"15","H","Cov","yes",1,0,2,"1.91","-0.03","0.22"
"16","A","Mil","yes",1,0,1,"1.73","0.07","0.29"
"17","H","WBA","yes",1,0,0,"2.07","-0.11","0.18"
"18","A","ShU","yes",0,-1,0,"0.93","0.50","0.68"
"19","H","Sto","yes",3,1,2,"2.36","-0.26","0.41"
"20","H","Bri","yes",1,0,1,"2.22","-0.19","0.23"
"21","A","Swa","yes",3,1,3,"1.84","0.01","0.24"
"22","H","Nor","yes",3,1,2,"2.19","-0.17","0.07"
"23","A","Bbn","yes",1,0,2,"1.42","0.24","0.31"
"24","A","Sto","yes",0,-1,0,"1.97","-0.06","0.25"
"25","H","ShU","yes",3,1,2,"1.17","0.37","0.63"
"26","H","Por","yes",3,1,1,"2.49","-0.33","0.29"
"27","A","Bur","yes",1,0,0,"1.17","0.37","0.67"
"28","A","Der","yes",3,1,1,"1.99","-0.07","0.60"
"29","H","Ply","yes",1,0,2,"2.66","-0.43","0.17"
"30","A","Mid","yes",3,1,3,"1.61","0.14","0.31"
"31","H","Wat","yes",1,0,2,"2.24","-0.20","0.11"
"32","H","Lut","yes",3,2,2,"2.65","-0.42","-0.31"
"33","A","Lee","yes",0,-1,1,"0.62","0.67","0.36"
"34","H","Hul","yes",0,-1,0,"2.07","-0.11","0.25"
"35","A","ShW","yes",3,1,2,"1.99","-0.07","0.19"
"36","H","Car","no",NA,NA,NA,"2.43","-0.30","-0.11"
"37","H","PNE","no",NA,NA,NA,"2.29","-0.23","-0.34"
"38","A","Cov","no",NA,NA,NA,"1.54","0.18","-0.16"
"39","H","Mil","no",NA,NA,NA,"2.16","-0.16","-0.32"
"40","A","WBA","no",NA,NA,NA,"1.38","0.26","-0.06"
"41","A","Nor","no",NA,NA,NA,"1.47","0.21","0.15"
"42","H","Swa","no",NA,NA,NA,"2.23","-0.19","-0.04"
"43","A","Bri","no",NA,NA,NA,"1.39","0.26","0.21"
"44","H","Bbn","no",NA,NA,NA,"2.09","-0.12","0.10"
"45","A","Oxf","no",NA,NA,NA,"1.76","0.06","0.15"
"46","H","QPR","no",NA,NA,NA,"2.15","-0.15","-0.00"
